HOG	OG	Gene Tree Parent Clade	Eco	Mtu	Pae	Sal	Sen	sac
N0.HOG0003095	OG0003020	-				WP_030310070.1, WP_031177747.1, WP_003948951.1		
N0.HOG0003096	OG0003021	-				WP_003949416.1, WP_003949409.1, WP_003949004.1		
N0.HOG0003097	OG0003022	-				WP_003949063.1	NP_462985.1, NP_459038.1	
N0.HOG0003098	OG0003023	-				WP_003951881.1, WP_010644733.1, WP_003949078.1		
N0.HOG0003099	OG0003024	-				WP_015507367.1, WP_015507763.1, WP_003949138.1		
N0.HOG0003100	OG0003025	-				WP_015507637.1, WP_003949408.1, WP_003949415.1		
N0.HOG0003101	OG0003026	-				WP_003951297.1, WP_015507748.1, WP_003949421.1		
N0.HOG0003102	OG0003027	-				WP_003949735.1, WP_003950695.1, WP_015507757.1		
N0.HOG0003103	OG0003028	-				WP_015507184.1, WP_003949778.1, WP_015507439.1		
N0.HOG0003104	OG0003029	-				WP_003949859.1, WP_008406145.1, WP_030766480.1		
N0.HOG0003105	OG0003030	-				WP_003950406.1, WP_037629932.1, WP_003949876.1		
N0.HOG0003106	OG0003031	-				WP_008405082.1, WP_003949916.1, WP_015507420.1		
N0.HOG0003107	OG0003032	-				WP_015507191.1, WP_003950462.1, WP_003950807.1		
N0.HOG0003108	OG0003033	-				WP_003950474.1, WP_003950475.1, WP_015507201.1		
N0.HOG0003109	OG0003034	-				WP_003952218.1, WP_003951507.1, WP_003950546.1		
N0.HOG0003110	OG0003035	-				WP_003950655.1, WP_050777416.1		WP_011278950.1
N0.HOG0003111	OG0003036	-				WP_003950958.1, WP_003951833.1, WP_008409055.1		
N0.HOG0003112	OG0003037	-				WP_031176783.1, WP_003951832.1, WP_003950959.1		
N0.HOG0003113	OG0003038	-				WP_015507889.1, WP_003950999.1, WP_015507865.1		
N0.HOG0003114	OG0003039	-				WP_003951092.1		WP_011277611.1, WP_011277808.1
N0.HOG0003115	OG0003040	-				WP_015507838.1, WP_003951149.1, WP_015507466.1		
N0.HOG0003116	OG0003041	-				WP_008414945.1, WP_003951402.1, WP_008414941.1		
N0.HOG0003117	OG0003042	-				WP_015507886.1, WP_015507273.1, WP_003951460.1		
N0.HOG0003118	OG0003043	-				WP_015508198.1, WP_010641447.1, WP_008406012.1		
N0.HOG0003119	OG0003044	-				WP_015508125.1, WP_008409336.1, WP_015507684.1		
N0.HOG0003120	OG0003045	-				WP_015507956.1, WP_008416665.1, WP_165398442.1		
N0.HOG0003121	OG0003046	-				WP_015506746.1	NP_461283.1	WP_011277100.1
N0.HOG0003122	OG0003047	-				WP_015506822.1, WP_015508242.1, WP_041826621.1		
N0.HOG0003123	OG0003048	-				WP_015507863.1	NP_453701.1, NP_453700.1	
N0.HOG0003124	OG0003049	-				WP_015508286.1	NP_461784.1, NP_461785.1	
N0.HOG0003125	OG0003050	-					NP_459036.1, NP_459034.1, NP_459022.1	
N0.HOG0003126	OG0003051	-					NP_459059.1, NP_462261.1, NP_459747.1	
N0.HOG0003127	OG0003052	-					NP_462263.1, NP_459746.1, NP_459061.1	
N0.HOG0003128	OG0003053	-					NP_462672.1, NP_459563.1, NP_463393.1	
N0.HOG0003129	OG0003054	-					NP_461536.1, NP_460011.1, NP_459891.1	
N0.HOG0003130	OG0003055	-					NP_459892.1, NP_461534.1, NP_460012.1	
N0.HOG0003131	OG0003056	-					NP_459893.1, NP_461533.1, NP_460013.1	
N0.HOG0003132	OG0003057	-					NP_460015.1, NP_461531.1, NP_459894.1	
N0.HOG0003133	OG0003058	-					NP_460001.1, NP_461550.1, NP_460060.1	
N0.HOG0003134	OG0003059	-					NP_460030.1, NP_461174.1, NP_460211.1	
N0.HOG0003135	OG0003060	-					NP_460958.1, NP_461443.1, NP_461823.1	
N0.HOG0003136	OG0003061	-						WP_011277603.1, WP_011276932.1, WP_015385517.1
N0.HOG0003137	OG0003062	-						WP_011279064.1, WP_011277007.1, WP_011277308.1
N0.HOG0003138	OG0003063	-						WP_011278400.1, WP_011277158.1, WP_015385758.1
N0.HOG0003139	OG0003064	-						WP_015385752.1, WP_011277240.1, WP_011278757.1
N0.HOG0003140	OG0003065	-						WP_011278803.1, WP_011278758.1, WP_011277241.1
N0.HOG0003141	OG0003066	-						WP_011278910.1, WP_011277273.1, WP_230949784.1
N0.HOG0003142	OG0003067	-						WP_011277287.1, WP_011278839.1, WP_011278834.1
N0.HOG0003143	OG0003068	-						WP_011277806.1, WP_011277384.1, WP_011278226.1
N0.HOG0003144	OG0003069	-						WP_011277407.1, WP_011277410.1, WP_011278272.1
N0.HOG0003145	OG0003070	-						WP_011277418.1, WP_011277420.1, WP_011278786.1
N0.HOG0003146	OG0003071	-						WP_011278328.1, WP_011277526.1, WP_011278345.1
N0.HOG0003147	OG0003072	-						WP_011278233.1, WP_011277552.1, WP_011278052.1
N0.HOG0003148	OG0003073	-						WP_011277686.1, WP_011278124.1, WP_011277695.1
N0.HOG0003149	OG0003074	-						WP_011277741.1, WP_011278517.1, WP_011277780.1
N0.HOG0003150	OG0003075	-						WP_011278059.1, WP_011278057.1, WP_011277841.1
N0.HOG0003151	OG0003076	-						WP_011278262.1, WP_011277854.1, WP_011278382.1
N0.HOG0003152	OG0003077	-						WP_011277925.1, WP_015385447.1, WP_230937990.1
N0.HOG0003153	OG0003078	-						WP_011279065.1, WP_011279154.1, WP_011277998.1
N0.HOG0003154	OG0003079	-						WP_011278870.1, WP_011278094.1, WP_011278338.1
N0.HOG0003155	OG0003080	-						WP_011278294.1, WP_011278222.1, WP_011278415.1
N0.HOG0003156	OG0003081	-						WP_011278735.1, WP_011278273.1, WP_011278795.1
N0.HOG0003157	OG0003082	-						WP_230937945.1, WP_011278868.1, WP_011278490.1
N0.HOG0003158	OG0003083	-						WP_011279091.1, WP_011278506.1, WP_015385486.1
N0.HOG0003159	OG0003084	-						WP_011278555.1, WP_088899932.1, WP_015385793.1
N0.HOG0003160	OG0003085	-						WP_015385706.1, WP_230937922.1, WP_011278581.1
N0.HOG0003161	OG0003086	-						WP_015385675.1, WP_011278601.1, WP_015385514.1
N0.HOG0003162	OG0003087	-						WP_230937919.1, WP_011278672.1, WP_011278684.1
N0.HOG0003163	OG0003088	-						WP_015385800.1, WP_011279106.1, WP_230937910.1
N0.HOG0003164	OG0003089	-						WP_015385849.1, WP_015385371.1, WP_048054419.1
N0.HOG0003165	OG0003090	-						WP_088912509.1, WP_015385446.1, WP_015385614.1
N0.HOG0003166	OG0003091	-						WP_257719742.1, WP_148149029.1, WP_257719741.1
N0.HOG0003167	OG0003092	-	NP_414542.1				NP_459006.1	
N0.HOG0003168	OG0003093	-	NP_414552.1				NP_459015.1	
N0.HOG0003169	OG0003094	-	NP_414554.1				NP_459016.1	
N0.HOG0003170	OG0003095	-	NP_414561.1				NP_459045.1	
N0.HOG0003171	OG0003096	-	NP_414565.1				NP_459049.1	
N0.HOG0003172	OG0003097	-	NP_414576.4				NP_459073.1	
N0.HOG0003173	OG0003098	-	NP_414586.1				NP_459083.1	
N0.HOG0003174	OG0003099	-	NP_414606.1				NP_459109.1	
N0.HOG0003175	OG0003100	-	NP_414609.1				NP_459112.1	
N0.HOG0003176	OG0003101	-	NP_414617.1				NP_459119.1	
N0.HOG0003177	OG0003102	-	NP_414639.2				NP_459140.3	
N0.HOG0003178	OG0003103	-	NP_414644.1				NP_459144.1	
N0.HOG0003179	OG0003104	-	NP_414646.1				NP_459146.1	
N0.HOG0003180	OG0003105	-	NP_414648.1				NP_459147.1	
N0.HOG0003181	OG0003106	-	NP_414659.1				NP_459162.2	
N0.HOG0003182	OG0003107	-	NP_414661.2				NP_459165.1	
N0.HOG0003183	OG0003108	-	NP_414664.4				NP_459172.1	
N0.HOG0003184	OG0003109	-	NP_414671.1				NP_459183.1	
N0.HOG0003185	OG0003110	-	NP_414693.1				NP_459197.1	
N0.HOG0003186	OG0003111	-	NP_414705.1				NP_459216.1	
N0.HOG0003187	OG0003112	-	NP_414708.1				NP_459218.1	
N0.HOG0003188	OG0003113	-	NP_414720.1				NP_459230.1	
N0.HOG0003189	OG0003114	-	NP_414738.1				NP_459248.1	
N0.HOG0003190	OG0003115	-	NP_414745.1				NP_459256.1	
N0.HOG0003191	OG0003116	-	NP_414760.1				NP_462419.1	
N0.HOG0003192	OG0003117	-	NP_414761.1				NP_462420.1	
N0.HOG0003193	OG0003118	-	NP_414763.1		NP_249845.1			
N0.HOG0003194	OG0003119	-	NP_414772.1				NP_459313.1	
N0.HOG0003195	OG0003120	-	NP_414774.1				NP_459315.1	
N0.HOG0003196	OG0003121	-	NP_414783.1				NP_490555.1	
N0.HOG0003197	OG0003122	-	NP_414784.1, NP_417125.1					
N0.HOG0003198	OG0003123	-	NP_414785.4, NP_417124.4					
N0.HOG0003199	OG0003124	-	NP_417122.1, NP_414786.4					
N0.HOG0003200	OG0003125	-	YP_026173.1, NP_414787.4					
N0.HOG0003201	OG0003126	-	NP_414803.1, NP_418717.1					
N0.HOG0003202	OG0003127	-	NP_417115.1, NP_414811.1					
N0.HOG0003203	OG0003128	-	NP_414826.1, NP_414823.2					
N0.HOG0003204	OG0003129	-	NP_414835.2				NP_459558.1	
N0.HOG0003205	OG0003130	-	NP_414837.2				NP_459557.1	
N0.HOG0003206	OG0003131	-	NP_414840.1			WP_003951511.1		
N0.HOG0003207	OG0003132	-	NP_417350.1, NP_414857.1					
N0.HOG0003208	OG0003133	-	NP_414862.1				NP_459360.1	
N0.HOG0003209	OG0003134	-	NP_414863.1				NP_459361.1	
N0.HOG0003210	OG0003135	-	NP_414864.1				NP_459362.1	
N0.HOG0003211	OG0003136	-	NP_414874.1		NP_250742.1			
N0.HOG0003212	OG0003137	-	NP_414877.1			WP_015506862.1		
N0.HOG0003213	OG0003138	-	NP_414878.1, YP_026199.1					
N0.HOG0003214	OG0003139	-	NP_414882.1					WP_230937981.1
N0.HOG0003215	OG0003140	-	NP_414885.1	NP_218052.1				
N0.HOG0003216	OG0003141	-	NP_414898.4			WP_003946577.1		
N0.HOG0003217	OG0003142	-	NP_414911.1				NP_459371.1	
N0.HOG0003218	OG0003143	-	NP_414913.1				NP_459373.1	
N0.HOG0003219	OG0003144	-	NP_414914.2				NP_459374.1	
N0.HOG0003220	OG0003145	-	NP_414916.1				NP_459378.3	
N0.HOG0003221	OG0003146	-	NP_414917.2		NP_251986.1			
N0.HOG0003222	OG0003147	-	NP_414922.1				NP_459383.1	
N0.HOG0003223	OG0003148	-	NP_414923.1				NP_459384.1	
N0.HOG0003224	OG0003149	-	NP_414924.1				NP_459385.1	
N0.HOG0003225	OG0003150	-	NP_414928.2				NP_459388.1	
N0.HOG0003226	OG0003151	-	NP_414937.2				NP_459396.1	
N0.HOG0003227	OG0003152	-	NP_414938.1				NP_459398.1	
N0.HOG0003228	OG0003153	-	NP_414944.1				NP_459406.1	
N0.HOG0003229	OG0003154	-	NP_414946.4				NP_459409.1	
N0.HOG0003230	OG0003155	-	NP_414968.4				NP_459441.3	
N0.HOG0003231	OG0003156	-	NP_414979.1				NP_459452.1	
N0.HOG0003232	OG0003157	-	NP_414980.2				NP_459453.1	
N0.HOG0003233	OG0003158	-	NP_414982.1				NP_459456.1	
N0.HOG0003234	OG0003159	-	NP_414983.1				NP_459457.1	
N0.HOG0003235	OG0003160	-	NP_414991.4				NP_459466.1	
N0.HOG0003236	OG0003161	-	NP_414993.1				NP_459468.1	
N0.HOG0003237	OG0003162	-	NP_414994.1				NP_459469.1	
N0.HOG0003238	OG0003163	-	NP_414999.1				NP_459475.1	
N0.HOG0003239	OG0003164	-	NP_415000.1				NP_459476.1	
N0.HOG0003240	OG0003165	-	NP_415010.1				NP_459486.1	
N0.HOG0003241	OG0003166	-	NP_415012.1				NP_459488.1	
N0.HOG0003242	OG0003167	-	NP_415013.1				NP_459489.1	
N0.HOG0003243	OG0003168	-	NP_415015.1				NP_459491.1	
N0.HOG0003244	OG0003169	-	NP_415023.1				NP_459497.1	
N0.HOG0003245	OG0003170	-	NP_415031.1, NP_417940.2					
N0.HOG0003246	OG0003171	-	NP_415046.4				NP_459519.1	
N0.HOG0003247	OG0003172	-	NP_415061.2				NP_459536.1	
N0.HOG0003248	OG0003173	-	NP_415067.1				NP_459543.1	
N0.HOG0003249	OG0003174	-	NP_415069.1				NP_459548.1	
N0.HOG0003250	OG0003175	-	NP_415083.1				NP_461182.1	
N0.HOG0003251	OG0003176	-	NP_415086.1, NP_416074.4					
N0.HOG0003252	OG0003177	-	NP_415097.1				NP_461336.1	
N0.HOG0003253	OG0003178	-	NP_415100.1		NP_253356.1			
N0.HOG0003254	OG0003179	-	NP_415110.1				NP_459570.1	
N0.HOG0003255	OG0003180	-	NP_415112.1				NP_459574.1	
N0.HOG0003256	OG0003181	-	NP_415119.1				NP_459581.1	
N0.HOG0003257	OG0003182	-	NP_415136.1				NP_459598.1	
N0.HOG0003258	OG0003183	-	NP_415140.1				NP_459606.1	
N0.HOG0003259	OG0003184	-	NP_415144.1				NP_459609.1	
N0.HOG0003260	OG0003185	-	NP_415155.1				NP_459620.1	
N0.HOG0003261	OG0003186	-	NP_415162.4				NP_459626.1	
N0.HOG0003262	OG0003187	-	NP_415174.1				NP_459639.1	
N0.HOG0003263	OG0003188	-	NP_415176.1				NP_459645.1	
N0.HOG0003264	OG0003189	-	NP_415177.4				NP_459646.1	
N0.HOG0003265	OG0003190	-	NP_415183.1				NP_459651.1	
N0.HOG0003266	OG0003191	-	NP_415207.1				NP_459672.1	
N0.HOG0003267	OG0003192	-	NP_415208.1				NP_459673.1	
N0.HOG0003268	OG0003193	-	NP_415210.1				NP_459679.1	
N0.HOG0003269	OG0003194	-	NP_415211.2				NP_459680.1	
N0.HOG0003270	OG0003195	-	NP_415213.1				NP_459682.1	
N0.HOG0003271	OG0003196	-	NP_415219.1				NP_459685.1	
N0.HOG0003272	OG0003197	-	NP_415228.1				NP_459693.1	
N0.HOG0003273	OG0003198	-	NP_415260.1	NP_215162.1				
N0.HOG0003274	OG0003199	-	NP_415263.1				NP_459728.1	
N0.HOG0003275	OG0003200	-	NP_415267.1				NP_459732.1	
N0.HOG0003276	OG0003201	-	NP_415274.1				NP_459739.1	
N0.HOG0003277	OG0003202	-	NP_415281.1				NP_459757.1	
N0.HOG0003278	OG0003203	-	NP_415283.1				NP_459759.1	
N0.HOG0003279	OG0003204	-	NP_415293.1				NP_459765.1	
N0.HOG0003280	OG0003205	-	NP_415312.1				NP_459792.1	
N0.HOG0003281	OG0003206	-	NP_415314.1				NP_459794.1	
N0.HOG0003282	OG0003207	-	NP_415315.4				NP_459795.1	
N0.HOG0003283	OG0003208	-	NP_415316.1				NP_459796.1	
N0.HOG0003284	OG0003209	-	NP_415323.1				NP_459801.1	
N0.HOG0003285	OG0003210	-	NP_415325.4		NP_253205.1			
N0.HOG0003286	OG0003211	-	NP_415338.1				NP_459812.1	
N0.HOG0003287	OG0003212	-	NP_415342.1				NP_459818.1	
N0.HOG0003288	OG0003213	-	NP_415344.1				NP_459820.1	
N0.HOG0003289	OG0003214	-	NP_415345.2				NP_459821.1	
N0.HOG0003290	OG0003215	-	NP_415357.1				NP_459830.1	
N0.HOG0003291	OG0003216	-	NP_415363.1				NP_459843.1	
N0.HOG0003292	OG0003217	-	NP_415368.1				NP_459847.1	
N0.HOG0003293	OG0003218	-	NP_415369.1				NP_459848.1	
N0.HOG0003294	OG0003219	-	NP_415370.1				NP_459849.1	
N0.HOG0003295	OG0003220	-	NP_415371.1				NP_459850.1	
N0.HOG0003296	OG0003221	-	NP_415372.1				NP_459851.1	
N0.HOG0003297	OG0003222	-	NP_415374.1				NP_459853.1	
N0.HOG0003298	OG0003223	-	NP_415379.1				NP_459858.1	
N0.HOG0003299	OG0003224	-	NP_415380.1				NP_459859.1	
N0.HOG0003300	OG0003225	-	NP_415382.1				NP_459864.1	
N0.HOG0003301	OG0003226	-	NP_415383.1				NP_459865.1	
N0.HOG0003302	OG0003227	-	NP_415386.1				NP_459868.1	
N0.HOG0003303	OG0003228	-	NP_415387.1				NP_459907.1	
N0.HOG0003304	OG0003229	-	NP_415394.4				NP_459914.1	
N0.HOG0003305	OG0003230	-	NP_415397.1				NP_459916.2	
N0.HOG0003306	OG0003231	-	NP_415426.1				NP_459951.1	
N0.HOG0003307	OG0003232	-	NP_415439.1				NP_459964.1	
N0.HOG0003308	OG0003233	-	NP_415442.1				NP_459967.1	
N0.HOG0003309	OG0003234	-	NP_415443.2				NP_459968.1	
N0.HOG0003310	OG0003235	-	NP_415444.1				NP_459969.1	
N0.HOG0003311	OG0003236	-	NP_415445.1				NP_459970.1	
N0.HOG0003312	OG0003237	-	NP_415446.1				NP_459971.1	
N0.HOG0003313	OG0003238	-	NP_415448.1				NP_459973.1	
N0.HOG0003314	OG0003239	-	NP_415462.1				NP_459030.1	
N0.HOG0003315	OG0003240	-	NP_415466.4				NP_460033.1	
N0.HOG0003316	OG0003241	-	NP_415471.1				NP_460038.1	
N0.HOG0003317	OG0003242	-	NP_415472.2				NP_460039.1	
N0.HOG0003318	OG0003243	-	NP_415476.1				NP_460043.1	
N0.HOG0003319	OG0003244	-	NP_415477.1				NP_460044.1	
N0.HOG0003320	OG0003245	-	NP_415478.1				NP_460045.1	
N0.HOG0003321	OG0003246	-	NP_415479.1				NP_460046.1	
N0.HOG0003322	OG0003247	-	NP_415483.2				NP_460050.1	
N0.HOG0003323	OG0003248	-	NP_415484.1				NP_460051.1	
N0.HOG0003324	OG0003249	-	NP_415486.4				NP_460053.1	
N0.HOG0003325	OG0003250	-	NP_415496.1				NP_460747.1	
N0.HOG0003326	OG0003251	-	NP_415509.1				NP_460213.1	
N0.HOG0003327	OG0003252	-	NP_415513.2				NP_462726.1	
N0.HOG0003328	OG0003253	-	NP_415514.1				NP_462725.1	
N0.HOG0003329	OG0003254	-	NP_415515.1				NP_462724.1	
N0.HOG0003330	OG0003255	-	NP_415516.1				NP_462723.1	
N0.HOG0003331	OG0003256	-	NP_415517.1				NP_462722.1	
N0.HOG0003332	OG0003257	-	NP_415518.1				NP_462721.1	
N0.HOG0003333	OG0003258	-	NP_415519.1				NP_460084.1	
N0.HOG0003334	OG0003259	-	NP_415520.1				NP_460085.1	
N0.HOG0003335	OG0003260	-	NP_415523.1				NP_460091.1	
N0.HOG0003336	OG0003261	-	NP_415538.1			WP_015507519.1		
N0.HOG0003337	OG0003262	-	NP_415539.1				NP_447557.1	
N0.HOG0003338	OG0003263	-	NP_416299.1, NP_415544.1					
N0.HOG0003339	OG0003264	-	NP_415552.1				NP_460107.1	
N0.HOG0003340	OG0003265	-	NP_415553.1				NP_460108.1	
N0.HOG0003341	OG0003266	-	NP_415555.1				NP_460110.1	
N0.HOG0003342	OG0003267	-	NP_415556.1				NP_460111.1	
N0.HOG0003343	OG0003268	-	NP_415557.1				NP_460112.1	
N0.HOG0003344	OG0003269	-	NP_415558.1				NP_460113.1	
N0.HOG0003345	OG0003270	-	NP_415559.1				NP_460114.1	
N0.HOG0003346	OG0003271	-	NP_415560.1				NP_460115.1	
N0.HOG0003347	OG0003272	-	NP_415561.1				NP_460116.1	
N0.HOG0003348	OG0003273	-	NP_415565.1				NP_460120.1	
N0.HOG0003349	OG0003274	-	NP_415568.1				NP_460123.1	
N0.HOG0003350	OG0003275	-	NP_415569.4				NP_460124.1	
N0.HOG0003351	OG0003276	-	NP_415576.1				NP_460130.1	
N0.HOG0003352	OG0003277	-	NP_415577.1				NP_460131.1	
N0.HOG0003353	OG0003278	-	NP_415578.3				NP_460132.3	
N0.HOG0003354	OG0003279	-	NP_415581.1				NP_460135.1	
N0.HOG0003355	OG0003280	-	NP_415582.1				NP_460136.1	
N0.HOG0003356	OG0003281	-	NP_415588.1				NP_460142.1	
N0.HOG0003357	OG0003282	-	NP_415589.1				NP_460143.1	
N0.HOG0003358	OG0003283	-	NP_415622.1				NP_460176.1	
N0.HOG0003359	OG0003284	-	NP_415623.1				NP_460177.1	
N0.HOG0003360	OG0003285	-	NP_415624.1				NP_460178.1	
N0.HOG0003361	OG0003286	-	NP_415626.4				NP_460180.1	
N0.HOG0003362	OG0003287	-	NP_415630.1				NP_460184.1	
N0.HOG0003363	OG0003288	-	NP_415634.1				NP_460187.3	
N0.HOG0003364	OG0003289	-	NP_415637.1				NP_460190.1	
N0.HOG0003365	OG0003290	-	NP_415645.1				NP_460197.1	
N0.HOG0003366	OG0003291	-	NP_415672.1				NP_461178.1	
N0.HOG0003367	OG0003292	-	NP_415678.1				NP_460083.1	
N0.HOG0003368	OG0003293	-	NP_415695.1				NP_459882.1	
N0.HOG0003369	OG0003294	-	NP_415696.1				NP_461546.1	
N0.HOG0003370	OG0003295	-	NP_415705.1				NP_460761.1	
N0.HOG0003371	OG0003296	-	NP_415711.2				NP_460755.1	
N0.HOG0003372	OG0003297	-	NP_415712.1				NP_460754.1	
N0.HOG0003373	OG0003298	-	NP_415717.1			WP_015508002.1		
N0.HOG0003374	OG0003299	-	NP_415718.6			WP_003947698.1		
N0.HOG0003375	OG0003300	-	NP_415723.1				NP_460738.1	
N0.HOG0003376	OG0003301	-	NP_415727.1				NP_460734.1	
N0.HOG0003377	OG0003302	-	NP_415731.1				NP_460730.1	
N0.HOG0003378	OG0003303	-	NP_415735.1				NP_460726.1	
N0.HOG0003379	OG0003304	-	NP_415737.1				NP_460725.1	
N0.HOG0003380	OG0003305	-	NP_415753.1				NP_460710.1	
N0.HOG0003381	OG0003306	-	NP_415754.1				NP_460709.1	
N0.HOG0003382	OG0003307	-	NP_415760.1				NP_460704.1	
N0.HOG0003383	OG0003308	-	NP_415764.4				NP_448158.1	
N0.HOG0003384	OG0003309	-	NP_415765.1				NP_460698.1	
N0.HOG0003385	OG0003310	-	NP_415771.1				NP_460693.1	
N0.HOG0003386	OG0003311	-	NP_415774.1				NP_460688.1	
N0.HOG0003387	OG0003312	-	NP_415789.1				NP_460674.1	
N0.HOG0003388	OG0003313	-	NP_415794.1				NP_460669.1	
N0.HOG0003389	OG0003314	-	NP_415795.1				NP_460668.1	
N0.HOG0003390	OG0003315	-	NP_415796.1				NP_460667.1	
N0.HOG0003391	OG0003316	-	NP_415799.1				NP_460664.1	
N0.HOG0003392	OG0003317	-	NP_415800.1				NP_460663.1	
N0.HOG0003393	OG0003318	-	NP_415802.1				NP_460661.1	
N0.HOG0003394	OG0003319	-	NP_415803.2				NP_460660.1	
N0.HOG0003395	OG0003320	-	NP_415806.1				NP_460654.1	
N0.HOG0003396	OG0003321	-	NP_415808.1				NP_460652.1	
N0.HOG0003397	OG0003322	-	NP_415809.1				NP_460651.1	
N0.HOG0003398	OG0003323	-	NP_415820.1				NP_460648.1	
N0.HOG0003399	OG0003324	-	NP_415821.1				NP_460647.1	
N0.HOG0003400	OG0003325	-	NP_415822.1				NP_460646.1	
N0.HOG0003401	OG0003326	-	NP_415823.1				NP_460645.1	
N0.HOG0003402	OG0003327	-	NP_415830.2			WP_003951452.1		
N0.HOG0003403	OG0003328	-	NP_415837.1				NP_460643.3	
N0.HOG0003404	OG0003329	-	NP_415838.1				NP_460642.1	
N0.HOG0003405	OG0003330	-	NP_415841.4				NP_460639.1	
N0.HOG0003406	OG0003331	-	NP_415842.2				NP_460638.1	
N0.HOG0003407	OG0003332	-	NP_415848.1				NP_460621.1	
N0.HOG0003408	OG0003333	-	NP_415852.2			WP_010636970.1		
N0.HOG0003409	OG0003334	-	NP_415853.1	YP_177956.1				
N0.HOG0003410	OG0003335	-	NP_416089.1, NP_415872.2					
N0.HOG0003411	OG0003336	-	NP_416063.1, NP_415892.1					
N0.HOG0003412	OG0003337	-	NP_416062.2, NP_415893.2					
N0.HOG0003413	OG0003338	-	NP_415894.4				NP_460611.1	
N0.HOG0003414	OG0003339	-	NP_415897.1				NP_460607.1	
N0.HOG0003415	OG0003340	-	NP_415899.1				NP_460605.1	
N0.HOG0003416	OG0003341	-	NP_415904.3					WP_011278970.1
N0.HOG0003417	OG0003342	-	NP_415907.1			WP_003950194.1		
N0.HOG0003418	OG0003343	-	NP_415908.1			WP_003946503.1		
N0.HOG0003419	OG0003344	-	NP_415924.1			WP_015507369.1		
N0.HOG0003420	OG0003345	-	NP_415927.1		NP_251226.1			
N0.HOG0003421	OG0003346	-	NP_415929.1		NP_251229.1			
N0.HOG0003422	OG0003347	-	NP_415932.1				NP_460599.1	
N0.HOG0003423	OG0003348	-	NP_415935.2				NP_460598.1	
N0.HOG0003424	OG0003349	-	NP_415936.1		NP_252057.1			
N0.HOG0003425	OG0003350	-	NP_415941.5				NP_460581.1	
N0.HOG0003426	OG0003351	-	NP_415945.1				NP_460569.1	
N0.HOG0003427	OG0003352	-	NP_415946.1				NP_460568.1	
N0.HOG0003428	OG0003353	-	NP_415948.1				NP_460566.1	
N0.HOG0003429	OG0003354	-	NP_415952.2				NP_460563.1	
N0.HOG0003430	OG0003355	-	NP_415953.1				NP_460562.1	
N0.HOG0003431	OG0003356	-	NP_415962.2				NP_460555.1	
N0.HOG0003432	OG0003357	-	NP_415963.1				NP_460551.1	
N0.HOG0003433	OG0003358	-	NP_415969.1				NP_460545.1	
N0.HOG0003434	OG0003359	-	NP_415990.5				NP_460530.3	
N0.HOG0003435	OG0003360	-	NP_415997.1				NP_460524.1	
N0.HOG0003436	OG0003361	-	NP_415998.4				NP_460523.1	
N0.HOG0003437	OG0003362	-	NP_416013.1	NP_216335.1				
N0.HOG0003438	OG0003363	-	NP_418740.1, NP_416019.1					
N0.HOG0003439	OG0003364	-	NP_416028.3				NP_462953.1	
N0.HOG0003440	OG0003365	-	NP_416030.1				NP_462955.1	
N0.HOG0003441	OG0003366	-	NP_416031.1				NP_462956.1	
N0.HOG0003442	OG0003367	-	NP_416032.1				NP_462957.1	
N0.HOG0003443	OG0003368	-	NP_416033.1				NP_462958.1	
N0.HOG0003444	OG0003369	-	NP_416034.1				NP_462959.1	
N0.HOG0003445	OG0003370	-	NP_416037.2				NP_460487.1	
N0.HOG0003446	OG0003371	-	NP_416040.1				NP_460486.1	
N0.HOG0003447	OG0003372	-	NP_416049.1				NP_460478.1	
N0.HOG0003448	OG0003373	-	NP_416054.1				NP_460475.1	
N0.HOG0003449	OG0003374	-	NP_416056.1				NP_460472.1	
N0.HOG0003450	OG0003375	-	NP_416059.1				NP_460469.1	
N0.HOG0003451	OG0003376	-	NP_416071.1				NP_460825.1	
N0.HOG0003452	OG0003377	-	NP_416078.4				NP_461183.1	
N0.HOG0003453	OG0003378	-	NP_416082.1				NP_463310.1	
N0.HOG0003454	OG0003379	-	NP_416100.1				NP_460463.1	
N0.HOG0003455	OG0003380	-	NP_416102.2				NP_460461.3	
N0.HOG0003456	OG0003381	-	NP_416115.1				NP_460444.1	
N0.HOG0003457	OG0003382	-	NP_416121.1				NP_460438.1	
N0.HOG0003458	OG0003383	-	NP_416123.1		NP_252127.1			
N0.HOG0003459	OG0003384	-	NP_416127.1				NP_460431.1	
N0.HOG0003460	OG0003385	-	NP_416142.1				NP_460424.3	
N0.HOG0003461	OG0003386	-	NP_416143.2				NP_460423.1	
N0.HOG0003462	OG0003387	-	NP_416160.1				NP_460406.1	
N0.HOG0003463	OG0003388	-	NP_416162.1				NP_460404.1	
N0.HOG0003464	OG0003389	-	NP_416165.2				NP_460401.1	
N0.HOG0003465	OG0003390	-	NP_416176.1				NP_460392.1	
N0.HOG0003466	OG0003391	-	NP_416182.1				NP_462364.1	
N0.HOG0003467	OG0003392	-	NP_416185.1				NP_461008.1	
N0.HOG0003468	OG0003393	-	NP_416190.1				NP_460353.1	
N0.HOG0003469	OG0003394	-	NP_416193.1				NP_460340.1	
N0.HOG0003470	OG0003395	-	NP_416199.1				NP_460334.1	
N0.HOG0003471	OG0003396	-	NP_416200.2				NP_460332.1	
