HOG	OG	Gene Tree Parent Clade	Eco	Mtu	Pae	Sal	Sen	sac
N4.HOG0001152	OG0000810	n0	NP_418155.1				NP_462736.1	
N4.HOG0001153	OG0000811	n0	NP_418161.1				NP_462742.1	
N4.HOG0001154	OG0000812	n0	NP_418180.1				NP_462752.1	
N4.HOG0001155	OG0000813	n0	NP_418182.1				NP_462754.1	
N4.HOG0001156	OG0000814	n0	NP_418183.1				NP_462755.1	
N4.HOG0001157	OG0000815	n0	NP_418184.1				NP_462756.1	
N4.HOG0001158	OG0000816	n0	NP_418188.1				NP_462764.1	
N4.HOG0001159	OG0000817	n0	NP_418222.1				NP_462800.1	
N4.HOG0001160	OG0000818	n0	NP_418231.1				NP_462808.1	
N4.HOG0001161	OG0000819	n0	NP_418260.1				NP_462837.1	
N4.HOG0001162	OG0000820	n0	NP_418273.1				NP_462850.1	
N4.HOG0001163	OG0000821	n0	NP_418279.1				NP_462857.1	
N4.HOG0001164	OG0000822	n0	NP_418282.1				NP_462860.1	
N4.HOG0001165	OG0000823	n1	NP_418297.1				NP_462877.1	
N4.HOG0001166	OG0000823	n3					NP_462108.1, NP_490503.1	
N4.HOG0001167	OG0000824	n0	NP_418306.1				NP_462887.1	
N4.HOG0001168	OG0000825	n0	NP_418346.2				NP_462937.3	
N4.HOG0001169	OG0000826	n0	NP_418347.1				NP_462939.1	
N4.HOG0001170	OG0000827	n0	NP_418362.1				NP_460982.1, NP_462968.1	
N4.HOG0001171	OG0000828	n0	NP_418364.1				NP_462970.1	
N4.HOG0001172	OG0000829	n0	NP_418393.1				NP_463001.1	
N4.HOG0001173	OG0000830	n0	NP_418394.3				NP_463002.3	
N4.HOG0001174	OG0000831	n0	NP_418395.1				NP_463003.1	
N4.HOG0001175	OG0000832	n0	NP_418398.3				NP_463006.3	
N4.HOG0001176	OG0000833	n0	NP_418404.1				NP_463012.1	
N4.HOG0001177	OG0000834	n0	NP_418410.1				NP_463018.1	
N4.HOG0001178	OG0000835	n0	NP_418412.1				NP_463020.1	
N4.HOG0001179	OG0000836	n0	NP_418414.1				NP_463022.1	
N4.HOG0001180	OG0000837	n0	NP_418415.1				NP_463023.1	
N4.HOG0001181	OG0000838	n0	NP_418422.1				NP_463033.1	
N4.HOG0001182	OG0000839	n0	NP_418433.1				NP_463044.1	
N4.HOG0001183	OG0000840	n0	NP_418438.1				NP_463048.1	
N4.HOG0001184	OG0000841	n0	NP_418480.1				NP_463115.1	
N4.HOG0001185	OG0000842	n0	NP_418482.1				NP_463119.1	
N4.HOG0001186	OG0000843	n0	NP_418489.1				NP_463134.1	
N4.HOG0001187	OG0000844	n0	NP_418491.1				NP_463138.1	
N4.HOG0001188	OG0000845	n0	NP_418558.2				NP_463186.1	
N4.HOG0001189	OG0000846	n0	NP_418585.4				NP_463213.3	
N4.HOG0001190	OG0000847	n0	NP_418588.1				NP_463217.1	
N4.HOG0001191	OG0000848	n0	NP_418594.1				NP_463223.1	
N4.HOG0001192	OG0000849	n0	NP_418598.1				NP_463227.1	
N4.HOG0001193	OG0000850	n0	NP_418635.1				NP_463265.1	
N4.HOG0001194	OG0000851	n0	NP_418640.1				NP_463269.1	
N4.HOG0001195	OG0000852	n0	NP_418647.1				NP_463275.1	
N4.HOG0001196	OG0000853	n0	NP_418666.1				NP_463320.1	
N4.HOG0001197	OG0000854	n0	NP_418679.1				NP_463335.1	
N4.HOG0001198	OG0000855	n0	NP_418788.1				NP_463412.1	
N4.HOG0001199	OG0000856	n0	NP_418808.1				NP_463437.1	
N4.HOG0001200	OG0000857	n0	YP_009518822.1				NP_462634.1	
N4.HOG0001201	OG0000858	n0	YP_026169.1				NP_461478.1	
N4.HOG0001202	OG0000859	n0	YP_026170.1				NP_461500.1	
N4.HOG0001203	OG0000860	n0	YP_026241.1				NP_462735.1	
N4.HOG0001204	OG0000861	n0	YP_026260.1				NP_462824.1	
N4.HOG0001205	OG0000876	n0					NP_460995.1	
N4.HOG0001206	OG0000882	n0					NP_460534.1	
N4.HOG0001207	OG0000887	n0					NP_461729.1	
N4.HOG0001208	OG0000888	n0					NP_461841.1	
N4.HOG0001209	OG0000890	n0					NP_461372.1	
N4.HOG0001210	OG0000894	n0					NP_459927.1	
N4.HOG0001211	OG0000898	n0					NP_461140.1	
N4.HOG0001212	OG0000906	n0					NP_460590.1, NP_459778.1, NP_461184.1, NP_460026.1, NP_460561.1, NP_460194.1	
N4.HOG0001213	OG0000907	n0					NP_459904.1, NP_460823.1, NP_461632.1, NP_461523.1, NP_460025.1, NP_461522.1	
N4.HOG0001214	OG0000908	n0					NP_461949.1, NP_460910.3, NP_462382.1, NP_461406.1, NP_459923.1, NP_463176.1	
N4.HOG0001215	OG0000912	n0	NP_414544.1				NP_459008.1	
N4.HOG0001216	OG0000913	n0	NP_414555.1				NP_459017.1	
N4.HOG0001217	OG0000914	n0	NP_416080.1, NP_414559.1, YP_025295.1, YP_026229.1, YP_025292.1					
N4.HOG0001218	OG0000915	n0	NP_414564.1				NP_459048.1	
N4.HOG0001219	OG0000916	n0	NP_414566.1				NP_459050.1	
N4.HOG0001220	OG0000917	n0	NP_414568.1				NP_459052.1	
N4.HOG0001221	OG0000918	n0	NP_414572.1				NP_459069.1	
N4.HOG0001222	OG0000919	n1	NP_414594.1				NP_459096.1	
N4.HOG0001223	OG0000919	n3					NP_459168.1	
N4.HOG0001224	OG0000920	n0	NP_414620.1				NP_459122.1	
N4.HOG0001225	OG0000921	n0	NP_414624.1				NP_459125.1	
N4.HOG0001226	OG0000922	n0	NP_414627.1				NP_459128.1	
N4.HOG0001227	OG0000923	n0	NP_414628.1				NP_459129.1	
N4.HOG0001228	OG0000924	n0	NP_414629.1				NP_459130.1	
N4.HOG0001229	OG0000925	n0	NP_414630.1				NP_459131.1	
N4.HOG0001230	OG0000926	n0	NP_414631.1				NP_459132.1	
N4.HOG0001231	OG0000927	n0	NP_414632.1				NP_459133.1	
N4.HOG0001232	OG0000928	n0	NP_414633.1				NP_459134.1	
N4.HOG0001233	OG0000929	n0	NP_414637.1				NP_459138.1	
N4.HOG0001234	OG0000930	n0	NP_414640.1				NP_459141.1	
N4.HOG0001235	OG0000931	n0	NP_414645.1				NP_459145.1	
N4.HOG0001236	OG0000932	n0	NP_414652.1				NP_459151.1	
N4.HOG0001237	OG0000933	n0	NP_414667.4				NP_459175.1	
N4.HOG0001238	OG0000934	n0	NP_414670.1				NP_459178.1	
N4.HOG0001239	OG0000935	n2	NP_414672.1				NP_459184.1	
N4.HOG0001240	OG0000935	n3	NP_415542.1				NP_459301.1	
N4.HOG0001241	OG0000936	n0	NP_414673.1				NP_459185.1	
N4.HOG0001242	OG0000937	n0	NP_414675.1				NP_459186.1	
N4.HOG0001243	OG0000938	n0	NP_414698.1				NP_459209.3	
N4.HOG0001244	OG0000939	n0	NP_414709.1				NP_459219.1	
N4.HOG0001245	OG0000940	n0	NP_414712.1				NP_459222.1	
N4.HOG0001246	OG0000941	n0	NP_414714.1				NP_459224.1	
N4.HOG0001247	OG0000942	n0	NP_414715.1				NP_459225.1	
N4.HOG0001248	OG0000943	n0	NP_414717.2				NP_459227.1	
N4.HOG0001249	OG0000944	n0	NP_414718.1				NP_459228.1	
N4.HOG0001250	OG0000945	n0	NP_414730.1				NP_459241.1	
N4.HOG0001251	OG0000946	n0	NP_414751.1				NP_459262.1	
N4.HOG0001252	OG0000947	n0	NP_414773.1				NP_459314.1	
N4.HOG0001253	OG0000948	n0	NP_414777.1				NP_459318.1	
N4.HOG0001254	OG0000949	n0	NP_414778.1				NP_459319.1	
N4.HOG0001255	OG0000950	n0	NP_414815.1					
N4.HOG0001256	OG0000951	n0	NP_414830.1				NP_459464.1	
N4.HOG0001257	OG0000952	n2	NP_414842.4					
N4.HOG0001258	OG0000952	n3	NP_414841.1					
N4.HOG0001259	OG0000953	n0	NP_414847.3					
N4.HOG0001260	OG0000954	n0	NP_414867.1				NP_459364.1	
N4.HOG0001261	OG0000955	n0	NP_414920.1				NP_459381.1	
N4.HOG0001262	OG0000956	n0	NP_414939.1				NP_460508.3, NP_459399.1	
N4.HOG0001263	OG0000957	n0	NP_414943.1				NP_459403.1	
N4.HOG0001264	OG0000958	n0	NP_414947.1				NP_459410.1	
N4.HOG0001265	OG0000959	n0	NP_414950.1				NP_459413.1	
N4.HOG0001266	OG0000960	n0	NP_414951.1				NP_459414.1	
N4.HOG0001267	OG0000961	n0	NP_414956.1				NP_459419.1	
N4.HOG0001268	OG0000962	n0	NP_414957.1				NP_459420.1	
N4.HOG0001269	OG0000963	n0	NP_414958.4				NP_459428.1	
N4.HOG0001270	OG0000964	n0	NP_414959.1				NP_461508.1, NP_459429.1	
N4.HOG0001271	OG0000965	n0	NP_414960.2				NP_459430.3	
N4.HOG0001272	OG0000966	n0	NP_414964.1				NP_459437.1	
N4.HOG0001273	OG0000967	n0	NP_414970.1				NP_459443.1	
N4.HOG0001274	OG0000968	n0	NP_414972.1				NP_459445.1	
N4.HOG0001275	OG0000969	n0	NP_414973.1				NP_459446.1	
N4.HOG0001276	OG0000970	n0	NP_414976.1				NP_459449.1	
N4.HOG0001277	OG0000971	n0	NP_414977.1				NP_459450.1	
N4.HOG0001278	OG0000972	n0	NP_415004.1				NP_459480.1	
N4.HOG0001279	OG0000973	n0	NP_415005.1				NP_459481.1	
N4.HOG0001280	OG0000974	n0	NP_415006.1				NP_459482.3	
N4.HOG0001281	OG0000975	n0	NP_415018.1, NP_416041.1				NP_460485.1	
N4.HOG0001282	OG0000976	n0	NP_415049.1				NP_459522.1	
N4.HOG0001283	OG0000977	n2	NP_415050.1				NP_459523.1	
N4.HOG0001284	OG0000977	n3	NP_415322.1				NP_461997.1	
N4.HOG0001285	OG0000978	n0	NP_415062.1				NP_459537.1	
N4.HOG0001286	OG0000979	n0	NP_416072.1, NP_415087.1				NP_461643.3, NP_461548.1, NP_460003.1	
N4.HOG0001287	OG0000980	n0	NP_415115.2				NP_459576.1	
N4.HOG0001288	OG0000981	n0	NP_415125.1				NP_459587.1	
N4.HOG0001289	OG0000982	n0	NP_415137.2				NP_459599.1	
N4.HOG0001290	OG0000983	n1	NP_415291.1				NP_462081.3	
N4.HOG0001291	OG0000983	n2	NP_417535.1, NP_415145.1				NP_459610.1	
N4.HOG0001292	OG0000984	n0	NP_415163.2				NP_459627.3	
N4.HOG0001293	OG0000985	n0	NP_415170.4				NP_459634.1	
N4.HOG0001294	OG0000986	n0	NP_415172.1				NP_459637.1	
N4.HOG0001295	OG0000987	n0	NP_415175.1				NP_459640.1	
N4.HOG0001296	OG0000988	n0	NP_415186.1				NP_459655.1	
N4.HOG0001297	OG0000989	n0	NP_415187.1				NP_459656.1	
N4.HOG0001298	OG0000990	n0	NP_415188.1				NP_459657.1	
N4.HOG0001299	OG0000991	n0	NP_415191.1				NP_459659.1	
N4.HOG0001300	OG0000992	n0	NP_415192.1				NP_459660.1	
N4.HOG0001301	OG0000993	n0	NP_415193.2				NP_459661.3	
N4.HOG0001302	OG0000994	n0	NP_415203.1				NP_459668.1	
N4.HOG0001303	OG0000995	n0	NP_415226.1				NP_459691.1	
N4.HOG0001304	OG0000996	n0	NP_415235.1				NP_460354.1	
N4.HOG0001305	OG0000997	n0	NP_415236.1				NP_459694.1	
N4.HOG0001306	OG0000998	n1	NP_415245.1, NP_417519.4				NP_461944.1	
N4.HOG0001307	OG0000998	n3	NP_416839.1				NP_459202.1	
N4.HOG0001308	OG0000999	n0	NP_415248.1				NP_459715.1	
N4.HOG0001309	OG0001000	n0	NP_415249.1				NP_459717.1	
N4.HOG0001310	OG0001001	n0	NP_415252.1				NP_459720.1	
N4.HOG0001311	OG0001002	n0	NP_415254.1				NP_459721.1	
N4.HOG0001312	OG0001003	n0	NP_415265.1				NP_459730.1	
N4.HOG0001313	OG0001004	n2	NP_417478.1				NP_462073.1	
N4.HOG0001314	OG0001004	n3	NP_415266.1				NP_459731.1	
N4.HOG0001315	OG0001005	n0	NP_415272.1				NP_462802.1, NP_459737.1	
N4.HOG0001316	OG0001006	n0	NP_415273.1				NP_459738.1	
N4.HOG0001317	OG0001007	n0	NP_415278.1				NP_459753.1	
N4.HOG0001318	OG0001008	n0	NP_415284.1				NP_459760.1	
N4.HOG0001319	OG0001009	n0	NP_415295.1				NP_459771.1	
N4.HOG0001320	OG0001010	n0	NP_415296.1				NP_459772.1	
N4.HOG0001321	OG0001011	n0	NP_415300.1				NP_459776.1	
N4.HOG0001322	OG0001012	n0	NP_415329.4				NP_459804.1	
N4.HOG0001323	OG0001013	n0	NP_415333.1				NP_459808.1	
N4.HOG0001324	OG0001014	n0	NP_415334.1				NP_459809.1	
N4.HOG0001325	OG0001015	n0	NP_415339.1				NP_459813.1	
N4.HOG0001326	OG0001016	n0	NP_415341.1				NP_459815.1	
N4.HOG0001327	OG0001017	n0	NP_415359.4				NP_459839.1	
N4.HOG0001328	OG0001018	n0	NP_415389.2				NP_459909.1	
N4.HOG0001329	OG0001019	n0	NP_415392.1				NP_459912.1	
N4.HOG0001330	OG0001020	n0	NP_415400.1				NP_459919.1	
N4.HOG0001331	OG0001021	n0	NP_415402.1				NP_459921.1	
N4.HOG0001332	OG0001022	n0	NP_415404.1				NP_459929.1	
N4.HOG0001333	OG0001023	n0	NP_415418.1				NP_459943.1	
N4.HOG0001334	OG0001024	n1	NP_415844.1					
N4.HOG0001335	OG0001024	n2	NP_415420.1					
N4.HOG0001336	OG0001025	n0	NP_415428.1				NP_459953.1	
N4.HOG0001337	OG0001026	n0	NP_415430.1				NP_459955.1	
N4.HOG0001338	OG0001027	n0	NP_415436.1				NP_459961.1	
N4.HOG0001339	OG0001028	n0	NP_415437.1				NP_459962.1	
N4.HOG0001340	OG0001029	n0	NP_415441.1				NP_459966.1	
N4.HOG0001341	OG0001030	n0	NP_415465.1				NP_460032.1	
N4.HOG0001342	OG0001031	n1	NP_415492.1				NP_460743.1	
N4.HOG0001343	OG0001031	n2	NP_417468.1				NP_460498.1, NP_462062.1	
N4.HOG0001344	OG0001032	n0	NP_415526.4, NP_416992.1				NP_461432.1	
N4.HOG0001345	OG0001033	n0	NP_415575.1				NP_460129.1	
N4.HOG0001346	OG0001034	n0	NP_415614.1				NP_460168.1	
N4.HOG0001347	OG0001035	n0	NP_415617.1				NP_460171.1	
N4.HOG0001348	OG0001036	n0	NP_415618.1				NP_460172.1	
N4.HOG0001349	OG0001037	n0	NP_415620.1				NP_460174.1	
N4.HOG0001350	OG0001038	n0	NP_415632.1				NP_460186.1	
N4.HOG0001351	OG0001039	n0	NP_415636.1				NP_460189.1	
N4.HOG0001352	OG0001040	n0	NP_415646.4				NP_460199.1	
N4.HOG0001353	OG0001041	n0	NP_415651.4				NP_460204.3	
N4.HOG0001354	OG0001042	n0	NP_415652.1				NP_460205.1	
N4.HOG0001355	OG0001043	n0	YP_009518755.1, NP_416064.1, NP_415891.1, YP_009518756.1, NP_415674.1					
N4.HOG0001356	OG0001044	n1	NP_415686.2					
N4.HOG0001357	OG0001044	n2	NP_416681.1				NP_461159.1	
N4.HOG0001358	OG0001045	n2	NP_417976.1				NP_462504.1	
N4.HOG0001359	OG0001045	n3	NP_415715.1				NP_460752.1	
N4.HOG0001360	OG0001046	n0	NP_415722.1				NP_460739.3	
N4.HOG0001361	OG0001047	n0	NP_415726.1				NP_460735.1	
N4.HOG0001362	OG0001048	n0	NP_415729.1				NP_460732.1	
N4.HOG0001363	OG0001049	n0	NP_415751.1				NP_460712.1	
N4.HOG0001364	OG0001050	n0	NP_415782.1				NP_460680.1	
N4.HOG0001365	OG0001051	n0	NP_415785.1				NP_460678.1	
N4.HOG0001366	OG0001052	n0	NP_415786.1				NP_460677.1	
N4.HOG0001367	OG0001053	n0	NP_415804.1				NP_460659.1	
N4.HOG0001368	OG0001054	n0	NP_415843.2					
N4.HOG0001369	OG0001055	n0	NP_415855.1					
N4.HOG0001370	OG0001056	n0	NP_415860.1				NP_460613.1	
N4.HOG0001371	OG0001057	n1	NP_415878.1				NP_461560.1, NP_459990.1	
N4.HOG0001372	OG0001057	n3	NP_418781.1				NP_463402.1	
N4.HOG0001373	OG0001058	n0	NP_415906.1					
N4.HOG0001374	OG0001059	n2					NP_461535.1	
N4.HOG0001375	OG0001059	n3					NP_490525.1	
N4.HOG0001376	OG0001060	n0	NP_415964.1				NP_462450.1, NP_460550.1	
N4.HOG0001377	OG0001061	n2	NP_415991.1				NP_460529.1	
N4.HOG0001378	OG0001061	n3	NP_418330.1				NP_462917.1	
N4.HOG0001379	OG0001062	n2	NP_415992.1				NP_460528.1	
N4.HOG0001380	OG0001062	n3	NP_418329.1				NP_462916.1	
N4.HOG0001381	OG0001063	n0	NP_416043.1				NP_460483.1	
N4.HOG0001382	OG0001064	n0	NP_416057.1				NP_460471.1	
N4.HOG0001383	OG0001065	n0	NP_416126.1				NP_460432.1	
N4.HOG0001384	OG0001066	n1	YP_026275.1				NP_462897.1	
N4.HOG0001385	OG0001066	n2	NP_416133.1, NP_418313.4				NP_462898.1	
N4.HOG0001386	OG0001067	n0	NP_416139.1				NP_460516.1	
N4.HOG0001387	OG0001068	n0	NP_416155.1				NP_460411.1	
N4.HOG0001388	OG0001069	n0	NP_416163.1				NP_460019.1, NP_459901.1, NP_460403.1	
N4.HOG0001389	OG0001070	n0	NP_416179.1				NP_460389.1	
N4.HOG0001390	OG0001071	n0	NP_416196.1				NP_460337.1	
N4.HOG0001391	OG0001072	n0	NP_416197.1				NP_460336.1	
N4.HOG0001392	OG0001073	n0	NP_416198.2				NP_460335.1	
N4.HOG0001393	OG0001074	n0	NP_416203.1				NP_460329.1	
N4.HOG0001394	OG0001075	n0	NP_416225.1				NP_460307.1	
N4.HOG0001395	OG0001076	n0	NP_416231.1				NP_460302.1	
N4.HOG0001396	OG0001077	n0	NP_416232.3				NP_460301.1	
N4.HOG0001397	OG0001078	n0	NP_416233.1				NP_460300.3	
N4.HOG0001398	OG0001079	n1	NP_416264.4					
N4.HOG0001399	OG0001079	n2	NP_416266.1					
N4.HOG0001400	OG0001080	n0	NP_416267.1				NP_461730.1	
N4.HOG0001401	OG0001081	n0	NP_416282.4				NP_460259.1	
N4.HOG0001402	OG0001082	n0	NP_416283.1, NP_416289.1					
N4.HOG0001403	OG0001083	n0	NP_416292.1				NP_460257.1	
N4.HOG0001404	OG0001084	n0	NP_416321.1				NP_460776.1	
N4.HOG0001405	OG0001085	n0	NP_416323.4				NP_460778.1	
N4.HOG0001406	OG0001086	n0	NP_416327.1				NP_460781.1	
N4.HOG0001407	OG0001087	n0	NP_416359.1				NP_460836.1	
N4.HOG0001408	OG0001088	n0	NP_416363.1				NP_460840.1	
N4.HOG0001409	OG0001089	n0	NP_416364.1				NP_460841.1	
N4.HOG0001410	OG0001090	n0	NP_416374.1				NP_460851.1	
N4.HOG0001411	OG0001091	n0	NP_416375.1				NP_460852.1	
N4.HOG0001412	OG0001092	n0	NP_416377.1				NP_460855.1	
N4.HOG0001413	OG0001093	n0	NP_416378.1				NP_460856.1	
N4.HOG0001414	OG0001094	n0	NP_416379.1				NP_460857.1	
N4.HOG0001415	OG0001095	n0	NP_416380.1				NP_460858.1	
N4.HOG0001416	OG0001096	n0	NP_416397.1				NP_460874.1	
N4.HOG0001417	OG0001097	n0	NP_416411.1				NP_460886.1	
N4.HOG0001418	OG0001098	n2	NP_416418.1				NP_460891.1	
N4.HOG0001419	OG0001098	n3	NP_416415.1				NP_460888.1	
N4.HOG0001420	OG0001099	n0	NP_416421.1				NP_460894.1	
N4.HOG0001421	OG0001100	n0	NP_416423.4				NP_460899.1	
N4.HOG0001422	OG0001101	n0	NP_416429.4				NP_460906.1	
N4.HOG0001423	OG0001102	n0	NP_416495.1				NP_460961.1	
N4.HOG0001424	OG0001103	n0	NP_416496.1				NP_460962.1	
N4.HOG0001425	OG0001104	n0	NP_416497.1				NP_460963.1	
N4.HOG0001426	OG0001105	n0	NP_416528.2				NP_461021.1	
N4.HOG0001427	OG0001106	n0	NP_416537.1, NP_416558.1				NP_461055.1	
N4.HOG0001428	OG0001107	n0	NP_416552.1				NP_461049.1	
N4.HOG0001429	OG0001108	n0	NP_416557.1				NP_461054.1	
N4.HOG0001430	OG0001109	n0	NP_416571.1				NP_461068.1	
N4.HOG0001431	OG0001110	n0	NP_416572.1				NP_461069.1	
N4.HOG0001432	OG0001111	n0	NP_416578.2				NP_461071.1	
N4.HOG0001433	OG0001112	n0	NP_416590.1				NP_461084.1	
N4.HOG0001434	OG0001113	n0	NP_416881.1, NP_416630.1				NP_461104.1	
N4.HOG0001435	OG0001114	n0	NP_416635.1				NP_461110.1, NP_460453.1	
N4.HOG0001436	OG0001115	n0	NP_416638.4				NP_461113.1	
N4.HOG0001437	OG0001116	n0	NP_416672.1				NP_462757.1, NP_461149.1	
N4.HOG0001438	OG0001117	n0	NP_416673.1				NP_461150.1	
N4.HOG0001439	OG0001118	n0	NP_416682.4				NP_461160.1	
N4.HOG0001440	OG0001119	n0	NP_416687.1				NP_461165.1	
N4.HOG0001441	OG0001120	n0	NP_416690.1				NP_461168.1	
N4.HOG0001442	OG0001121	n0	NP_418499.1, NP_416698.1				NP_461190.1, NP_462712.1	
N4.HOG0001443	OG0001122	n0	NP_416721.1				NP_461212.1	
N4.HOG0001444	OG0001123	n0	NP_416754.1				NP_461237.1	
N4.HOG0001445	OG0001124	n0	NP_416780.1				NP_461259.1	
N4.HOG0001446	OG0001125	n0	NP_416782.1				NP_461261.1	
N4.HOG0001447	OG0001126	n0	NP_416783.1				NP_461262.1	
N4.HOG0001448	OG0001127	n0	NP_416786.4				NP_461265.3	
N4.HOG0001449	OG0001128	n0	NP_416787.1				NP_461266.1	
N4.HOG0001450	OG0001129	n0	NP_416788.1				NP_461267.1	
N4.HOG0001451	OG0001130	n0	NP_416800.1				NP_461280.1	
N4.HOG0001452	OG0001131	n0	NP_416811.1				NP_461295.1	
N4.HOG0001453	OG0001132	n0	NP_416818.1				NP_461307.1	
N4.HOG0001454	OG0001133	n0	NP_416820.1				NP_461309.1	
N4.HOG0001455	OG0001134	n0	NP_416821.1				NP_461310.1	
N4.HOG0001456	OG0001135	n0	NP_416830.1				NP_461324.1	
N4.HOG0001457	OG0001136	n0	NP_416842.1				NP_461329.1	
N4.HOG0001458	OG0001137	n0	NP_416846.2				NP_461333.1	
N4.HOG0001459	OG0001138	n0	NP_416880.1				NP_461343.1	
N4.HOG0001460	OG0001139	n0	NP_416899.1				NP_461354.1	
N4.HOG0001461	OG0001140	n0	NP_416906.1				NP_461362.1	
N4.HOG0001462	OG0001141	n0	NP_416925.2				NP_461413.1	
N4.HOG0001463	OG0001142	n0	NP_416926.4				NP_461381.1	
N4.HOG0001464	OG0001143	n0	NP_416989.1				NP_461429.1	
N4.HOG0001465	OG0001144	n0	NP_416995.1				NP_461435.1	
N4.HOG0001466	OG0001145	n0	NP_416996.1				NP_461436.1	
N4.HOG0001467	OG0001146	n0	NP_417004.1				NP_461447.1	
N4.HOG0001468	OG0001147	n0	NP_417006.2				NP_461454.1	
N4.HOG0001469	OG0001148	n0	NP_417010.1				NP_461458.1	
N4.HOG0001470	OG0001149	n0	NP_417026.1				NP_461479.1	
N4.HOG0001471	OG0001150	n0	NP_417029.4				NP_461482.1	
N4.HOG0001472	OG0001151	n0	NP_417039.1, NP_418315.3				NP_462900.3	
N4.HOG0001473	OG0001152	n0	NP_417062.1				NP_461516.1	
N4.HOG0001474	OG0001153	n0	NP_417064.1				NP_461518.1	
N4.HOG0001475	OG0001154	n0	NP_417073.1				NP_461580.1	
N4.HOG0001476	OG0001155	n0	NP_417082.1				NP_461589.1	
N4.HOG0001477	OG0001156	n0	NP_417084.1				NP_461592.1	
N4.HOG0001478	OG0001157	n0	NP_417085.1				NP_461593.1	
N4.HOG0001479	OG0001158	n0	NP_417097.1				NP_461603.1	
N4.HOG0001480	OG0001159	n0	NP_417098.1				NP_461604.1	
N4.HOG0001481	OG0001160	n0	NP_417099.4				NP_461605.1	
N4.HOG0001482	OG0001161	n0	NP_417100.1				NP_461606.1	
N4.HOG0001483	OG0001162	n0	NP_417104.1				NP_461611.1	
N4.HOG0001484	OG0001163	n0	NP_417105.1				NP_461613.1	
N4.HOG0001485	OG0001164	n0	NP_417110.1				NP_461618.1	
N4.HOG0001486	OG0001165	n0	NP_417111.1				NP_461667.1, NP_449149.1, NP_461571.1, NP_463347.1	
N4.HOG0001487	OG0001166	n0	NP_417154.1				NP_461724.1	
N4.HOG0001488	OG0001167	n0	NP_417163.1				NP_461735.1	
N4.HOG0001489	OG0001168	n0	NP_417164.1				NP_461736.1	
N4.HOG0001490	OG0001169	n0	NP_417178.1				NP_461749.1	
N4.HOG0001491	OG0001170	n0	NP_417179.1				NP_461750.1	
N4.HOG0001492	OG0001171	n2	NP_417664.1				NP_462225.1	
N4.HOG0001493	OG0001171	n3	NP_417188.4				NP_461759.3	
N4.HOG0001494	OG0001172	n0	NP_417226.1				NP_461850.1	
N4.HOG0001495	OG0001173	n0	NP_417227.1				NP_461851.1	
N4.HOG0001496	OG0001174	n0	NP_417231.1				NP_461855.1	
N4.HOG0001497	OG0001175	n0	NP_417261.1				NP_461875.1	
N4.HOG0001498	OG0001176	n0	NP_417262.1					
N4.HOG0001499	OG0001177	n0	NP_417265.1				NP_461878.1	
N4.HOG0001500	OG0001178	n0	NP_417305.1				NP_461919.1	
N4.HOG0001501	OG0001179	n0	NP_417309.1				NP_461923.1	
N4.HOG0001502	OG0001180	n0	NP_417348.1					
N4.HOG0001503	OG0001181	n0	NP_417367.1				NP_461957.3	
N4.HOG0001504	OG0001182	n0	NP_417374.1				NP_461964.1	
N4.HOG0001505	OG0001183	n0	NP_417391.1				NP_461980.1	
N4.HOG0001506	OG0001184	n0	NP_417393.1					
N4.HOG0001507	OG0001185	n0	NP_417417.1				NP_462006.1	
N4.HOG0001508	OG0001186	n0	NP_417421.4				NP_462010.3	
N4.HOG0001509	OG0001187	n0	NP_417423.4				NP_462012.1	
N4.HOG0001510	OG0001188	n0	NP_417424.1				NP_462013.1	
N4.HOG0001511	OG0001189	n0	NP_417426.1				NP_462016.1	
N4.HOG0001512	OG0001190	n0	NP_417435.1				NP_462025.1	
N4.HOG0001513	OG0001191	n0	NP_417436.1				NP_462026.1	
N4.HOG0001514	OG0001192	n0	NP_417451.1					
N4.HOG0001515	OG0001193	n0	NP_417483.2				NP_462078.1	
N4.HOG0001516	OG0001194	n2	NP_417510.1				NP_462103.1	
N4.HOG0001517	OG0001194	n3	NP_418607.1				NP_463237.1	
N4.HOG0001518	OG0001195	n0	NP_417511.3				NP_462104.1	
N4.HOG0001519	OG0001196	n0	NP_417524.1				NP_462115.1	
N4.HOG0001520	OG0001197	n0	NP_417525.1				NP_462116.1	
N4.HOG0001521	OG0001198	n0	NP_417528.1				NP_462119.1	
N4.HOG0001522	OG0001199	n0	NP_417529.1				NP_462120.3	
N4.HOG0001523	OG0001200	n0	NP_417530.2				NP_462121.3	
N4.HOG0001524	OG0001201	n0	NP_417538.1				NP_462125.1	
N4.HOG0001525	OG0001202	n0	NP_417542.1				NP_462129.1	
N4.HOG0001526	OG0001203	n1	NP_417597.1				NP_462163.1	
N4.HOG0001527	OG0001203	n2	NP_417562.1				NP_447101.1, NP_447100.1	
N4.HOG0001528	OG0001204	n0	NP_417615.1				NP_462176.1	
N4.HOG0001529	OG0001205	n0	NP_417617.1				NP_462178.1	
N4.HOG0001530	OG0001206	n0	NP_417633.4				NP_462195.1	
N4.HOG0001531	OG0001207	n0	NP_417634.1				NP_462196.1	
N4.HOG0001532	OG0001208	n0	NP_417636.1				NP_462198.1	
N4.HOG0001533	OG0001209	n0	NP_417639.6				NP_462201.3	
N4.HOG0001534	OG0001210	n0	NP_417644.4				NP_462206.1	
