HOG	OG	Gene Tree Parent Clade	Eco	Mtu	Pae	Sal	Sen	sac
N2.HOG0000937	OG0000589	n0		NP_218204.1		WP_003950100.1, WP_003950387.1, WP_003949660.1, WP_008413589.1, WP_003949852.1, WP_003950893.1		
N2.HOG0000938	OG0000590	n2				WP_015508120.1		
N2.HOG0000939	OG0000590	n3				WP_015507290.1		
N2.HOG0000940	OG0000592	n0				WP_015507881.1, WP_003951851.1, WP_003951259.1		
N2.HOG0000941	OG0000594	n0				WP_003947387.1, WP_003947161.1, WP_003946474.1, WP_003951620.1, WP_015507152.1, WP_003950953.1		
N2.HOG0000942	OG0000595	n0				WP_015507795.1, WP_030773551.1, WP_003948881.1, WP_003949097.1, WP_008413891.1, WP_003946857.1, WP_003948333.1		
N2.HOG0000943	OG0000596	n0				WP_003951239.1, WP_003950504.1, WP_003947078.1, WP_003950800.1, WP_037630724.1, WP_003950400.1, WP_015507187.1		
N2.HOG0000944	OG0000597	n0				WP_003951479.1, WP_003947930.1, WP_003948424.1, WP_003948217.1, WP_003949842.1, WP_015507783.1, WP_003947940.1		
N2.HOG0000945	OG0000600	n0		NP_216052.1		WP_003947572.1		
N2.HOG0000946	OG0000601	n0		YP_177967.1, YP_177788.1		WP_003948231.1		
N2.HOG0000947	OG0000602	n0		NP_215899.1		WP_015508170.1		
N2.HOG0000948	OG0000603	n0		YP_177804.1		WP_003947027.1		
N2.HOG0000949	OG0000605	n0		NP_216112.1		WP_003948896.1		
N2.HOG0000950	OG0000607	n0		NP_215038.1		WP_003948810.1		
N2.HOG0000951	OG0000608	n0		NP_214657.1				
N2.HOG0000952	OG0000609	n0		NP_216860.1		WP_003947895.1		
N2.HOG0000953	OG0000610	n0		NP_217406.1		WP_003951137.1		
N2.HOG0000954	OG0000611	n0		NP_217399.1		WP_003951139.1		
N2.HOG0000955	OG0000612	n0		NP_217418.1		WP_003951292.1		
N2.HOG0000956	OG0000613	n0		NP_217361.1		WP_003951184.1		
N2.HOG0000957	OG0000614	n0				WP_003947097.1		
N2.HOG0000958	OG0000615	n0				WP_015508151.1		
N2.HOG0000959	OG0000616	n0		NP_214627.1				
N2.HOG0000960	OG0000618	n0				WP_003949697.1, WP_003949870.1		
N2.HOG0000961	OG0000619	n0				WP_008416425.1		
N2.HOG0000962	OG0000620	n0		NP_217561.1		WP_015507807.1		
N2.HOG0000963	OG0000621	n0				WP_015506711.1		
N2.HOG0000964	OG0000622	n0		NP_215646.1		WP_003952202.1		
N2.HOG0000965	OG0000625	n0		NP_215026.1		WP_003948833.1		
N2.HOG0000966	OG0000626	n0		NP_215883.1		WP_015506867.1		
N2.HOG0000967	OG0000627	n0		NP_217103.1		WP_008408363.1, WP_015508164.1		
N2.HOG0000968	OG0000628	n0		NP_215925.1		WP_003946988.1		
N2.HOG0000969	OG0000629	n0		NP_215932.2		WP_003946984.1		
N2.HOG0000970	OG0000630	n0		NP_217436.1		WP_003951115.1		
N2.HOG0000971	OG0000631	n0		NP_217121.1		WP_003948163.1, WP_003952169.1		
N2.HOG0000972	OG0000632	n0		NP_217720.1		WP_003949898.1, WP_030308947.1		
N2.HOG0000973	OG0000634	n0		NP_217100.1		WP_010636563.1		
N2.HOG0000974	OG0000635	n0		NP_215247.1		WP_003948622.1		
N2.HOG0000975	OG0000637	n0		NP_217793.1		WP_234373668.1		
N2.HOG0000976	OG0000638	n0		NP_217792.1		WP_044474806.1		
N2.HOG0000977	OG0000639	n0		YP_177992.1		WP_008409794.1		
N2.HOG0000978	OG0000640	n0		NP_215359.1				
N2.HOG0000979	OG0000641	n0				WP_015506853.1		
N2.HOG0000980	OG0000643	n0		NP_216734.1		WP_003947689.1		
N2.HOG0000981	OG0000644	n0				WP_003948037.1		
N2.HOG0000982	OG0000645	n0		NP_216567.1		WP_015508211.1, WP_003952291.1		
N2.HOG0000983	OG0000646	n0		NP_217249.1		WP_015506993.1		
N2.HOG0000984	OG0000647	n0		NP_215547.1		WP_003950980.1, WP_003952026.1		
N2.HOG0000985	OG0000648	n0		NP_215546.1		WP_003950981.1, WP_003952025.1		
N2.HOG0000986	OG0000649	n0		NP_216746.1		WP_003947795.1		
N2.HOG0000987	OG0000650	n0		NP_214778.1		WP_003946630.1		
N2.HOG0000988	OG0000651	n0				WP_003946631.1		
N2.HOG0000989	OG0000652	n0		NP_215466.1		WP_003948506.1		
N2.HOG0000990	OG0000653	n0		NP_215467.1		WP_003948505.1		
N2.HOG0000991	OG0000654	n0		NP_216110.1		WP_003947660.1		
N2.HOG0000992	OG0000655	n0				WP_008409264.1		
N2.HOG0000993	OG0000657	n0		NP_217522.1		WP_003952190.1, WP_037630071.1		
N2.HOG0000994	OG0000659	n0		NP_217264.1		WP_015507307.1, WP_037630683.1		
N2.HOG0000995	OG0000660	n0		NP_217075.1		WP_003947047.1		
N2.HOG0000996	OG0000661	n0		NP_218351.1		WP_003949456.1		
N2.HOG0000997	OG0000663	n0		YP_177679.1		WP_003951106.1		
N2.HOG0000998	OG0000664	n0		NP_216750.1		WP_008409325.1		
N2.HOG0000999	OG0000665	n0		NP_218084.1		WP_008412057.1		
N2.HOG0001000	OG0000666	n0		NP_216415.1		WP_003951873.1		
N2.HOG0001001	OG0000668	n0		NP_216759.1		WP_003947866.1		
N2.HOG0001002	OG0000669	n0		NP_217069.1		WP_003952178.1, WP_015508166.1		
N2.HOG0001003	OG0000670	n0		YP_177702.1		WP_003950773.1, WP_003948147.1		
N2.HOG0001004	OG0000671	n0				WP_003951679.1, WP_003949133.1		
N2.HOG0001005	OG0000675	n0		NP_216223.1		WP_049977812.1, WP_015507498.1		
N2.HOG0001006	OG0000676	n0		NP_215533.1		WP_003950293.1		
N2.HOG0001007	OG0000677	n0		NP_215023.1		WP_003948836.1		
N2.HOG0001008	OG0000679	n0		NP_214781.1				
N2.HOG0001009	OG0000680	n0		NP_217480.1		WP_003950097.1		
N2.HOG0001010	OG0000681	n0		NP_216128.1		WP_003947536.1		
N2.HOG0001011	OG0000682	n0		NP_216127.1		WP_008413445.1		
N2.HOG0001012	OG0000683	n0		NP_216708.1		WP_003947644.1		
N2.HOG0001013	OG0000684	n0		NP_215991.1		WP_174905210.1		
N2.HOG0001014	OG0000685	n0		YP_177955.1		WP_003948408.1, WP_015507249.1		
N2.HOG0001015	OG0000686	n0				WP_003949334.1		
N2.HOG0001016	OG0000687	n0				WP_003949614.1, WP_003947876.1		
N2.HOG0001017	OG0000688	n0		YP_177989.1		WP_003950678.1, WP_037629476.1		
N2.HOG0001018	OG0000690	n0				WP_050777409.1		
N2.HOG0001019	OG0000691	n0		NP_214669.1, NP_217296.1		WP_003947334.1		
N2.HOG0001020	OG0000692	n0				WP_008414126.1		
N2.HOG0001021	OG0000693	n0				WP_003948715.1, WP_003950389.1		
N2.HOG0001022	OG0000694	n0		NP_216166.1		WP_003947150.1		
N2.HOG0001023	OG0000695	n0		NP_216165.3		WP_008411022.1		
N2.HOG0001024	OG0000696	n0		NP_217130.1		WP_003947072.1		
N2.HOG0001025	OG0000697	n0		NP_216954.2		WP_003947750.1		
N2.HOG0001026	OG0000698	n0				WP_003949116.1		
N2.HOG0001027	OG0000699	n0		NP_215845.1		WP_003951281.1		
N2.HOG0001028	OG0000702	n0				WP_015506908.1		
N2.HOG0001029	OG0000703	n0		NP_216576.1		WP_003947957.1		
N2.HOG0001030	OG0000704	n0		NP_215808.1		WP_003948828.1		
N2.HOG0001031	OG0000709	n0				WP_015508099.1, WP_003947306.1		
N2.HOG0001032	OG0000711	n0		NP_216637.1		WP_003946982.1		
N2.HOG0001033	OG0000712	n0		NP_216115.1		WP_003947551.1		
N2.HOG0001034	OG0000713	n0		NP_216117.1		WP_003947550.1		
N2.HOG0001035	OG0000714	n0		NP_216121.1		WP_003947545.1		
N2.HOG0001036	OG0000715	n0		NP_216638.2		WP_015508033.1		
N2.HOG0001037	OG0000716	n0		NP_217982.1		WP_181390308.1		
N2.HOG0001038	OG0000718	n0				WP_003950820.1, WP_015507850.1, WP_003950391.1, WP_003951262.1		
N2.HOG0001039	OG0000719	n0		NP_215745.1		WP_003950692.1		
N2.HOG0001040	OG0000720	n0		NP_215523.1		WP_003949266.1		
N2.HOG0001041	OG0000721	n0		NP_214700.1		WP_003952189.1, WP_003947872.1		
N2.HOG0001042	OG0000722	n0		NP_216798.1		WP_008410494.1		
N2.HOG0001043	OG0000724	n0				WP_015507005.1		
N2.HOG0001044	OG0000725	n0		NP_214520.1		WP_003951315.1, WP_003949366.1		
N2.HOG0001045	OG0000726	n0		NP_217661.1		WP_003948737.1		
N2.HOG0001046	OG0000727	n0		NP_214851.1		WP_003949840.1, WP_003948307.1		
N2.HOG0001047	OG0000729	n0		NP_216732.1		WP_010637401.1		
N2.HOG0001048	OG0000731	n0				WP_003948799.1		
N2.HOG0001049	OG0000732	n0		NP_217056.1		WP_003947039.1		
N2.HOG0001050	OG0000733	n0		NP_214757.1		WP_003952132.1, WP_003948782.1		
N2.HOG0001051	OG0000736	n0		YP_177767.1		WP_003948285.1		
N2.HOG0001052	OG0000737	n0				WP_003949966.1		
N2.HOG0001053	OG0000739	n0				WP_003950805.1, WP_003950506.1		
N2.HOG0001054	OG0000740	n0		NP_215294.1		WP_003949526.1		
N2.HOG0001055	OG0000741	n1		NP_214597.1				
N2.HOG0001056	OG0000741	n4		NP_214600.1				
N2.HOG0001057	OG0000742	n0				WP_003947715.1		
N2.HOG0001058	OG0000743	n0		NP_217826.1		WP_003949500.1		
N2.HOG0001059	OG0000744	n0		NP_215324.1		WP_003949537.1		
N2.HOG0001060	OG0000745	n0		NP_217096.1		WP_003947049.1		
N2.HOG0001061	OG0000746	n0		NP_216961.1		WP_003948041.1		
N2.HOG0001062	OG0000747	n0		NP_217217.1		WP_015506974.1		
N2.HOG0001063	OG0000748	n1				WP_026047963.1		
N2.HOG0001064	OG0000748	n2		NP_218043.1		WP_015507316.1		
N2.HOG0001065	OG0000749	n0		NP_216585.1, NP_217739.1		WP_026048295.1		
N2.HOG0001066	OG0000750	n0		NP_216111.1		WP_003948897.1		
N2.HOG0001067	OG0000751	n0		NP_217492.1		WP_003946891.1, WP_003952238.1		
N2.HOG0001068	OG0000752	n0				WP_015506977.1		
N2.HOG0001069	OG0000753	n0		NP_218355.1		WP_008416682.1		
N2.HOG0001070	OG0000754	n0		NP_217432.1		WP_008417133.1		
N2.HOG0001071	OG0000757	n0		NP_215801.1		WP_003951629.1		
N2.HOG0001072	OG0000758	n0		NP_216908.1		WP_003951631.1		
N2.HOG0001073	OG0000759	n0		NP_216215.1		WP_003947337.1		
N2.HOG0001074	OG0000760	n0		NP_218115.1				
N2.HOG0001075	OG0000761	n0		NP_215601.1		WP_003948310.1, WP_003949354.1		
N2.HOG0001076	OG0000762	n0		NP_215507.1		WP_003950225.1		
N2.HOG0001077	OG0000763	n2		NP_216009.1		WP_003947711.1		
N2.HOG0001078	OG0000763	n4		YP_177646.1		WP_003950928.1		
N2.HOG0001079	OG0000764	n0		NP_215002.1, NP_216502.1		WP_003946873.1		
N2.HOG0001080	OG0000765	n0		NP_215953.1		WP_003947460.1		
N2.HOG0001081	OG0000766	n0		NP_215857.1		WP_037629993.1		
N2.HOG0001082	OG0000767	n0		NP_216904.1		WP_015507904.1		
N2.HOG0001083	OG0000768	n0		NP_216054.1		WP_003951445.1		
N2.HOG0001084	OG0000769	n0				WP_008409649.1, WP_008415646.1		
N2.HOG0001085	OG0000770	n0		NP_217309.1		WP_003951192.1		
N2.HOG0001086	OG0000771	n0		NP_217357.1		WP_003951187.1		
N2.HOG0001087	OG0000772	n0		NP_216174.1		WP_003950827.1		
N2.HOG0001088	OG0000773	n0		NP_217958.1		WP_003948610.1		
N2.HOG0001089	OG0000774	n0		NP_217959.1		WP_008407256.1		
N2.HOG0001090	OG0000775	n0		NP_217960.1		WP_003948612.1		
N2.HOG0001091	OG0000776	n0		NP_217975.1		WP_003947046.1		
N2.HOG0001092	OG0000777	n0		NP_217976.1		WP_003948617.1		
N2.HOG0001093	OG0000778	n0		NP_217977.1		WP_003948618.1		
N2.HOG0001094	OG0000779	n0		NP_215246.1		WP_003948623.1		
N2.HOG0001095	OG0000780	n0		NP_215235.1		WP_003948626.1		
N2.HOG0001096	OG0000781	n0		NP_215233.1		WP_003948628.1		
N2.HOG0001097	OG0000782	n0		NP_215232.1		WP_003948629.1		
N2.HOG0001098	OG0000783	n0		NP_215230.1		WP_003948631.1		
N2.HOG0001099	OG0000784	n0		NP_215228.1		WP_003948633.1		
N2.HOG0001100	OG0000785	n0		NP_215223.1		WP_003948635.1		
N2.HOG0001101	OG0000786	n0		NP_215221.1		WP_003948637.1		
N2.HOG0001102	OG0000787	n0		NP_215219.1		WP_003948639.1		
N2.HOG0001103	OG0000788	n0		NP_215218.1		WP_003948640.1		
N2.HOG0001104	OG0000789	n0		NP_215217.1		WP_003948641.1		
N2.HOG0001105	OG0000790	n0		NP_215215.1		WP_003948643.1		
N2.HOG0001106	OG0000791	n0		NP_215214.1		WP_003948644.1		
N2.HOG0001107	OG0000793	n0		NP_215197.1		WP_003948651.1		
N2.HOG0001108	OG0000794	n0		NP_218193.1		WP_003948653.1, WP_003949637.1		
N2.HOG0001109	OG0000795	n0		YP_177615.1		WP_003949344.1		
N2.HOG0001110	OG0000796	n0		NP_217054.1		WP_003947037.1		
N2.HOG0001111	OG0000798	n0				WP_003947239.1		
N2.HOG0001112	OG0000799	n0				WP_003947509.1, WP_010639257.1		
N2.HOG0001113	OG0000800	n0		NP_217437.1		WP_015507036.1		
N2.HOG0001114	OG0000801	n0		NP_216327.1				
N2.HOG0001115	OG0000802	n0				WP_008407918.1, WP_003950604.1		
N2.HOG0001116	OG0000803	n0		NP_215726.1		WP_003950681.1		
N2.HOG0001117	OG0000804	n0		NP_217498.1, NP_215078.1		WP_003951089.1		
N2.HOG0001118	OG0000805	n0		YP_177941.1		WP_003951726.1, WP_008409915.1		
N2.HOG0001119	OG0000806	n0		YP_177856.1		WP_003951498.1, WP_003946691.1		
N2.HOG0001120	OG0000807	n0		NP_215907.1		WP_015508171.1		
N2.HOG0001121	OG0000808	n0		YP_177723.1		WP_003949178.1		
N2.HOG0001122	OG0000809	n0				WP_003949527.1, WP_003947802.1, WP_003948908.1, WP_015507350.1		
N2.HOG0001123	OG0000810	n0		NP_214517.1		WP_003949369.1		
N2.HOG0001124	OG0000811	n0		NP_218438.1		WP_003950594.1, WP_003949377.1		
N2.HOG0001125	OG0000812	n0		NP_217818.1, NP_215336.1		WP_003949791.1		
N2.HOG0001126	OG0000813	n0		NP_215445.2, NP_215451.1		WP_003949126.1		
N2.HOG0001127	OG0000814	n0		NP_215444.1, YP_177771.1		WP_003949125.1		
N2.HOG0001128	OG0000815	n0		YP_177770.1, YP_177768.1, YP_177769.1		WP_003949124.1		
N2.HOG0001129	OG0000816	n0		NP_215826.1		WP_003950883.1		
N2.HOG0001130	OG0000817	n0		NP_217517.3		WP_003951029.1		
N2.HOG0001131	OG0000818	n0		NP_215818.1		WP_008409326.1		
N2.HOG0001132	OG0000819	n0		NP_215755.1		WP_003947226.1, WP_003950698.1		
N2.HOG0001133	OG0000820	n0		NP_215649.1		WP_015506935.1		
N2.HOG0001134	OG0000821	n0		NP_217713.1, NP_215161.1				
N2.HOG0001135	OG0000822	n0		NP_216609.1		WP_008408819.1		
N2.HOG0001136	OG0000824	n0		NP_216736.1		WP_003947693.1		
N2.HOG0001137	OG0000825	n0		NP_216380.1		WP_003949786.1		
N2.HOG0001138	OG0000826	n0		NP_217762.1		WP_165398332.1, WP_003948884.1, WP_015507211.1		
N2.HOG0001139	OG0000827	n0				WP_003946638.1		
N2.HOG0001140	OG0000828	n0		NP_218370.1		WP_003948979.1, WP_003949713.1		
N2.HOG0001141	OG0000829	n0		NP_216168.1		WP_003947123.1		
N2.HOG0001142	OG0000830	n0		NP_216170.1		WP_003947121.1		
N2.HOG0001143	OG0000831	n0		NP_216175.1		WP_003947112.1		
N2.HOG0001144	OG0000832	n0		NP_214986.1, NP_217566.1				
N2.HOG0001145	OG0000833	n0		NP_217796.1		WP_003948348.1		
N2.HOG0001146	OG0000834	n0		NP_215154.1		WP_003948662.1		
N2.HOG0001147	OG0000835	n0		NP_215165.1		WP_003948659.1		
N2.HOG0001148	OG0000836	n0		NP_215181.1		WP_010638872.1		
N2.HOG0001149	OG0000837	n0		NP_215182.1		WP_003948656.1		
N2.HOG0001150	OG0000838	n0		NP_214937.1		WP_003949438.1		
N2.HOG0001151	OG0000839	n0		NP_215286.1		WP_003949522.1		
N2.HOG0001152	OG0000840	n0				WP_003949211.1, WP_003952204.1, WP_003951778.1		
N2.HOG0001153	OG0000841	n0		NP_217072.1		WP_003952184.1		
N2.HOG0001154	OG0000842	n0		NP_216154.1		WP_003949515.1, WP_008409116.1		
N2.HOG0001155	OG0000843	n0		NP_216803.1		WP_003947567.1, WP_003950783.1		
N2.HOG0001156	OG0000844	n0				WP_015506981.1, WP_003947385.1, WP_015508259.1		
N2.HOG0001157	OG0000845	n0				WP_003951637.1, WP_003948161.1, WP_003951484.1		
N2.HOG0001158	OG0000846	n0		NP_217745.1		WP_003951672.1, WP_003950753.1		
N2.HOG0001159	OG0000847	n0		NP_217950.1		WP_030304962.1		
N2.HOG0001160	OG0000848	n0		NP_217241.1		WP_003951273.1		
N2.HOG0001161	OG0000849	n0		NP_214871.1		WP_003949162.1		
N2.HOG0001162	OG0000850	n0		NP_216647.1, NP_217653.1		WP_003950750.1		
N2.HOG0001163	OG0000851	n0		NP_214651.1		WP_003946613.1		
N2.HOG0001164	OG0000852	n0		NP_218145.1		WP_003948948.1		
N2.HOG0001165	OG0000853	n0		NP_215896.1		WP_003947030.1		
N2.HOG0001166	OG0000854	n0		NP_216964.1		WP_015507894.1		
N2.HOG0001167	OG0000855	n0				WP_015507457.1		
N2.HOG0001168	OG0000856	n0		NP_216993.1		WP_003950269.1, WP_037629519.1		
N2.HOG0001169	OG0000857	n0		NP_215856.1		WP_003950569.1		
N2.HOG0001170	OG0000858	n0		NP_217541.1		WP_003951001.1		
N2.HOG0001171	OG0000859	n0		NP_215318.1		WP_003949534.1		
N2.HOG0001172	OG0000860	n0		NP_214519.2		WP_003951303.1, WP_226660351.1		
N2.HOG0001173	OG0000861	n0		NP_215024.1		WP_003948835.1		
N2.HOG0001174	OG0000862	n0		NP_217868.1, NP_216242.1, NP_216290.1, NP_217870.2, NP_214577.1, NP_217869.1				
N2.HOG0001175	OG0000863	n0		NP_214582.1, NP_214953.1		WP_015506934.1, WP_015506953.1, WP_015506866.1		
N2.HOG0001176	OG0000864	n1		YP_177986.1				
N2.HOG0001177	OG0000864	n2		NP_214644.1		WP_003947265.1, WP_003952134.1		
N2.HOG0001178	OG0000865	n0		NP_214692.1, NP_215878.1, NP_216489.1, NP_218009.1, NP_215879.1, NP_216906.1				
N2.HOG0001179	OG0000866	n0		NP_216547.1, NP_214765.1		WP_015506741.1, WP_015506701.1		
N2.HOG0001180	OG0000867	n0		NP_217388.1, NP_216619.1, NP_215758.1, NP_218214.1, NP_214791.1, NP_215263.1				
N2.HOG0001181	OG0000868	n0		NP_214850.1, NP_215029.1, NP_214907.1, NP_214911.1, NP_216616.1, NP_218293.1				
N2.HOG0001182	OG0000869	n0		NP_214949.1				
N2.HOG0001183	OG0000870	n0		NP_218393.1, NP_218405.1, NP_218377.1, NP_217303.1, NP_215044.1		WP_262363181.1		
N2.HOG0001184	OG0000871	n0		NP_217631.1, NP_215563.1, NP_217539.1, NP_218157.1, NP_217028.1, NP_215715.1				
N2.HOG0001185	OG0000872	n0		NP_215589.1, NP_216764.1, NP_218231.1, NP_218034.1, NP_215998.2, NP_218072.1				
N2.HOG0001186	OG0000873	n1				WP_008408441.1		
N2.HOG0001187	OG0000873	n3		NP_215721.1				
N2.HOG0001188	OG0000873	n4		NP_217007.1		WP_003951005.1		
N2.HOG0001189	OG0000874	n1		NP_217316.1		WP_015508298.1		
N2.HOG0001190	OG0000874	n2		NP_215731.1, NP_216351.1		WP_003948716.1, WP_003951478.1		
N2.HOG0001191	OG0000875	n0		NP_217694.1, NP_216387.1, NP_218064.1, NP_216074.1, NP_215777.1		WP_003950049.1		
N2.HOG0001192	OG0000876	n0		NP_215830.1		WP_003950891.1		
N2.HOG0001193	OG0000877	n0		NP_215997.1		WP_015507547.1, WP_031176722.1, WP_015507546.1, WP_003948100.1		
N2.HOG0001194	OG0000878	n0		NP_216557.1		WP_003951375.1, WP_003950511.1, WP_003950770.1, WP_015508266.1		
N2.HOG0001195	OG0000879	n0		NP_216712.1		WP_003947645.1		
N2.HOG0001196	OG0000880	n0		NP_216918.3		WP_003951392.1, WP_003947338.1		
N2.HOG0001197	OG0000881	n0		NP_217038.1		WP_003950726.1, WP_003952270.1		
N2.HOG0001198	OG0000882	n0		NP_217428.1, NP_218091.3		WP_003951838.1, WP_015507775.1		
N2.HOG0001199	OG0000883	n0		NP_217611.1		WP_003946736.1		
N2.HOG0001200	OG0000884	n0		NP_217803.1		WP_030769855.1, WP_003950854.1, WP_003949494.1, WP_003949495.1, WP_226660343.1		
N2.HOG0001201	OG0000885	n0		NP_217846.3		WP_003949605.1, WP_003951150.1		
N2.HOG0001202	OG0000886	n1		YP_178005.1		WP_015507464.1		
N2.HOG0001203	OG0000886	n2		YP_177687.1		WP_015507540.1, WP_015507166.1, WP_008409197.1		
N2.HOG0001204	OG0000887	n0				WP_015507436.1, WP_003948472.1		
N2.HOG0001205	OG0000888	n0				WP_003950915.1, WP_003950210.1, WP_003949164.1, WP_003949427.1		
N2.HOG0001206	OG0000890	n0				WP_015507435.1		
N2.HOG0001207	OG0000893	n0				WP_003947144.1		
N2.HOG0001208	OG0000894	n0				WP_003949292.1		
N2.HOG0001209	OG0000896	n0				WP_003949918.1, WP_015507834.1, WP_030769649.1, WP_129840333.1, WP_015507012.1		
N2.HOG0001210	OG0000897	n0				WP_008404020.1, WP_015507520.1		
N2.HOG0001211	OG0000898	n0				WP_003952299.1, WP_008414868.1, WP_003952091.1, WP_003950363.1		
N2.HOG0001212	OG0000899	n0				WP_015507789.1, WP_015508330.1, WP_003951821.1, WP_003946519.1, WP_003952137.1, WP_015508329.1		
N2.HOG0001213	OG0000900	n0				WP_003946729.1, WP_003947484.1, WP_003946806.1, WP_003949751.1, WP_003951391.1, WP_030308281.1		
N2.HOG0001214	OG0000901	n0				WP_003949506.1, WP_003951888.1, WP_003952067.1, WP_003947257.1, WP_003948699.1, WP_015508232.1		
N2.HOG0001215	OG0000902	n0				WP_015507866.1, WP_015507755.1, WP_015507756.1, WP_003948124.1, WP_015507754.1, WP_003948830.1		
N2.HOG0001216	OG0000903	n0				WP_235208976.1, WP_015506955.1, WP_003948296.1, WP_015507822.1, WP_235208957.1, WP_008410055.1		
N2.HOG0001217	OG0000904	n0				WP_003949252.1, WP_041826599.1, WP_003948483.1, WP_015507575.1, WP_015507576.1, WP_003949166.1		
N2.HOG0001218	OG0000905	n0				WP_003952193.1, WP_003949113.1, WP_003950087.1, WP_015507659.1, WP_008408721.1, WP_015507048.1		
N2.HOG0001219	OG0000912	n0		NP_215812.1		WP_003950864.1		
N2.HOG0001220	OG0000913	n0		NP_214864.1		WP_003949203.1		
N2.HOG0001221	OG0000915	n0		NP_216928.1		WP_003947998.1		
N2.HOG0001222	OG0000916	n0		NP_217302.1		WP_003951195.1		
N2.HOG0001223	OG0000917	n0		NP_216055.1		WP_003947570.1		
N2.HOG0001224	OG0000918	n0		NP_217289.1		WP_003951208.1		
N2.HOG0001225	OG0000920	n0		NP_217518.1		WP_003951028.1		
N2.HOG0001226	OG0000921	n0		NP_216681.4		WP_008417138.1		
N2.HOG0001227	OG0000922	n0		NP_216674.1		WP_015508025.1		
N2.HOG0001228	OG0000923	n0		NP_216673.1		WP_003947585.1		
N2.HOG0001229	OG0000924	n0		NP_216672.1		WP_003947584.1		
N2.HOG0001230	OG0000925	n0		NP_216671.3		WP_037629380.1		
N2.HOG0001231	OG0000926	n0		NP_216670.1		WP_003947582.1		
N2.HOG0001232	OG0000927	n0		NP_216669.1		WP_003947581.1		
N2.HOG0001233	OG0000928	n0		NP_216668.1		WP_003951602.1		
N2.HOG0001234	OG0000929	n0		NP_216666.1		WP_003947579.1		
N2.HOG0001235	OG0000930	n0		YP_177950.1		WP_003950463.1		
N2.HOG0001236	OG0000931	n0		NP_216147.1		WP_003947495.1		
N2.HOG0001237	OG0000932	n0				WP_003951002.1, WP_015506730.1		
N2.HOG0001238	OG0000933	n0		NP_218141.1		WP_015507657.1		
N2.HOG0001239	OG0000934	n0				WP_003950323.1, WP_015507241.1		
N2.HOG0001240	OG0000935	n0				WP_003947285.1		
N2.HOG0001241	OG0000936	n0		NP_218118.1		WP_003948646.1		
N2.HOG0001242	OG0000937	n0		NP_218119.1		WP_003948898.1		
N2.HOG0001243	OG0000938	n0		NP_216720.1		WP_003947659.1		
N2.HOG0001244	OG0000939	n0		NP_217434.1		WP_015507035.1		
N2.HOG0001245	OG0000940	n0		NP_217405.1		WP_003951138.1		
N2.HOG0001246	OG0000941	n0		NP_217398.1		WP_003951140.1		
N2.HOG0001247	OG0000942	n0		NP_217386.2		WP_003951173.1		
N2.HOG0001248	OG0000943	n0		NP_217397.1		WP_026048262.1		
N2.HOG0001249	OG0000944	n0		NP_217385.1		WP_015507014.1		
N2.HOG0001250	OG0000945	n0		NP_218142.1		WP_003948944.1		
N2.HOG0001251	OG0000946	n0		NP_218228.1		WP_008403789.1		
N2.HOG0001252	OG0000947	n0				WP_003949247.1		
N2.HOG0001253	OG0000948	n0		NP_216955.1		WP_003948023.1		
N2.HOG0001254	OG0000949	n0		NP_216943.1		WP_003948021.1		
N2.HOG0001255	OG0000950	n0		NP_217175.1		WP_003949810.1, WP_015507305.1, WP_015507455.1		
N2.HOG0001256	OG0000951	n0				WP_003952031.1, WP_003946692.1		
N2.HOG0001257	OG0000952	n2				WP_003951513.1		
N2.HOG0001258	OG0000952	n3				WP_003951512.1		
N2.HOG0001259	OG0000953	n0				WP_003950328.1, WP_015506795.1		
N2.HOG0001260	OG0000954	n0		NP_215647.1		WP_003952200.1		
N2.HOG0001261	OG0000955	n0		NP_215014.1		WP_003948858.1		
N2.HOG0001262	OG0000956	n0				WP_015508084.1		
N2.HOG0001263	OG0000957	n0		NP_217102.1		WP_003947056.1		
N2.HOG0001264	OG0000958	n0		NP_217234.1		WP_003951283.1		
N2.HOG0001265	OG0000959	n0		NP_217049.1		WP_003947033.1		
N2.HOG0001266	OG0000960	n0		NP_217493.1		WP_008413996.1		
N2.HOG0001267	OG0000961	n0		NP_215623.1		WP_003948234.1		
N2.HOG0001268	OG0000962	n0				WP_015507396.1		
N2.HOG0001269	OG0000963	n0		NP_214566.3		WP_008403754.1, WP_015507813.1		
N2.HOG0001270	OG0000964	n0		NP_217089.3				
N2.HOG0001271	OG0000965	n0		NP_215080.1		WP_003948676.1		
N2.HOG0001272	OG0000966	n0		NP_216709.1		WP_003947648.1		
N2.HOG0001273	OG0000967	n0		NP_216978.1		WP_003948049.1		
N2.HOG0001274	OG0000968	n0		NP_216973.1		WP_003948046.1		
N2.HOG0001275	OG0000969	n0				WP_015507107.1		
N2.HOG0001276	OG0000970	n0		NP_216931.1		WP_037630442.1		
N2.HOG0001277	OG0000971	n0		NP_216991.1		WP_003948109.1		
N2.HOG0001278	OG0000972	n0		NP_218233.1		WP_008413904.1		
N2.HOG0001279	OG0000973	n0		NP_218232.1		WP_008413902.1		
N2.HOG0001280	OG0000974	n0		NP_216815.1				
N2.HOG0001281	OG0000975	n0				WP_003948515.1		
N2.HOG0001282	OG0000976	n0				WP_003950383.1		
N2.HOG0001283	OG0000978	n0		NP_217873.1		WP_003948498.1		
