HOG	OG	Gene Tree Parent Clade	bsu2	ecol2	mtub2	pae2	sac2	salb2	sen2
N4.HOG0002954	OG0002814	-		b3408		PA4359			STM3505
N4.HOG0002955	OG0002815	-		b3409		PA4358			STM3506
N4.HOG0002956	OG0002816	-		b3410		PA4357			STM3507
N4.HOG0002957	OG0002817	-		b3412		PA0502			STM3509
N4.HOG0002958	OG0002818	-		b3422		PA4581			STM3522
N4.HOG0002959	OG0002819	-		b3433		PA3117			STM3539
N4.HOG0002960	OG0002821	-		b3459		PA5144			STM3565
N4.HOG0002961	OG0002822	-		b3461		PA0376			STM3568
N4.HOG0002962	OG0002825	-		b3487		PA5232			STM3587
N4.HOG0002963	OG0002826	-		b3497		PA3680			STM3593
N4.HOG0002964	OG0002827	-		b3498		PA0067			STM3594
N4.HOG0002965	OG0002828	-		b3499		PA5019			STM3596
N4.HOG0002966	OG0002829	-		b3518		PA4587			STM3820
N4.HOG0002967	OG0002830	-		b3524		PA4879			STM3610
N4.HOG0002968	OG0002831	-		b3525					STM3611, STM1697
N4.HOG0002969	OG0002832	-		b3548					STM0570, STM3641
N4.HOG0002970	OG0002833	-		b3554					STM3647, STM1188
N4.HOG0002971	OG0002834	-		b3555					STM3778, STM3648
N4.HOG0002972	OG0002835	-		b3577		PA3780			STM3671
N4.HOG0002973	OG0002836	-		b4082, b3597, b3586					
N4.HOG0002974	OG0002837	-		b3609		PA5128			STM3701
N4.HOG0002975	OG0002838	-		b3614		PA5135			STM3706
N4.HOG0002976	OG0002839	-		b3619		PA3337			STM3710
N4.HOG0002977	OG0002840	-		b3620		PA5012			STM3711
N4.HOG0002978	OG0002841	-		b3621		PA5011			STM3712
N4.HOG0002979	OG0002843	-		b3630		PA5009			STM3721
N4.HOG0002980	OG0002844	-		b3631		PA5010			STM3722
N4.HOG0002981	OG0002845	-		b3633		PA4988			STM3724
N4.HOG0002982	OG0002847	-		b3662		PA2219			STM3776
N4.HOG0002983	OG0002848	-		b3667					STM2198, STM3788
N4.HOG0002984	OG0002850	-		b3687		PA3126			STM3809
N4.HOG0002985	OG0002852	-		b3802		PA5257			STM3935
N4.HOG0002986	OG0002853	-		b3803		PA5258			STM3936
N4.HOG0002987	OG0002854	-		b3804		PA5259			STM3937
N4.HOG0002988	OG0002855	-		b3806		PA5272			STM3939
N4.HOG0002989	OG0002856	-		b3807		PA5275			STM3943
N4.HOG0002990	OG0002857	-		b3827		PA3474			STM3963
N4.HOG0002991	OG0002858	-		b3828		PA3587			STM3964
N4.HOG0002992	OG0002859	-		b3832		PA1031			STM3969
N4.HOG0002993	OG0002860	-		b3867		PA1546			STM4004
N4.HOG0002994	OG0002861	-		b3869		PA5124			STM4006
N4.HOG0002995	OG0002862	-		b3891		PA4809			STM4034
N4.HOG0002996	OG0002863	-		b3896					STM4039, STM4040
N4.HOG0002997	OG0002864	-		b3933		PA3110			STM4093
N4.HOG0002998	OG0002866	-		b3944		PA1573			STM4107
N4.HOG0002999	OG0002867	-		b3955		PA4517			STM4118
N4.HOG0003000	OG0002868	-		b3965		PA4720			STM4129
N4.HOG0003001	OG0002869	-		b3966		PA1271			STM4130
N4.HOG0003002	OG0002870	-		b3981		PA4276			STM4147
N4.HOG0003003	OG0002871	-		b3995		PA5255			STM4165
N4.HOG0003004	OG0002872	-		b4016		PA1376			STM4185
N4.HOG0003005	OG0002873	-		b4045		PA4738			STM4240
N4.HOG0003006	OG0002874	-		b4046		PA5499			STM4241
N4.HOG0003007	OG0002875	-		b4049		PA2795			STM4243
N4.HOG0003008	OG0002876	-		b4064, b4464					STM4268
N4.HOG0003009	OG0002878	-		b4076		PA1483			STM4282
N4.HOG0003010	OG0002880	-		b4105		PA3383, PA3313			
N4.HOG0003011	OG0002881	-		b4106		PA3314, PA3384			
N4.HOG0003012	OG0002882	-		b4107		PA1353			STM4288
N4.HOG0003013	OG0002883	-		b4108		PA0128			STM4289
N4.HOG0003014	OG0002884	-		b4138					STM3599, STM4325
N4.HOG0003015	OG0002885	-		b4144					STM0349, STM4331
N4.HOG0003016	OG0002886	-		b4149		PA5107			STM4339
N4.HOG0003017	OG0002889	-		b4174		PA4942			STM4363
N4.HOG0003018	OG0002890	-		b4175		PA4941			STM4364
N4.HOG0003019	OG0002891	-		b4176		PA4940			STM4365
N4.HOG0003020	OG0002892	-		b4181		PA3732			STM4370
N4.HOG0003021	OG0002893	-		b4182		PA3731			STM4371
N4.HOG0003022	OG0002894	-		b4193					STM0884, STM4383
N4.HOG0003023	OG0002895	-		b4220		PA2543			STM4409
N4.HOG0003024	OG0002896	-		b4221		PA2542			STM4410
N4.HOG0003025	OG0002897	-		b4232		PA5110			STM4415
N4.HOG0003026	OG0002898	-		b4233		PA4020			STM4416
N4.HOG0003027	OG0002899	-		b4234		PA4473			STM4437
N4.HOG0003028	OG0002900	-		b4238		PA1920			STM4452
N4.HOG0003029	OG0002902	-		b4249		PA0182			STM1675
N4.HOG0003030	OG0002903	-		b4252					STM4468, STM3080
N4.HOG0003031	OG0002904	-		b4259		PA3832			STM4476
N4.HOG0003032	OG0002905	-		b4261		PA3828			STM4479
N4.HOG0003033	OG0002906	-		b4262		PA3827			STM4480
N4.HOG0003034	OG0002909	-		b4332		PA1412			STM4515
N4.HOG0003035	OG0002910	-		b4348		PA2734			STM4524
N4.HOG0003036	OG0002912	-		b4362					STM4544, STM1551
N4.HOG0003037	OG0002913	-		b4375		PA3903			STM4560
N4.HOG0003038	OG0002914	-		b4376		PA4739			STM4561
N4.HOG0003039	OG0002916	-		b4392		PA3020			STM4582
N4.HOG0003040	OG0002918	-		b4397		PA4564			STM4587
N4.HOG0003041	OG0002919	-		b4399		PA0464			STM4589
N4.HOG0003042	OG0002920	-		b4400		PA0465			STM4590
N4.HOG0003043	OG0002921	-		b4533, b4589					STM1092
N4.HOG0003044	OG0002922	-		b1641		PA1053			STM1445
N4.HOG0003045	OG0002923	-		b4461		PA3748			STM2679
N4.HOG0003046	OG0002924	-		b2702					STM2750, STM2832
N4.HOG0003047	OG0002925	-		b2703					STM2833, STM2752
N4.HOG0003048	OG0002926	-		b4469		PA4928			STM3168
N4.HOG0003049	OG0002927	-		b4472		PA4476			STM3369
N4.HOG0003050	OG0002928	-		b3486		PA5231			STM3586
N4.HOG0003051	OG0002930	-		b3747		PA0917			STM3880
N4.HOG0003052	OG0002931	-		b4480		PA1853			STM3897
N4.HOG0003053	OG0002932	-		b3778		PA5296			STM3912
N4.HOG0003054	OG0002933	-		b4483		PA2866			STM3976
N4.HOG0003055	OG0002934	-		b4506		PA3600			STM0470
N4.HOG0003056	OG0002935	-		b4544		PA3557			STM2302
N4.HOG0003057	OG0002936	-		b4546		PA3612			STM2426
N4.HOG0003058	OG0002937	-		b4550		PA3990			STM3411
N4.HOG0003059	OG0002938	-		b4551		PA0068			STM3456
N4.HOG0003060	OG0002939	-		b4566		PA0712			STM4501
N4.HOG0003061	OG0002940	-		b4568		PA5482			STM4562
N4.HOG0003062	OG0003105	-				PA0041, PA2462, PA2460			
N4.HOG0003063	OG0003106	-				PA3841, PA0044			STM2878
N4.HOG0003064	OG0003107	-				PA1668, PA0078			STM0282
N4.HOG0003065	OG0003108	-				PA0080, PA1666			STM0280
N4.HOG0003066	OG0003109	-				PA0082, PA2360			STM0266
N4.HOG0003067	OG0003110	-				PA0085			STM0276, STM0279
N4.HOG0003068	OG0003113	-				PA0739, PA2334, PA0191			
N4.HOG0003069	OG0003114	-				PA0220, PA4072			STM3126
N4.HOG0003070	OG0003115	-				PA4834, PA2628, PA0239			
N4.HOG0003071	OG0003117	-				PA0248, PA4120			STM1108
N4.HOG0003072	OG0003118	-				PA4682, PA1761, PA0311			
N4.HOG0003073	OG0003120	-				PA0413, PA1822, PA3704			
N4.HOG0003074	OG0003123	-				PA0618			STM4202, STM2708
N4.HOG0003075	OG0003124	-				PA0619			STM2707, STM4201
N4.HOG0003076	OG0003125	-				PA0629			STM0907, STM1869A
N4.HOG0003077	OG0003126	-				PA0713, PA4736, PA4737			
N4.HOG0003078	OG0003127	-				PA1496, PA0742			STM1741
N4.HOG0003079	OG0003129	-				PA1362, PA0819, PA2422			
N4.HOG0003080	OG0003130	-				PA3904, PA1508, PA0824			
N4.HOG0003081	OG0003131	-				PA0930, PA3206, PA2687			
N4.HOG0003082	OG0003132	-				PA1150, PA0985, PA3866			
N4.HOG0003083	OG0003133	-				PA0992, PA4086, PA5284			
N4.HOG0003084	OG0003135	-				PA2267, PA1138, PA3711			
N4.HOG0003085	OG0003136	-				PA1166, PA2168, PA1597			
N4.HOG0003086	OG0003138	-				PA1265, PA2712, PA3358			
N4.HOG0003087	OG0003143	-				PA1880, PA2378, PA1601			
N4.HOG0003088	OG0003144	-				PA1716			STM1394, STM2898
N4.HOG0003089	OG0003146	-				PA1874			STM4261, STM4313
N4.HOG0003090	OG0003149	-				PA1966, PA4125			STM1104
N4.HOG0003091	OG0003150	-				PA2473, PA2007			STM2176
N4.HOG0003092	OG0003152	-				PA2128			STM4595, STM0340
N4.HOG0003093	OG0003153	-				PA2747, PA2166, PA3733a			
N4.HOG0003094	OG0003154	-				PA2469, PA2206			STM2180
N4.HOG0003095	OG0003155	-				PA2303, PA2255, PA2304			
N4.HOG0003096	OG0003156	-				PA2257, PA2482, PA5490			
N4.HOG0003097	OG0003158	-				PA2367			STM4509, STM3131
N4.HOG0003098	OG0003159	-				PA3967, PA2417			STM0952
N4.HOG0003099	OG0003160	-				PA2421, PA2474, PA5325			
N4.HOG0003100	OG0003161	-				PA2453, PA5526, PA3031			
N4.HOG0003101	OG0003163	-				PA2880, PA2757			STM3021
N4.HOG0003102	OG0003167	-				PA3082, PA3923, PA3422			
N4.HOG0003103	OG0003170	-				PA3315, PA3382, PA3316			
N4.HOG0003104	OG0003171	-				PA3671, PA3395, PA4038			
N4.HOG0003105	OG0003174	-				PA3727			STM3035, PSLT002
N4.HOG0003106	OG0003177	-				PA5270, PA4049, PA5472			
N4.HOG0003107	OG0003181	-				PA4649, PA4650, PA4648			
N4.HOG0003108	OG0003186	-				PA5328, PA5300, PA5491			
N4.HOG0003109	OG0003264	-							STM0029, STM0031, STM0017
N4.HOG0003110	OG0003265	-							STM3351, STM0054, STM0768
N4.HOG0003111	OG0003266	-							STM3353, STM0766, STM0056
N4.HOG0003112	OG0003267	-							STM1036, STM2600, STM0914
N4.HOG0003113	OG0003268	-							STM2598, STM1037, STM0915
N4.HOG0003114	OG0003269	-							STM0916, STM1038, STM2597
N4.HOG0003115	OG0003270	-							STM2595, STM1040, STM0917
N4.HOG0003116	OG0003271	-							STM1026, STM2614, STM1087
N4.HOG0003117	OG0003272	-							STM2231, STM1056, STM1241
N4.HOG0003118	OG0003273	-							STM2508, STM2902, STM2011
N4.HOG0003119	OG0003525	-		b0001					STM0001
N4.HOG0003120	OG0003526	-		b0011					STM0010
N4.HOG0003121	OG0003527	-		b0013					STM0011
N4.HOG0003122	OG0003528	-		b0020					STM0040
N4.HOG0003123	OG0003529	-		b0024					STM0044
N4.HOG0003124	OG0003530	-		b0034					STM0068
N4.HOG0003125	OG0003531	-		b0044					STM0078
N4.HOG0003126	OG0003532	-		b0067					STM0107
N4.HOG0003127	OG0003533	-		b0075					STM0114
N4.HOG0003128	OG0003534	-		b0097					STM0135
N4.HOG0003129	OG0003535	-		b0102					STM0139
N4.HOG0003130	OG0003536	-		b0117					STM0157
N4.HOG0003131	OG0003537	-		b0119					STM0160
N4.HOG0003132	OG0003538	-		b0122					STM0167
N4.HOG0003133	OG0003539	-		b0129					STM0178
N4.HOG0003134	OG0003540	-		b0151					STM0192
N4.HOG0003135	OG0003541	-		b0163					STM0211
N4.HOG0003136	OG0003542	-		b0178					STM0225
N4.HOG0003137	OG0003543	-		b0196					STM0244
N4.HOG0003138	OG0003544	-		b0209					STM0258
N4.HOG0003139	OG0003545	-		b0225					STM3516
N4.HOG0003140	OG0003546	-		b0226					STM3517
N4.HOG0003141	OG0003547	-		b0228		PA1154			
N4.HOG0003142	OG0003548	-		b0237					STM0316
N4.HOG0003143	OG0003549	-		b0239					STM0318
N4.HOG0003144	OG0003550	-		b0249					PSLT067
N4.HOG0003145	OG0003551	-		b0250, b2637					
N4.HOG0003146	OG0003552	-		b2636, b0251					
N4.HOG0003147	OG0003553	-		b0252, b2633					
N4.HOG0003148	OG0003554	-		b0253, b2632					
N4.HOG0003149	OG0003555	-		b4297, b0269					
N4.HOG0003150	OG0003556	-		b0277, b2626					
N4.HOG0003151	OG0003557	-		b0292, b0289					
N4.HOG0003152	OG0003558	-		b0301					STM0566
N4.HOG0003153	OG0003559	-		b0303					STM0565
N4.HOG0003154	OG0003560	-		b2874, b0323					
N4.HOG0003155	OG0003561	-		b0328					STM0365
N4.HOG0003156	OG0003562	-		b0329					STM0366
N4.HOG0003157	OG0003563	-		b0330					STM0367
N4.HOG0003158	OG0003564	-		b0340		PA2052			
N4.HOG0003159	OG0003566	-		b0344, b3076					
N4.HOG0003160	OG0003569	-		b0377					STM0376
N4.HOG0003161	OG0003570	-		b0379					STM0378
N4.HOG0003162	OG0003571	-		b0380					STM0379
N4.HOG0003163	OG0003572	-		b0382					STM0383
N4.HOG0003164	OG0003573	-		b0389					STM0389
N4.HOG0003165	OG0003574	-		b0390					STM0390
N4.HOG0003166	OG0003575	-		b0394					STM0393
N4.HOG0003167	OG0003576	-		b0404					STM0403
N4.HOG0003168	OG0003577	-		b0410					STM0411
N4.HOG0003169	OG0003578	-		b0412					STM0414
N4.HOG0003170	OG0003579	-		b0434					STM0445
N4.HOG0003171	OG0003580	-		b0446					STM0457
N4.HOG0003172	OG0003581	-		b0458					STM0471
N4.HOG0003173	OG0003582	-		b0460					STM0473
N4.HOG0003174	OG0003583	-		b0461					STM0474
N4.HOG0003175	OG0003584	-		b0466					STM0480
N4.HOG0003176	OG0003585	-		b0467					STM0481
N4.HOG0003177	OG0003586	-		b0477					STM0491
N4.HOG0003178	OG0003587	-		b0480					STM0494
N4.HOG0003179	OG0003588	-		b0482					STM0496
N4.HOG0003180	OG0003589	-		b0490					STM0502
N4.HOG0003181	OG0003590	-		b0498, b3483					
N4.HOG0003182	OG0003591	-		b0528					STM0541
N4.HOG0003183	OG0003592	-		b0534					STM0548
N4.HOG0003184	OG0003593	-		b0537					STM0554
N4.HOG0003185	OG0003594	-		b0551					STM2239
N4.HOG0003186	OG0003595	-		b1556, b0554					
N4.HOG0003187	OG0003596	-		b0565					STM2395
N4.HOG0003188	OG0003597	-		b0568		PA4667			
N4.HOG0003189	OG0003598	-		b0580					STM0582
N4.HOG0003190	OG0003599	-		b0587					STM0589
N4.HOG0003191	OG0003600	-		b0603					STM0606
N4.HOG0003192	OG0003601	-		b0607					STM0614
N4.HOG0003193	OG0003602	-		b0611					STM0617
N4.HOG0003194	OG0003603	-		b0622					STM0628
N4.HOG0003195	OG0003604	-		b0629					STM0634
N4.HOG0003196	OG0003605	-		b0641					STM0647
N4.HOG0003197	OG0003606	-		b0643					STM0653
N4.HOG0003198	OG0003607	-		b0644					STM0654
N4.HOG0003199	OG0003608	-		b0650					STM0659
N4.HOG0003200	OG0003609	-		b0681					STM0687
N4.HOG0003201	OG0003610	-		b0682					STM0688
N4.HOG0003202	OG0003611	-		b0685					STM0695
N4.HOG0003203	OG0003612	-		b0687					STM0697
N4.HOG0003204	OG0003613	-		b0692					STM0700
N4.HOG0003205	OG0003614	-		b0699					STM0708
N4.HOG0003206	OG0003616	-		b0735					STM0743
N4.HOG0003207	OG0003617	-		b0739					STM0747
N4.HOG0003208	OG0003618	-		b0753					STM0759
N4.HOG0003209	OG0003619	-		b0760					STM0778
N4.HOG0003210	OG0003620	-		b0762					STM0780
N4.HOG0003211	OG0003621	-		b0772					STM0786
N4.HOG0003212	OG0003622	-		b0791					STM0814
N4.HOG0003213	OG0003623	-		b0794					STM0817
N4.HOG0003214	OG0003624	-		b0795					STM0818
N4.HOG0003215	OG0003625	-		b0802					STM0823
N4.HOG0003216	OG0003626	-		b0804		PA4515			
N4.HOG0003217	OG0003627	-		b0810					STM0829
N4.HOG0003218	OG0003628	-		b0821					STM0841
N4.HOG0003219	OG0003629	-		b0823					STM0843
N4.HOG0003220	OG0003630	-		b0824					STM0844
N4.HOG0003221	OG0003631	-		b0836					STM0853
N4.HOG0003222	OG0003632	-		b0842					STM0866
N4.HOG0003223	OG0003633	-		b0847					STM0870
N4.HOG0003224	OG0003634	-		b0848					STM0871
N4.HOG0003225	OG0003635	-		b0850					STM0873
N4.HOG0003226	OG0003636	-		b0853					STM0876
N4.HOG0003227	OG0003637	-		b0858					STM0881
N4.HOG0003228	OG0003638	-		b0861					STM0888
N4.HOG0003229	OG0003639	-		b0862					STM0889
N4.HOG0003230	OG0003640	-		b0865					STM0892
N4.HOG0003231	OG0003641	-		b0866					STM0930
N4.HOG0003232	OG0003642	-		b0873					STM0937
N4.HOG0003233	OG0003643	-		b0876					STM0939
N4.HOG0003234	OG0003644	-		b0919					STM0989
N4.HOG0003235	OG0003645	-		b0922					STM0992
N4.HOG0003236	OG0003646	-		b0923					STM0993
N4.HOG0003237	OG0003647	-		b0924					STM0994
N4.HOG0003238	OG0003648	-		b0925					STM0995
N4.HOG0003239	OG0003649	-		b0926					STM0996
N4.HOG0003240	OG0003650	-		b0928					STM0998
N4.HOG0003241	OG0003651	-		b0942					STM0025
N4.HOG0003242	OG0003652	-		b0946					STM1059
N4.HOG0003243	OG0003653	-		b0951					STM1064
N4.HOG0003244	OG0003654	-		b0952					STM1065
N4.HOG0003245	OG0003655	-		b0956					STM1069
N4.HOG0003246	OG0003656	-		b0957					STM1070
N4.HOG0003247	OG0003657	-		b0958					STM1071
N4.HOG0003248	OG0003658	-		b0959					STM1072
N4.HOG0003249	OG0003659	-		b0964					STM1077
N4.HOG0003250	OG0003660	-		b0966					STM1079
N4.HOG0003251	OG0003661	-		b0977					STM1791
N4.HOG0003252	OG0003662	-		b0989					STM1243
N4.HOG0003253	OG0003663	-		b0993					STM3826
N4.HOG0003254	OG0003664	-		b0994					STM3825
N4.HOG0003255	OG0003665	-		b0995					STM3824
N4.HOG0003256	OG0003666	-		b0996					STM3823
N4.HOG0003257	OG0003667	-		b0998					STM3821
N4.HOG0003258	OG0003668	-		b0999					STM1111
N4.HOG0003259	OG0003669	-		b1000					STM1112
N4.HOG0003260	OG0003670	-		b1003					STM1118
N4.HOG0003261	OG0003671	-		b1020					STM1126
N4.HOG0003262	OG0003672	-		b1025, b1785					
N4.HOG0003263	OG0003673	-		b1034					STM1136
N4.HOG0003264	OG0003674	-		b1035					STM1137
N4.HOG0003265	OG0003675	-		b1037					STM1139
N4.HOG0003266	OG0003676	-		b1038					STM1140
N4.HOG0003267	OG0003677	-		b1039					STM1141
N4.HOG0003268	OG0003678	-		b1040					STM1142
N4.HOG0003269	OG0003679	-		b1041					STM1143
N4.HOG0003270	OG0003680	-		b1042					STM1144
N4.HOG0003271	OG0003681	-		b1043					STM1145
N4.HOG0003272	OG0003682	-		b1047					STM1149
N4.HOG0003273	OG0003683	-		b1050					STM1152
N4.HOG0003274	OG0003684	-		b1051					STM1153
N4.HOG0003275	OG0003685	-		b1058					STM1159
N4.HOG0003276	OG0003686	-		b1059					STM1160
N4.HOG0003277	OG0003687	-		b1060					STM1161
N4.HOG0003278	OG0003688	-		b1063					STM1164
N4.HOG0003279	OG0003689	-		b1064					STM1165
N4.HOG0003280	OG0003690	-		b1070					STM1171
N4.HOG0003281	OG0003691	-		b1071					STM1172
N4.HOG0003282	OG0003692	-		b1104					STM1206
N4.HOG0003283	OG0003693	-		b1105					STM1207
N4.HOG0003284	OG0003694	-		b1106					STM1208
N4.HOG0003285	OG0003695	-		b1108					STM1210
N4.HOG0003286	OG0003696	-		b1112					STM1214
N4.HOG0003287	OG0003697	-		b1116					STM1217
N4.HOG0003288	OG0003698	-		b1119					STM1220
N4.HOG0003289	OG0003699	-		b1154					STM2235
N4.HOG0003290	OG0003700	-		b1160					STM1110
N4.HOG0003291	OG0003701	-		b1177					STM0905
N4.HOG0003292	OG0003702	-		b1178					STM2610
N4.HOG0003293	OG0003703	-		b1187					STM1805
N4.HOG0003294	OG0003704	-		b1193					STM1799
N4.HOG0003295	OG0003705	-		b1194					STM1798
N4.HOG0003296	OG0003708	-		b1205					STM1782
N4.HOG0003297	OG0003709	-		b1209					STM1778
N4.HOG0003298	OG0003710	-		b1213					STM1774
N4.HOG0003299	OG0003711	-		b1217					STM1770
N4.HOG0003300	OG0003712	-		b1219					STM1769
N4.HOG0003301	OG0003713	-		b1237					STM1751
N4.HOG0003302	OG0003714	-		b1238					STM1750
N4.HOG0003303	OG0003715	-		b1248					STM1740
N4.HOG0003304	OG0003716	-		b1255					STM1734
N4.HOG0003305	OG0003717	-		b1258					STM1729
N4.HOG0003306	OG0003718	-		b1273					STM1715
N4.HOG0003307	OG0003719	-		b1278					STM1710
N4.HOG0003308	OG0003720	-		b1279					STM1709
N4.HOG0003309	OG0003721	-		b1280					STM1708
N4.HOG0003310	OG0003722	-		b1283					STM1705
N4.HOG0003311	OG0003723	-		b1284					STM1704
N4.HOG0003312	OG0003724	-		b1286					STM1702
N4.HOG0003313	OG0003725	-		b1287					STM1701
N4.HOG0003314	OG0003726	-		b1290					STM1696
N4.HOG0003315	OG0003727	-		b1292					STM1694
N4.HOG0003316	OG0003728	-		b1293					STM1693
N4.HOG0003317	OG0003729	-		b1305					STM1689
N4.HOG0003318	OG0003730	-		b1306					STM1688
N4.HOG0003319	OG0003731	-		b1307					STM1687
N4.HOG0003320	OG0003733	-		b1321					STM1685
N4.HOG0003321	OG0003734	-		b1322					STM1684
N4.HOG0003322	OG0003735	-		b1332					STM1662
N4.HOG0003323	OG0003738	-		b4527, b1571					
N4.HOG0003324	OG0003739	-		b1375, b1544					
N4.HOG0003325	OG0003740	-		b1376					STM1652
N4.HOG0003326	OG0003741	-		b1379					STM1648
N4.HOG0003327	OG0003742	-		b1381					STM1646
N4.HOG0003328	OG0003747	-		b1411		PA2539			
N4.HOG0003329	OG0003748	-		b1414					STM1640
N4.HOG0003330	OG0003749	-		b1418					STM1639
N4.HOG0003331	OG0003750	-		b1419		PA3367			
N4.HOG0003332	OG0003751	-		b1424					STM1622
N4.HOG0003333	OG0003752	-		b1428					STM1610
N4.HOG0003334	OG0003753	-		b1429					STM1609
N4.HOG0003335	OG0003754	-		b1431					STM1607
N4.HOG0003336	OG0003755	-		b1435					STM1604
N4.HOG0003337	OG0003756	-		b1436					STM1603
N4.HOG0003338	OG0003757	-		b1445					STM1596
N4.HOG0003339	OG0003758	-		b1446					STM1592
N4.HOG0003340	OG0003759	-		b1452					STM1586
N4.HOG0003341	OG0003760	-		b1473					STM1571
N4.HOG0003342	OG0003761	-		b1480					STM1565
N4.HOG0003343	OG0003762	-		b1481					STM1564
N4.HOG0003344	OG0003764	-		b4320, b1502					
N4.HOG0003345	OG0003766	-		b1511					STM4072
N4.HOG0003346	OG0003767	-		b1513					STM4074
N4.HOG0003347	OG0003768	-		b1514					STM4075
N4.HOG0003348	OG0003769	-		b1515					STM4076
N4.HOG0003349	OG0003770	-		b1516					STM4077
N4.HOG0003350	OG0003771	-		b1517					STM4078
N4.HOG0003351	OG0003772	-		b1520					STM1527
N4.HOG0003352	OG0003773	-		b1523					STM1526
N4.HOG0003353	OG0003774	-		b1532					STM1518
N4.HOG0003354	OG0003775	-		b1536					STM1515
N4.HOG0003355	OG0003776	-		b1538					STM1512
N4.HOG0003356	OG0003777	-		b1541					STM1509
N4.HOG0003357	OG0003778	-		b1553					STM1869
N4.HOG0003358	OG0003779	-		b1560					STM2240
N4.HOG0003359	OG0003780	-		b1564					STM4449
N4.HOG0003360	OG0003782	-		b1583					STM1503
N4.HOG0003361	OG0003783	-		b1585					STM1501
N4.HOG0003362	OG0003784	-		b1604					STM1478
N4.HOG0003363	OG0003785	-		b1606		PA3437			
N4.HOG0003364	OG0003786	-		b1610					STM1470
N4.HOG0003365	OG0003787	-		b1625					STM1461
N4.HOG0003366	OG0003788	-		b1626					STM1460
N4.HOG0003367	OG0003789	-		b1643					STM1443
N4.HOG0003368	OG0003790	-		b1645					STM1441
N4.HOG0003369	OG0003791	-		b1648					STM1438
N4.HOG0003370	OG0003792	-		b1659					STM1429
N4.HOG0003371	OG0003793	-		b1667					STM3461
N4.HOG0003372	OG0003794	-		b1670					STM2063
N4.HOG0003373	OG0003795	-		b1675					STM1388
N4.HOG0003374	OG0003796	-		b1684					STM1369
N4.HOG0003375	OG0003797	-		b1685					STM1367
N4.HOG0003376	OG0003798	-		b1689					STM1362
N4.HOG0003377	OG0003799	-		b1694					STM1357
N4.HOG0003378	OG0003800	-		b1700					STM1351
N4.HOG0003379	OG0003801	-		b1705					STM1346
N4.HOG0003380	OG0003802	-		b1707					STM1344
N4.HOG0003381	OG0003803	-		b1709					STM1342
N4.HOG0003382	OG0003804	-		b1722					STM1327
N4.HOG0003383	OG0003805	-		b1724					STM1325
N4.HOG0003384	OG0003806	-		b1726					STM1323
N4.HOG0003385	OG0003807	-		b1731					STM1319
N4.HOG0003386	OG0003808	-		b1733					STM1317
N4.HOG0003387	OG0003809	-		b1735					STM1315
N4.HOG0003388	OG0003810	-		b1741					STM1309
N4.HOG0003389	OG0003811	-		b1742		PA5104			
N4.HOG0003390	OG0003812	-		b1743					STM1308
N4.HOG0003391	OG0003813	-		b1758		PA3857			
N4.HOG0003392	OG0003814	-		b1760					STM1300
N4.HOG0003393	OG0003815	-		b1786					STM1283
N4.HOG0003394	OG0003816	-		b1787					STM1282
N4.HOG0003395	OG0003817	-		b1788					STM1281
N4.HOG0003396	OG0003818	-		b1793					STM1275
N4.HOG0003397	OG0003819	-		b1796					STM1272
N4.HOG0003398	OG0003820	-		b1810					STM0327
N4.HOG0003399	OG0003821	-		b1811					STM1823
N4.HOG0003400	OG0003822	-		b1815					STM1827
N4.HOG0003401	OG0003823	-		b1820					STM1833
N4.HOG0003402	OG0003824	-		b1824					STM1838
N4.HOG0003403	OG0003825	-		b1825					STM1839
N4.HOG0003404	OG0003826	-		b1826					STM1840
N4.HOG0003405	OG0003827	-		b1833					STM1848
N4.HOG0003406	OG0003828	-		b1836					STM1851
N4.HOG0003407	OG0003829	-		b1837					STM1852
N4.HOG0003408	OG0003830	-		b1839					STM1873
N4.HOG0003409	OG0003831	-		b1847					STM1881
N4.HOG0003410	OG0003832	-		b1855					STM1889
N4.HOG0003411	OG0003833	-		b1865					STM1900
N4.HOG0003412	OG0003834	-		b1869					STM1904
N4.HOG0003413	OG0003835	-		b1875					STM1908
N4.HOG0003414	OG0003836	-		b1878					STM1912
N4.HOG0003415	OG0003837	-		b1891					STM1924
N4.HOG0003416	OG0003838	-		b1892					STM1925
N4.HOG0003417	OG0003839	-		b1904					STM1934
N4.HOG0003418	OG0003840	-		b1906					STM1936
N4.HOG0003419	OG0003841	-		b1915					STM1949
N4.HOG0003420	OG0003842	-		b1921					STM1955
N4.HOG0003421	OG0003843	-		b1926					STM1962
N4.HOG0003422	OG0003844	-		b1928					STM1964
N4.HOG0003423	OG0003845	-		b1944					STM1975
N4.HOG0003424	OG0003846	-		b1951					STM1982
N4.HOG0003425	OG0003847	-		b1953					STM1984
N4.HOG0003426	OG0003848	-		b1955					STM1986
N4.HOG0003427	OG0003849	-		b1956					STM1987
N4.HOG0003428	OG0003850	-		b1957					STM1988
N4.HOG0003429	OG0003851	-		b1963					STM1994
N4.HOG0003430	OG0003852	-		b1967		PA1135			
N4.HOG0003431	OG0003853	-		b2007					STM2059
N4.HOG0003432	OG0003854	-		b2008					STM2060
N4.HOG0003433	OG0003855	-		b2009					STM2061
N4.HOG0003434	OG0003856	-		b2016					STM2070
N4.HOG0003435	OG0003857	-		b2043					STM2099
