HOG	OG	Gene Tree Parent Clade	bsu2	ecol2	mtub2	pae2	sac2	salb2	sen2
N3.HOG0001015	OG0000580	n0			Rv0263c			XNR_RS28575	
N3.HOG0001016	OG0000584	n2						XNR_RS02575	
N3.HOG0001017	OG0000584	n4						XNR_RS04205	
N3.HOG0001018	OG0000584	n5						XNR_RS11595, XNR_RS02225, XNR_RS15630	
N3.HOG0001019	OG0000588	n0						XNR_RS00350, XNR_RS04425, XNR_RS26780, XNR_RS22090, XNR_RS17445	
N3.HOG0001020	OG0000589	n0			Rv2467			XNR_RS24085, XNR_RS21305, XNR_RS21330	
N3.HOG0001021	OG0000590	n0						XNR_RS05830	
N3.HOG0001022	OG0000591	n0			Rv3313c			XNR_RS05865, XNR_RS18335, XNR_RS19765, XNR_RS21755	
N3.HOG0001023	OG0000592	n0			Rv1672c				
N3.HOG0001024	OG0000593	n2			Rv3153			XNR_RS18020	
N3.HOG0001025	OG0000593	n6						XNR_RS18230	
N3.HOG0001026	OG0000594	n0						XNR_RS01975	
N3.HOG0001027	OG0000595	n0			Rv1026			XNR_RS09930	
N3.HOG0001028	OG0000596	n0			Rv0170, Rv3498c, Rv1967			XNR_RS04610	
N3.HOG0001029	OG0000597	n0			Rv1964, Rv3501c, Rv0167, Rv0587			XNR_RS04625	
N3.HOG0001030	OG0000598	n4			Rv2691			XNR_RS04925	
N3.HOG0001031	OG0000598	n5			Rv2692			XNR_RS27790, XNR_RS04930	
N3.HOG0001032	OG0000599	n0			Rv2775			XNR_RS24210	
N3.HOG0001033	OG0000600	n0			Rv1915, Rv1916, Rv0467			XNR_RS15675	
N3.HOG0001034	OG0000602	n0			Rv0024			XNR_RS16070, XNR_RS16760, XNR_RS07440, XNR_RS19060, XNR_RS23500, XNR_RS23495, XNR_RS19085	
N3.HOG0001035	OG0000603	n1			Rv3254			XNR_RS01110	
N3.HOG0001036	OG0000603	n3			Rv0385, Rv1937				
N3.HOG0001037	OG0000604	n0			Rv0964c, Rv2077c, Rv0614, Rv2079, Rv1950c, Rv2797c, Rv2542, Rv0963c				
N3.HOG0001038	OG0000605	n3			Rv0880			XNR_RS11485	
N3.HOG0001039	OG0000605	n4			Rv2327, Rv2011c			XNR_RS16195, XNR_RS14325	
N3.HOG0001040	OG0000606	n1			Rv2991			XNR_RS00890	
N3.HOG0001041	OG0000606	n2			Rv1155			XNR_RS12705, XNR_RS28525, XNR_RS22955, XNR_RS14340, XNR_RS21995	
N3.HOG0001042	OG0000607	n2			Rv2187			XNR_RS17760, XNR_RS01985, XNR_RS01700, XNR_RS23520	
N3.HOG0001043	OG0000607	n6			Rv1550			XNR_RS21675	
N3.HOG0001044	OG0000609	n0			Rv2610c			XNR_RS26410	
N3.HOG0001045	OG0000610	n2			Rv0505c			XNR_RS17490	
N3.HOG0001046	OG0000610	n3			Rv3661			XNR_RS13455	
N3.HOG0001047	OG0000611	n5						XNR_RS20285	
N3.HOG0001048	OG0000611	n6			Rv3659c			XNR_RS13445	
N3.HOG0001049	OG0000613	n4						XNR_RS01755	
N3.HOG0001050	OG0000613	n5						XNR_RS20910	
N3.HOG0001051	OG0000614	n0						XNR_RS02620, XNR_RS29095, XNR_RS31670, XNR_RS01035, XNR_RS06580, XNR_RS29245, XNR_RS19665, XNR_RS29085	
N3.HOG0001052	OG0000615	n0						XNR_RS29665, XNR_RS22830, XNR_RS17265, XNR_RS11210, XNR_RS06085, XNR_RS14440, XNR_RS05820, XNR_RS20605	
N3.HOG0001053	OG0000616	n0						XNR_RS10505, XNR_RS11270, XNR_RS02200, XNR_RS03730, XNR_RS08060, XNR_RS08065, XNR_RS13370, XNR_RS21040	
N3.HOG0001054	OG0000617	n0						XNR_RS28880, XNR_RS16960, XNR_RS13600, XNR_RS16165, XNR_RS26695, XNR_RS19975, XNR_RS09040, XNR_RS16050	
N3.HOG0001055	OG0000618	n0						XNR_RS10870, XNR_RS10010, XNR_RS10015, XNR_RS10850, XNR_RS16800, XNR_RS12545, XNR_RS10895, XNR_RS08480	
N3.HOG0001056	OG0000619	n0						XNR_RS16595, XNR_RS11680, XNR_RS13805, XNR_RS12820, XNR_RS30850, XNR_RS12080, XNR_RS13105, XNR_RS30775	
N3.HOG0001057	OG0000620	n0			Rv0003			XNR_RS14920	
N3.HOG0001058	OG0000621	n0			Rv3834c			XNR_RS14495	
N3.HOG0001059	OG0000622	n0			Rv1007c			XNR_RS15425	
N3.HOG0001060	OG0000623	n0			Rv1017c			XNR_RS10225	
N3.HOG0001061	OG0000624	n0			Rv0013			XNR_RS15045	
N3.HOG0001062	OG0000625	n0			Rv3598c				
N3.HOG0001063	OG0000626	n0			Rv3580c			XNR_RS12700	
N3.HOG0001064	OG0000627	n0			Rv3579c			XNR_RS21065, XNR_RS12695	
N3.HOG0001065	OG0000628	n0			Rv0640			XNR_RS18360	
N3.HOG0001066	OG0000629	n0			Rv0651			XNR_RS18375	
N3.HOG0001067	OG0000630	n0			Rv0667			XNR_RS18385	
N3.HOG0001068	OG0000631	n0			Rv0668			XNR_RS18390	
N3.HOG0001069	OG0000632	n0			Rv0683			XNR_RS18430	
N3.HOG0001070	OG0000633	n0			Rv0700			XNR_RS18470	
N3.HOG0001071	OG0000634	n0			Rv0701			XNR_RS18475	
N3.HOG0001072	OG0000635	n0			Rv0703			XNR_RS18485	
N3.HOG0001073	OG0000636	n0			Rv0704			XNR_RS18490	
N3.HOG0001074	OG0000637	n0			Rv0705			XNR_RS18495	
N3.HOG0001075	OG0000638	n0			Rv0707			XNR_RS18505	
N3.HOG0001076	OG0000639	n0			Rv0709			XNR_RS18515	
N3.HOG0001077	OG0000640	n0			Rv0714			XNR_RS18525	
N3.HOG0001078	OG0000641	n0			Rv0716			XNR_RS18535	
N3.HOG0001079	OG0000642	n0			Rv0718			XNR_RS18545	
N3.HOG0001080	OG0000643	n0			Rv0719			XNR_RS18550	
N3.HOG0001081	OG0000644	n0			Rv0721			XNR_RS18560	
N3.HOG0001082	OG0000645	n0			Rv0732			XNR_RS18575	
N3.HOG0001083	OG0000646	n0			Rv0733			XNR_RS18580	
N3.HOG0001084	OG0000647	n0			Rv3460c			XNR_RS18600	
N3.HOG0001085	OG0000648	n0			Rv3459c			XNR_RS18605	
N3.HOG0001086	OG0000649	n0			Rv3443c			XNR_RS18630	
N3.HOG0001087	OG0000650	n0			Rv3442c			XNR_RS18635	
N3.HOG0001088	OG0000651	n0			Rv1229c			XNR_RS08195	
N3.HOG0001089	OG0000652	n0			Rv0237			XNR_RS20930, XNR_RS07795	
N3.HOG0001090	OG0000653	n0			Rv3441c			XNR_RS18640	
N3.HOG0001091	OG0000654	n0						XNR_RS07790	
N3.HOG0001092	OG0000655	n0						XNR_RS19100	
N3.HOG0001093	OG0000656	n0			Rv1538c			XNR_RS04465	
N3.HOG0001094	OG0000657	n2						XNR_RS14435	
N3.HOG0001095	OG0000657	n3						XNR_RS25515	
N3.HOG0001096	OG0000658	n2						XNR_RS19245	
N3.HOG0001097	OG0000658	n5						XNR_RS25835	
N3.HOG0001098	OG0000659	n0			Rv2438c			XNR_RS22915	
N3.HOG0001099	OG0000663	n0						XNR_RS17680	
N3.HOG0001100	OG0000664	n0						XNR_RS18095, XNR_RS09740	
N3.HOG0001101	OG0000665	n0						XNR_RS07550, XNR_RS20625, XNR_RS09730, XNR_RS05350	
N3.HOG0001102	OG0000666	n0						XNR_RS03920	
N3.HOG0001103	OG0000667	n0						XNR_RS28565	
N3.HOG0001104	OG0000668	n0			Rv0264c			XNR_RS28570	
N3.HOG0001105	OG0000669	n0						XNR_RS22185, XNR_RS06960	
N3.HOG0001106	OG0000670	n0			Rv1991c, Rv2274c, Rv2801c, Rv0456A, Rv2063A				
N3.HOG0001107	OG0000671	n0			Rv3687c			XNR_RS13410, XNR_RS09750, XNR_RS12405, XNR_RS27885, XNR_RS11170	
N3.HOG0001108	OG0000672	n0			Rv3286c			XNR_RS07380, XNR_RS09755, XNR_RS14320, XNR_RS14315, XNR_RS07760	
N3.HOG0001109	OG0000673	n2			Rv0130			XNR_RS01050, XNR_RS25375	
N3.HOG0001110	OG0000673	n5			Rv3538				
N3.HOG0001111	OG0000675	n0			Rv3368c			XNR_RS20500	
N3.HOG0001112	OG0000677	n1						XNR_RS27850	
N3.HOG0001113	OG0000678	n0			Rv2977c			XNR_RS06175	
N3.HOG0001114	OG0000679	n0						XNR_RS08710	
N3.HOG0001115	OG0000680	n0			Rv3275c			XNR_RS09715	
N3.HOG0001116	OG0000681	n0			Rv3276c			XNR_RS09720	
N3.HOG0001117	OG0000682	n0			Rv0780			XNR_RS14155	
N3.HOG0001118	OG0000683	n0			Rv0803			XNR_RS14100	
N3.HOG0001119	OG0000684	n0			Rv0809			XNR_RS14085	
N3.HOG0001120	OG0000685	n0			Rv0772			XNR_RS14170	
N3.HOG0001121	OG0000686	n0			Rv1811				
N3.HOG0001122	OG0000687	n0			Rv2252			XNR_RS25755	
N3.HOG0001123	OG0000688	n0			Rv2477c			XNR_RS10345, XNR_RS21125	
N3.HOG0001124	OG0000689	n0						XNR_RS13645, XNR_RS22305	
N3.HOG0001125	OG0000690	n2			Rv3703c			XNR_RS28125	
N3.HOG0001126	OG0000690	n3			Rv0712			XNR_RS16675, XNR_RS05240	
N3.HOG0001127	OG0000691	n0			Rv2922A			XNR_RS06110	
N3.HOG0001128	OG0000692	n0			Rv1864c			XNR_RS12785	
N3.HOG0001129	OG0000693	n0						XNR_RS01865, XNR_RS11610	
N3.HOG0001130	OG0000694	n0			Rv3104c			XNR_RS21235	
N3.HOG0001131	OG0000695	n0			Rv2216			XNR_RS23235	
N3.HOG0001132	OG0000696	n0			Rv0423c			XNR_RS14590	
N3.HOG0001133	OG0000697	n0						XNR_RS28535	
N3.HOG0001134	OG0000699	n0			Rv1986, Rv0488			XNR_RS27345	
N3.HOG0001135	OG0000700	n0			Rv1652			XNR_RS26095	
N3.HOG0001136	OG0000701	n0			Rv1654			XNR_RS26105	
N3.HOG0001137	OG0000702	n0			Rv0414c			XNR_RS23645	
N3.HOG0001138	OG0000704	n0			Rv2964			XNR_RS11185	
N3.HOG0001139	OG0000705	n0			Rv2439c			XNR_RS21545	
N3.HOG0001140	OG0000706	n0			Rv1133c			XNR_RS04365	
N3.HOG0001141	OG0000707	n1						XNR_RS19425	
N3.HOG0001142	OG0000707	n3			Rv3683			XNR_RS13570	
N3.HOG0001143	OG0000708	n0			Rv1178			XNR_RS08295	
N3.HOG0001144	OG0000709	n0						XNR_RS00140	
N3.HOG0001145	OG0000711	n0			Rv2154c			XNR_RS23745	
N3.HOG0001146	OG0000712	n0			Rv2193			XNR_RS23420	
N3.HOG0001147	OG0000713	n0			Rv2165c			XNR_RS23710	
N3.HOG0001148	OG0000714	n0			Rv1711			XNR_RS25045	
N3.HOG0001149	OG0000715	n0			Rv1536			XNR_RS23790	
N3.HOG0001150	OG0000717	n0			Rv1380			XNR_RS26590	
N3.HOG0001151	OG0000718	n0			Rv0382c			XNR_RS15855	
N3.HOG0001152	OG0000719	n0			Rv1391			XNR_RS26640	
N3.HOG0001153	OG0000720	n0			Rv1407			XNR_RS26685	
N3.HOG0001154	OG0000721	n0			Rv3228			XNR_RS03320, XNR_RS07890	
N3.HOG0001155	OG0000722	n0			Rv2921c			XNR_RS06090	
N3.HOG0001156	OG0000723	n0			Rv2916c			XNR_RS06060	
N3.HOG0001157	OG0000724	n0			Rv2902c			XNR_RS05210	
N3.HOG0001158	OG0000725	n0			Rv0951			XNR_RS19145	
N3.HOG0001159	OG0000726	n0			Rv0952			XNR_RS19150	
N3.HOG0001160	OG0000730	n0			Rv2890c			XNR_RS05960	
N3.HOG0001161	OG0000731	n0			Rv2883c			XNR_RS05950	
N3.HOG0001162	OG0000732	n0			Rv2845c			XNR_RS05720	
N3.HOG0001163	OG0000733	n0			Rv3711c			XNR_RS24720	
N3.HOG0001164	OG0000734	n0			Rv2841c			XNR_RS05695	
N3.HOG0001165	OG0000735	n0			Rv2793c			XNR_RS05670	
N3.HOG0001166	OG0000736	n0			Rv2725c			XNR_RS05295	
N3.HOG0001167	OG0000737	n0			Rv1475c			XNR_RS03845	
N3.HOG0001168	OG0000738	n0			Rv3859c			XNR_RS24035	
N3.HOG0001169	OG0000739	n0			Rv0500			XNR_RS17415	
N3.HOG0001170	OG0000740	n2						XNR_RS27935	
N3.HOG0001171	OG0000741	n0						XNR_RS09210	
N3.HOG0001172	OG0000742	n0			Rv0137c			XNR_RS28650	
N3.HOG0001173	OG0000743	n0			Rv1085c			XNR_RS14995, XNR_RS20100	
N3.HOG0001174	OG0000744	n0			Rv3279c			XNR_RS19925	
N3.HOG0001175	OG0000745	n0			Rv2196			XNR_RS23435	
N3.HOG0001176	OG0000746	n0			Rv1612			XNR_RS23975	
N3.HOG0001177	OG0000747	n0			Rv2192c			XNR_RS23440	
N3.HOG0001178	OG0000748	n0			Rv2538c			XNR_RS26555	
N3.HOG0001179	OG0000749	n0			Rv2540c			XNR_RS26545	
N3.HOG0001180	OG0000750	n0			Rv2445c			XNR_RS21460	
N3.HOG0001181	OG0000751	n0			Rv0564c, Rv2982c			XNR_RS06195	
N3.HOG0001182	OG0000752	n0			Rv1416			XNR_RS26815	
N3.HOG0001183	OG0000753	n0			Rv1409			XNR_RS26795	
N3.HOG0001184	OG0000754	n0						XNR_RS05060	
N3.HOG0001185	OG0000755	n0			Rv1410c				
N3.HOG0001186	OG0000756	n0			Rv1130			XNR_RS00710	
N3.HOG0001187	OG0000758	n0			Rv0992c			XNR_RS10575	
N3.HOG0001188	OG0000759	n0			Rv0820			XNR_RS16110	
N3.HOG0001189	OG0000760	n0			Rv0936, Rv0930			XNR_RS16115	
N3.HOG0001190	OG0000761	n0			Rv0935, Rv0929			XNR_RS16120	
N3.HOG0001191	OG0000762	n0			Rv1110, Rv3382c			XNR_RS20520	
N3.HOG0001192	OG0000763	n0			Rv2364c			XNR_RS21825	
N3.HOG0001193	OG0000764	n0						XNR_RS13145, XNR_RS23230	
N3.HOG0001194	OG0000765	n0						XNR_RS01370	
N3.HOG0001195	OG0000766	n0			Rv1338			XNR_RS00285	
N3.HOG0001196	OG0000767	n0			Rv3045			XNR_RS19970	
N3.HOG0001197	OG0000769	n0			Rv2553c			XNR_RS00825, XNR_RS26535	
N3.HOG0001198	OG0000770	n0			Rv2559c			XNR_RS26505	
N3.HOG0001199	OG0000771	n0			Rv1594			XNR_RS23360	
N3.HOG0001200	OG0000772	n0			Rv1596			XNR_RS17235	
N3.HOG0001201	OG0000773	n0			Rv3838c			XNR_RS14490	
N3.HOG0001202	OG0000774	n0			Rv2448c			XNR_RS21445	
N3.HOG0001203	OG0000775	n0			Rv0512			XNR_RS17520	
N3.HOG0001204	OG0000776	n0			Rv0510			XNR_RS17510	
N3.HOG0001205	OG0000777	n0			Rv0509			XNR_RS17505	
N3.HOG0001206	OG0000778	n0						XNR_RS07495	
N3.HOG0001207	OG0000779	n0			Rv3001c			XNR_RS06535	
N3.HOG0001208	OG0000780	n0			Rv1341			XNR_RS08815	
N3.HOG0001209	OG0000781	n0			Rv1340			XNR_RS08825	
N3.HOG0001210	OG0000782	n0			Rv1649			XNR_RS25950	
N3.HOG0001211	OG0000784	n0			Rv1659			XNR_RS26150	
N3.HOG0001212	OG0000785	n0			Rv1658			XNR_RS07510	
N3.HOG0001213	OG0000786	n0			Rv3458c			XNR_RS26510	
N3.HOG0001214	OG0000787	n0			Rv2522c			XNR_RS08035, XNR_RS00375	
N3.HOG0001215	OG0000788	n0						XNR_RS05490, XNR_RS12940	
N3.HOG0001216	OG0000789	n3			Rv2386c				
N3.HOG0001217	OG0000789	n5			Rv3215				
N3.HOG0001218	OG0000790	n0			Rv2556c			XNR_RS00795	
N3.HOG0001219	OG0000791	n0			Rv0155, Rv2780			XNR_RS25020	
N3.HOG0001220	OG0000792	n0			Rv2218			XNR_RS23215	
N3.HOG0001221	OG0000793	n0			Rv1461			XNR_RS24455	
N3.HOG0001222	OG0000794	n0						XNR_RS26220	
N3.HOG0001223	OG0000795	n0						XNR_RS26215	
N3.HOG0001224	OG0000796	n0			Rv1314c			XNR_RS07205	
N3.HOG0001225	OG0000797	n0			Rv2287			XNR_RS23815, XNR_RS07745	
N3.HOG0001226	OG0000798	n0						XNR_RS08960	
N3.HOG0001227	OG0000799	n0			Rv1437			XNR_RS24370	
N3.HOG0001228	OG0000800	n2			Rv2491			XNR_RS08270	
N3.HOG0001229	OG0000800	n4			Rv1205			XNR_RS06640	
N3.HOG0001230	OG0000801	n0			Rv3566c			XNR_RS31385, XNR_RS08255	
N3.HOG0001231	OG0000802	n0			Rv1605			XNR_RS23925	
N3.HOG0001232	OG0000803	n0			Rv1601			XNR_RS23900	
N3.HOG0001233	OG0000804	n0			Rv1599			XNR_RS23890	
N3.HOG0001234	OG0000805	n0			Rv2121c			XNR_RS26825	
N3.HOG0001235	OG0000806	n0			Rv1638			XNR_RS14205, XNR_RS24330	
N3.HOG0001236	OG0000807	n0			Rv1302			XNR_RS07285	
N3.HOG0001237	OG0000808	n0			Rv2920c			XNR_RS06075	
N3.HOG0001238	OG0000809	n0			Rv1315			XNR_RS09135	
N3.HOG0001239	OG0000810	n0			Rv1310			XNR_RS07245	
N3.HOG0001240	OG0000811	n0			Rv3309c			XNR_RS14280	
N3.HOG0001241	OG0000812	n0			Rv1301			XNR_RS07295	
N3.HOG0001242	OG0000813	n0			Rv1699			XNR_RS25005	
N3.HOG0001243	OG0000814	n0			Rv1292			XNR_RS17545	
N3.HOG0001244	OG0000815	n2						XNR_RS27160	
N3.HOG0001245	OG0000815	n3						XNR_RS11325	
N3.HOG0001246	OG0000816	n0			Rv2976c			XNR_RS27250, XNR_RS00535	
N3.HOG0001247	OG0000817	n0						XNR_RS24755, XNR_RS05135, XNR_RS28005	
N3.HOG0001248	OG0000818	n0			Rv3433c			XNR_RS18695	
N3.HOG0001249	OG0000819	n0			Rv0357c			XNR_RS15935	
N3.HOG0001250	OG0000821	n0			Rv3465			XNR_RS02820	
N3.HOG0001251	OG0000822	n0			Rv1448c			XNR_RS24410	
N3.HOG0001252	OG0000824	n0						XNR_RS05930	
N3.HOG0001253	OG0000825	n0			Rv2241			XNR_RS04135, XNR_RS23270, XNR_RS22430	
N3.HOG0001254	OG0000827	n0			Rv1279			XNR_RS19235	
N3.HOG0001255	OG0000829	n3						XNR_RS27700	
N3.HOG0001256	OG0000829	n5			Rv3406				
N3.HOG0001257	OG0000830	n0			Rv1488			XNR_RS25200, XNR_RS24890	
N3.HOG0001258	OG0000831	n0						XNR_RS03145	
N3.HOG0001259	OG0000833	n0			Rv1028c			XNR_RS01630, XNR_RS06775, XNR_RS04950	
N3.HOG0001260	OG0000835	n0						XNR_RS06555, XNR_RS19385, XNR_RS08570	
N3.HOG0001261	OG0000836	n0			Rv3910			XNR_RS14840, XNR_RS06375	
N3.HOG0001262	OG0000837	n3			Rv3432c			XNR_RS00570	
N3.HOG0001263	OG0000837	n4						XNR_RS22795	
N3.HOG0001264	OG0000838	n0						XNR_RS07570	
N3.HOG0001265	OG0000839	n0			Rv2900c			XNR_RS00575, XNR_RS01010, XNR_RS00600, XNR_RS24160	
N3.HOG0001266	OG0000840	n1			Rv0234c			XNR_RS01500	
N3.HOG0001267	OG0000840	n4						XNR_RS23090, XNR_RS07370	
N3.HOG0001268	OG0000843	n0			Rv3296			XNR_RS05455	
N3.HOG0001269	OG0000844	n0			Rv3073c			XNR_RS25520	
N3.HOG0001270	OG0000845	n0			Rv2776c			XNR_RS01750, XNR_RS23045	
N3.HOG0001271	OG0000846	n0			Rv1593c			XNR_RS12575, XNR_RS05180, XNR_RS25050, XNR_RS14635	
N3.HOG0001272	OG0000847	n0			Rv0321			XNR_RS15520	
N3.HOG0001273	OG0000848	n0			Rv1706A			XNR_RS02990	
N3.HOG0001274	OG0000849	n0			Rv0861c			XNR_RS11675	
N3.HOG0001275	OG0000851	n0			Rv3158			XNR_RS18255, XNR_RS18045	
N3.HOG0001276	OG0000852	n0			Rv3152			XNR_RS18225, XNR_RS18015	
N3.HOG0001277	OG0000853	n0			Rv3148			XNR_RS17195, XNR_RS17995	
N3.HOG0001278	OG0000854	n0			Rv3146			XNR_RS18215, XNR_RS17985	
N3.HOG0001279	OG0000855	n0						XNR_RS23455	
N3.HOG0001280	OG0000856	n0			Rv2400c				
N3.HOG0001281	OG0000857	n0						XNR_RS15130	
N3.HOG0001282	OG0000858	n1			Rv3250c				
N3.HOG0001283	OG0000858	n5			Rv3251c				
N3.HOG0001284	OG0000859	n1						XNR_RS03115	
N3.HOG0001285	OG0000860	n3						XNR_RS02585	
N3.HOG0001286	OG0000860	n5						XNR_RS20740	
N3.HOG0001287	OG0000861	n0			Rv1175c				
N3.HOG0001288	OG0000862	n0			Rv2670c			XNR_RS03680	
N3.HOG0001289	OG0000863	n0			Rv3080c				
N3.HOG0001290	OG0000864	n0			Rv2631			XNR_RS17575	
N3.HOG0001291	OG0000865	n0						XNR_RS24145	
N3.HOG0001292	OG0000866	n0			Rv3173c			XNR_RS03480, XNR_RS04265, XNR_RS20865	
N3.HOG0001293	OG0000867	n0						XNR_RS25720	
N3.HOG0001294	OG0000870	n0			Rv0327c, Rv0568, Rv1666c, Rv0764c, Rv3059, Rv3685c, Rv0136				
N3.HOG0001295	OG0000871	n0			Rv0233			XNR_RS07835	
N3.HOG0001296	OG0000872	n0			Rv0921, Rv2979c, Rv0605, Rv2792c, Rv2886c, Rv3828c				
N3.HOG0001297	OG0000873	n1			Rv0897c, Rv2997, Rv1432			XNR_RS02360	
N3.HOG0001298	OG0000873	n5			Rv3829c				
N3.HOG0001299	OG0000874	n0			Rv1291c, Rv1271c, Rv3354, Rv1690, Rv1810, Rv1804c, Rv3067				
N3.HOG0001300	OG0000875	n0			Rv3563, Rv3564, Rv1933c			XNR_RS28840	
N3.HOG0001301	OG0000876	n0			Rv3562, Rv3560c, Rv1934c			XNR_RS28835	
N3.HOG0001302	OG0000877	n0			Rv1996, Rv2005c, Rv2623, Rv2026c, Rv2028c, Rv3134c, Rv2624c				
N3.HOG0001303	OG0000878	n0			Rv2072c			XNR_RS26240, XNR_RS23140	
N3.HOG0001304	OG0000879	n0			Rv2349c, Rv2350c, Rv2351c				
N3.HOG0001305	OG0000880	n2						XNR_RS25400	
N3.HOG0001306	OG0000880	n3						XNR_RS10580	
N3.HOG0001307	OG0000883	n0						XNR_RS19800, XNR_RS17300, XNR_RS16255, XNR_RS19995, XNR_RS27425, XNR_RS13665, XNR_RS14400	
N3.HOG0001308	OG0000884	n0						XNR_RS09155, XNR_RS05465, XNR_RS26340, XNR_RS07660, XNR_RS03855, XNR_RS09070, XNR_RS09685	
N3.HOG0001309	OG0000885	n0						XNR_RS21055, XNR_RS19200, XNR_RS21050, XNR_RS19195, XNR_RS19205, XNR_RS20545, XNR_RS17535	
N3.HOG0001310	OG0000887	n0			Rv0001			XNR_RS14900	
N3.HOG0001311	OG0000888	n0			Rv0002			XNR_RS14910	
N3.HOG0001312	OG0000889	n0			Rv3716c			XNR_RS13695	
N3.HOG0001313	OG0000890	n0			Rv3715c			XNR_RS13690	
N3.HOG0001314	OG0000891	n0			Rv3644c			XNR_RS13375	
N3.HOG0001315	OG0000892	n0			Rv1003			XNR_RS10375	
N3.HOG0001316	OG0000894	n0			Rv1011			XNR_RS10350	
N3.HOG0001317	OG0000895	n0			Rv1018c			XNR_RS10220	
N3.HOG0001318	OG0000896	n0			Rv1015c			XNR_RS10250	
N3.HOG0001319	OG0000897	n0			Rv1014c			XNR_RS10255	
N3.HOG0001320	OG0000898	n0			Rv1020			XNR_RS10025	
N3.HOG0001321	OG0000899	n0			Rv1021			XNR_RS09965	
N3.HOG0001322	OG0000900	n0			Rv3625c			XNR_RS17005	
N3.HOG0001323	OG0000901	n0			Rv3624c			XNR_RS17010	
N3.HOG0001324	OG0000903	n0			Rv0812			XNR_RS29105	
N3.HOG0001325	OG0000904	n0			Rv3608c			XNR_RS17045	
N3.HOG0001326	OG0000905	n0			Rv0823c			XNR_RS21895	
N3.HOG0001327	OG0000906	n0			Rv3582c			XNR_RS12740	
N3.HOG0001328	OG0000907	n0			Rv3581c			XNR_RS12735	
N3.HOG0001329	OG0000908	n0			Rv2992c			XNR_RS06280	
N3.HOG0001330	OG0000909	n0			Rv2335				
N3.HOG0001331	OG0000910	n0			Rv0639			XNR_RS18355	
N3.HOG0001332	OG0000911	n0			Rv0641			XNR_RS18365	
N3.HOG0001333	OG0000912	n0			Rv0652			XNR_RS18380	
N3.HOG0001334	OG0000913	n0			Rv0682			XNR_RS18425	
N3.HOG0001335	OG0000914	n0			Rv0702			XNR_RS18480	
N3.HOG0001336	OG0000915	n0			Rv0706			XNR_RS18500	
N3.HOG0001337	OG0000916	n0			Rv0708			XNR_RS18510	
N3.HOG0001338	OG0000917	n0			Rv0710			XNR_RS18520	
N3.HOG0001339	OG0000918	n0			Rv0715			XNR_RS18530	
N3.HOG0001340	OG0000919	n0			Rv0720			XNR_RS18555	
N3.HOG0001341	OG0000920	n0			Rv0722			XNR_RS18565	
N3.HOG0001342	OG0000921	n0			Rv0723			XNR_RS18570	
N3.HOG0001343	OG0000922	n0			Rv3462c			XNR_RS18590	
N3.HOG0001344	OG0000923	n0			Rv3461c			XNR_RS18595	
N3.HOG0001345	OG0000924	n0			Rv3457c			XNR_RS18610	
N3.HOG0001346	OG0000925	n0			Rv3456c			XNR_RS18615	
N3.HOG0001347	OG0000926	n0			Rv3455c			XNR_RS18620	
N3.HOG0001348	OG0000927	n0			Rv0389				
N3.HOG0001349	OG0000928	n2			Rv2143, Rv2030c			XNR_RS04910	
N3.HOG0001350	OG0000928	n4			Rv0571c			XNR_RS04335	
N3.HOG0001351	OG0000929	n0			Rv3695			XNR_RS09445	
N3.HOG0001352	OG0000930	n0						XNR_RS25830, XNR_RS19240	
N3.HOG0001353	OG0000931	n0			Rv0252				
N3.HOG0001354	OG0000932	n0			Rv0176, Rv1078			XNR_RS08915, XNR_RS08910	
N3.HOG0001355	OG0000933	n0			Rv2928			XNR_RS29360, XNR_RS04905, XNR_RS29060	
N3.HOG0001356	OG0000935	n0						XNR_RS21480	
N3.HOG0001357	OG0000936	n0						XNR_RS09185	
N3.HOG0001358	OG0000937	n0						XNR_RS03295	
N3.HOG0001359	OG0000938	n0			Rv2157c			XNR_RS23730	
N3.HOG0001360	OG0000939	n3						XNR_RS02080	
N3.HOG0001361	OG0000939	n4			Rv0906			XNR_RS01270	
N3.HOG0001362	OG0000940	n0			Rv3578			XNR_RS16905	
N3.HOG0001363	OG0000941	n0						XNR_RS27910, XNR_RS19310	
N3.HOG0001364	OG0000942	n0						XNR_RS22805	
N3.HOG0001365	OG0000943	n0						XNR_RS17525, XNR_RS00650	
N3.HOG0001366	OG0000944	n0			Rv3422c			XNR_RS18760	
N3.HOG0001367	OG0000945	n0			Rv3421c			XNR_RS18775	
N3.HOG0001368	OG0000946	n0			Rv3418c			XNR_RS18825	
N3.HOG0001369	OG0000947	n3			Rv2409c				
N3.HOG0001370	OG0000947	n4			Rv2569c				
N3.HOG0001371	OG0000948	n0			Rv0956			XNR_RS19170	
N3.HOG0001372	OG0000949	n0			Rv0957			XNR_RS19175	
N3.HOG0001373	OG0000950	n0			Rv0949			XNR_RS19090	
N3.HOG0001374	OG0000951	n0			Rv3014c			XNR_RS06625	
N3.HOG0001375	OG0000955	n1						XNR_RS21780	
N3.HOG0001376	OG0000955	n2						XNR_RS21225	
N3.HOG0001377	OG0000956	n0			Rv2736c			XNR_RS05400	
N3.HOG0001378	OG0000957	n0			Rv3589			XNR_RS17305	
N3.HOG0001379	OG0000958	n0			Rv3353c, Rv3352c, Rv0063, Rv3351c				
