HOG	OG	Gene Tree Parent Clade	bsu2	ecol2	mtub2	pae2	sac2	salb2	sen2
N1.HOG0003858	OG0003581	-		b0458					STM0471
N1.HOG0003859	OG0003582	-		b0460					STM0473
N1.HOG0003860	OG0003583	-		b0461					STM0474
N1.HOG0003861	OG0003584	-		b0466					STM0480
N1.HOG0003862	OG0003585	-		b0467					STM0481
N1.HOG0003863	OG0003586	-		b0477					STM0491
N1.HOG0003864	OG0003587	-		b0480					STM0494
N1.HOG0003865	OG0003588	-		b0482					STM0496
N1.HOG0003866	OG0003589	-		b0490					STM0502
N1.HOG0003867	OG0003590	-		b0498, b3483					
N1.HOG0003868	OG0003591	-		b0528					STM0541
N1.HOG0003869	OG0003592	-		b0534					STM0548
N1.HOG0003870	OG0003593	-		b0537					STM0554
N1.HOG0003871	OG0003594	-		b0551					STM2239
N1.HOG0003872	OG0003595	-		b1556, b0554					
N1.HOG0003873	OG0003596	-		b0565					STM2395
N1.HOG0003874	OG0003597	-		b0568		PA4667			
N1.HOG0003875	OG0003598	-		b0580					STM0582
N1.HOG0003876	OG0003599	-		b0587					STM0589
N1.HOG0003877	OG0003600	-		b0603					STM0606
N1.HOG0003878	OG0003601	-		b0607					STM0614
N1.HOG0003879	OG0003602	-		b0611					STM0617
N1.HOG0003880	OG0003603	-		b0622					STM0628
N1.HOG0003881	OG0003604	-		b0629					STM0634
N1.HOG0003882	OG0003605	-		b0641					STM0647
N1.HOG0003883	OG0003606	-		b0643					STM0653
N1.HOG0003884	OG0003607	-		b0644					STM0654
N1.HOG0003885	OG0003608	-		b0650					STM0659
N1.HOG0003886	OG0003609	-		b0681					STM0687
N1.HOG0003887	OG0003610	-		b0682					STM0688
N1.HOG0003888	OG0003611	-		b0685					STM0695
N1.HOG0003889	OG0003612	-		b0687					STM0697
N1.HOG0003890	OG0003613	-		b0692					STM0700
N1.HOG0003891	OG0003614	-		b0699					STM0708
N1.HOG0003892	OG0003615	-		b0732	Rv0648				
N1.HOG0003893	OG0003616	-		b0735					STM0743
N1.HOG0003894	OG0003617	-		b0739					STM0747
N1.HOG0003895	OG0003618	-		b0753					STM0759
N1.HOG0003896	OG0003619	-		b0760					STM0778
N1.HOG0003897	OG0003620	-		b0762					STM0780
N1.HOG0003898	OG0003621	-		b0772					STM0786
N1.HOG0003899	OG0003622	-		b0791					STM0814
N1.HOG0003900	OG0003623	-		b0794					STM0817
N1.HOG0003901	OG0003624	-		b0795					STM0818
N1.HOG0003902	OG0003625	-		b0802					STM0823
N1.HOG0003903	OG0003626	-		b0804		PA4515			
N1.HOG0003904	OG0003627	-		b0810					STM0829
N1.HOG0003905	OG0003628	-		b0821					STM0841
N1.HOG0003906	OG0003629	-		b0823					STM0843
N1.HOG0003907	OG0003630	-		b0824					STM0844
N1.HOG0003908	OG0003631	-		b0836					STM0853
N1.HOG0003909	OG0003632	-		b0842					STM0866
N1.HOG0003910	OG0003633	-		b0847					STM0870
N1.HOG0003911	OG0003634	-		b0848					STM0871
N1.HOG0003912	OG0003635	-		b0850					STM0873
N1.HOG0003913	OG0003636	-		b0853					STM0876
N1.HOG0003914	OG0003637	-		b0858					STM0881
N1.HOG0003915	OG0003638	-		b0861					STM0888
N1.HOG0003916	OG0003639	-		b0862					STM0889
N1.HOG0003917	OG0003640	-		b0865					STM0892
N1.HOG0003918	OG0003641	-		b0866					STM0930
N1.HOG0003919	OG0003642	-		b0873					STM0937
N1.HOG0003920	OG0003643	-		b0876					STM0939
N1.HOG0003921	OG0003644	-		b0919					STM0989
N1.HOG0003922	OG0003645	-		b0922					STM0992
N1.HOG0003923	OG0003646	-		b0923					STM0993
N1.HOG0003924	OG0003647	-		b0924					STM0994
N1.HOG0003925	OG0003648	-		b0925					STM0995
N1.HOG0003926	OG0003649	-		b0926					STM0996
N1.HOG0003927	OG0003650	-		b0928					STM0998
N1.HOG0003928	OG0003651	-		b0942					STM0025
N1.HOG0003929	OG0003652	-		b0946					STM1059
N1.HOG0003930	OG0003653	-		b0951					STM1064
N1.HOG0003931	OG0003654	-		b0952					STM1065
N1.HOG0003932	OG0003655	-		b0956					STM1069
N1.HOG0003933	OG0003656	-		b0957					STM1070
N1.HOG0003934	OG0003657	-		b0958					STM1071
N1.HOG0003935	OG0003658	-		b0959					STM1072
N1.HOG0003936	OG0003659	-		b0964					STM1077
N1.HOG0003937	OG0003660	-		b0966					STM1079
N1.HOG0003938	OG0003661	-		b0977					STM1791
N1.HOG0003939	OG0003662	-		b0989					STM1243
N1.HOG0003940	OG0003663	-		b0993					STM3826
N1.HOG0003941	OG0003664	-		b0994					STM3825
N1.HOG0003942	OG0003665	-		b0995					STM3824
N1.HOG0003943	OG0003666	-		b0996					STM3823
N1.HOG0003944	OG0003667	-		b0998					STM3821
N1.HOG0003945	OG0003668	-		b0999					STM1111
N1.HOG0003946	OG0003669	-		b1000					STM1112
N1.HOG0003947	OG0003670	-		b1003					STM1118
N1.HOG0003948	OG0003671	-		b1020					STM1126
N1.HOG0003949	OG0003672	-		b1025, b1785					
N1.HOG0003950	OG0003673	-		b1034					STM1136
N1.HOG0003951	OG0003674	-		b1035					STM1137
N1.HOG0003952	OG0003675	-		b1037					STM1139
N1.HOG0003953	OG0003676	-		b1038					STM1140
N1.HOG0003954	OG0003677	-		b1039					STM1141
N1.HOG0003955	OG0003678	-		b1040					STM1142
N1.HOG0003956	OG0003679	-		b1041					STM1143
N1.HOG0003957	OG0003680	-		b1042					STM1144
N1.HOG0003958	OG0003681	-		b1043					STM1145
N1.HOG0003959	OG0003682	-		b1047					STM1149
N1.HOG0003960	OG0003683	-		b1050					STM1152
N1.HOG0003961	OG0003684	-		b1051					STM1153
N1.HOG0003962	OG0003685	-		b1058					STM1159
N1.HOG0003963	OG0003686	-		b1059					STM1160
N1.HOG0003964	OG0003687	-		b1060					STM1161
N1.HOG0003965	OG0003688	-		b1063					STM1164
N1.HOG0003966	OG0003689	-		b1064					STM1165
N1.HOG0003967	OG0003690	-		b1070					STM1171
N1.HOG0003968	OG0003691	-		b1071					STM1172
N1.HOG0003969	OG0003692	-		b1104					STM1206
N1.HOG0003970	OG0003693	-		b1105					STM1207
N1.HOG0003971	OG0003694	-		b1106					STM1208
N1.HOG0003972	OG0003695	-		b1108					STM1210
N1.HOG0003973	OG0003696	-		b1112					STM1214
N1.HOG0003974	OG0003697	-		b1116					STM1217
N1.HOG0003975	OG0003698	-		b1119					STM1220
N1.HOG0003976	OG0003699	-		b1154					STM2235
N1.HOG0003977	OG0003700	-		b1160					STM1110
N1.HOG0003978	OG0003701	-		b1177					STM0905
N1.HOG0003979	OG0003702	-		b1178					STM2610
N1.HOG0003980	OG0003703	-		b1187					STM1805
N1.HOG0003981	OG0003704	-		b1193					STM1799
N1.HOG0003982	OG0003705	-		b1194					STM1798
N1.HOG0003983	OG0003706	-		b1199				XNR_RS23170	
N1.HOG0003984	OG0003707	-		b1200				XNR_RS23165	
N1.HOG0003985	OG0003708	-		b1205					STM1782
N1.HOG0003986	OG0003709	-		b1209					STM1778
N1.HOG0003987	OG0003710	-		b1213					STM1774
N1.HOG0003988	OG0003711	-		b1217					STM1770
N1.HOG0003989	OG0003712	-		b1219					STM1769
N1.HOG0003990	OG0003713	-		b1237					STM1751
N1.HOG0003991	OG0003714	-		b1238					STM1750
N1.HOG0003992	OG0003715	-		b1248					STM1740
N1.HOG0003993	OG0003716	-		b1255					STM1734
N1.HOG0003994	OG0003717	-		b1258					STM1729
N1.HOG0003995	OG0003718	-		b1273					STM1715
N1.HOG0003996	OG0003719	-		b1278					STM1710
N1.HOG0003997	OG0003720	-		b1279					STM1709
N1.HOG0003998	OG0003721	-		b1280					STM1708
N1.HOG0003999	OG0003722	-		b1283					STM1705
N1.HOG0004000	OG0003723	-		b1284					STM1704
N1.HOG0004001	OG0003724	-		b1286					STM1702
N1.HOG0004002	OG0003725	-		b1287					STM1701
N1.HOG0004003	OG0003726	-		b1290					STM1696
N1.HOG0004004	OG0003727	-		b1292					STM1694
N1.HOG0004005	OG0003728	-		b1293					STM1693
N1.HOG0004006	OG0003729	-		b1305					STM1689
N1.HOG0004007	OG0003730	-		b1306					STM1688
N1.HOG0004008	OG0003731	-		b1307					STM1687
N1.HOG0004009	OG0003732	-		b1314				XNR_RS04435	
N1.HOG0004010	OG0003733	-		b1321					STM1685
N1.HOG0004011	OG0003734	-		b1322					STM1684
N1.HOG0004012	OG0003735	-		b1332					STM1662
N1.HOG0004013	OG0003736	-		b1336				XNR_RS24770	
N1.HOG0004014	OG0003737	-		b1337	Rv3306c				
N1.HOG0004015	OG0003738	-		b4527, b1571					
N1.HOG0004016	OG0003739	-		b1375, b1544					
N1.HOG0004017	OG0003740	-		b1376					STM1652
N1.HOG0004018	OG0003741	-		b1379					STM1648
N1.HOG0004019	OG0003742	-		b1381					STM1646
N1.HOG0004020	OG0003744	-		b1389				XNR_RS10735	
N1.HOG0004021	OG0003745	-		b1390				XNR_RS29170	
N1.HOG0004022	OG0003746	-		b1406				XNR_RS11845	
N1.HOG0004023	OG0003747	-		b1411		PA2539			
N1.HOG0004024	OG0003748	-		b1414					STM1640
N1.HOG0004025	OG0003749	-		b1418					STM1639
N1.HOG0004026	OG0003750	-		b1419		PA3367			
N1.HOG0004027	OG0003751	-		b1424					STM1622
N1.HOG0004028	OG0003752	-		b1428					STM1610
N1.HOG0004029	OG0003753	-		b1429					STM1609
N1.HOG0004030	OG0003754	-		b1431					STM1607
N1.HOG0004031	OG0003755	-		b1435					STM1604
N1.HOG0004032	OG0003756	-		b1436					STM1603
N1.HOG0004033	OG0003757	-		b1445					STM1596
N1.HOG0004034	OG0003758	-		b1446					STM1592
N1.HOG0004035	OG0003759	-		b1452					STM1586
N1.HOG0004036	OG0003760	-		b1473					STM1571
N1.HOG0004037	OG0003761	-		b1480					STM1565
N1.HOG0004038	OG0003762	-		b1481					STM1564
N1.HOG0004039	OG0003763	-		b1496	Rv1819c				
N1.HOG0004040	OG0003764	-		b4320, b1502					
N1.HOG0004041	OG0003765	-		b1508	Rv1956				
N1.HOG0004042	OG0003766	-		b1511					STM4072
N1.HOG0004043	OG0003767	-		b1513					STM4074
N1.HOG0004044	OG0003768	-		b1514					STM4075
N1.HOG0004045	OG0003769	-		b1515					STM4076
N1.HOG0004046	OG0003770	-		b1516					STM4077
N1.HOG0004047	OG0003771	-		b1517					STM4078
N1.HOG0004048	OG0003772	-		b1520					STM1527
N1.HOG0004049	OG0003773	-		b1523					STM1526
N1.HOG0004050	OG0003774	-		b1532					STM1518
N1.HOG0004051	OG0003775	-		b1536					STM1515
N1.HOG0004052	OG0003776	-		b1538					STM1512
N1.HOG0004053	OG0003777	-		b1541					STM1509
N1.HOG0004054	OG0003778	-		b1553					STM1869
N1.HOG0004055	OG0003779	-		b1560					STM2240
N1.HOG0004056	OG0003780	-		b1564					STM4449
N1.HOG0004057	OG0003782	-		b1583					STM1503
N1.HOG0004058	OG0003783	-		b1585					STM1501
N1.HOG0004059	OG0003784	-		b1604					STM1478
N1.HOG0004060	OG0003785	-		b1606		PA3437			
N1.HOG0004061	OG0003786	-		b1610					STM1470
N1.HOG0004062	OG0003787	-		b1625					STM1461
N1.HOG0004063	OG0003788	-		b1626					STM1460
N1.HOG0004064	OG0003789	-		b1643					STM1443
N1.HOG0004065	OG0003790	-		b1645					STM1441
N1.HOG0004066	OG0003791	-		b1648					STM1438
N1.HOG0004067	OG0003792	-		b1659					STM1429
N1.HOG0004068	OG0003793	-		b1667					STM3461
N1.HOG0004069	OG0003794	-		b1670					STM2063
N1.HOG0004070	OG0003795	-		b1675					STM1388
N1.HOG0004071	OG0003796	-		b1684					STM1369
N1.HOG0004072	OG0003797	-		b1685					STM1367
N1.HOG0004073	OG0003798	-		b1689					STM1362
N1.HOG0004074	OG0003799	-		b1694					STM1357
N1.HOG0004075	OG0003800	-		b1700					STM1351
N1.HOG0004076	OG0003801	-		b1705					STM1346
N1.HOG0004077	OG0003802	-		b1707					STM1344
N1.HOG0004078	OG0003803	-		b1709					STM1342
N1.HOG0004079	OG0003804	-		b1722					STM1327
N1.HOG0004080	OG0003805	-		b1724					STM1325
N1.HOG0004081	OG0003806	-		b1726					STM1323
N1.HOG0004082	OG0003807	-		b1731					STM1319
N1.HOG0004083	OG0003808	-		b1733					STM1317
N1.HOG0004084	OG0003809	-		b1735					STM1315
N1.HOG0004085	OG0003810	-		b1741					STM1309
N1.HOG0004086	OG0003811	-		b1742		PA5104			
N1.HOG0004087	OG0003812	-		b1743					STM1308
N1.HOG0004088	OG0003813	-		b1758		PA3857			
N1.HOG0004089	OG0003814	-		b1760					STM1300
N1.HOG0004090	OG0003815	-		b1786					STM1283
N1.HOG0004091	OG0003816	-		b1787					STM1282
N1.HOG0004092	OG0003817	-		b1788					STM1281
N1.HOG0004093	OG0003818	-		b1793					STM1275
N1.HOG0004094	OG0003819	-		b1796					STM1272
N1.HOG0004095	OG0003820	-		b1810					STM0327
N1.HOG0004096	OG0003821	-		b1811					STM1823
N1.HOG0004097	OG0003822	-		b1815					STM1827
N1.HOG0004098	OG0003823	-		b1820					STM1833
N1.HOG0004099	OG0003824	-		b1824					STM1838
N1.HOG0004100	OG0003825	-		b1825					STM1839
N1.HOG0004101	OG0003826	-		b1826					STM1840
N1.HOG0004102	OG0003827	-		b1833					STM1848
N1.HOG0004103	OG0003828	-		b1836					STM1851
N1.HOG0004104	OG0003829	-		b1837					STM1852
N1.HOG0004105	OG0003830	-		b1839					STM1873
N1.HOG0004106	OG0003831	-		b1847					STM1881
N1.HOG0004107	OG0003832	-		b1855					STM1889
N1.HOG0004108	OG0003833	-		b1865					STM1900
N1.HOG0004109	OG0003834	-		b1869					STM1904
N1.HOG0004110	OG0003835	-		b1875					STM1908
N1.HOG0004111	OG0003836	-		b1878					STM1912
N1.HOG0004112	OG0003837	-		b1891					STM1924
N1.HOG0004113	OG0003838	-		b1892					STM1925
N1.HOG0004114	OG0003839	-		b1904					STM1934
N1.HOG0004115	OG0003840	-		b1906					STM1936
N1.HOG0004116	OG0003841	-		b1915					STM1949
N1.HOG0004117	OG0003842	-		b1921					STM1955
N1.HOG0004118	OG0003843	-		b1926					STM1962
N1.HOG0004119	OG0003844	-		b1928					STM1964
N1.HOG0004120	OG0003845	-		b1944					STM1975
N1.HOG0004121	OG0003846	-		b1951					STM1982
N1.HOG0004122	OG0003847	-		b1953					STM1984
N1.HOG0004123	OG0003848	-		b1955					STM1986
N1.HOG0004124	OG0003849	-		b1956					STM1987
N1.HOG0004125	OG0003850	-		b1957					STM1988
N1.HOG0004126	OG0003851	-		b1963					STM1994
N1.HOG0004127	OG0003852	-		b1967		PA1135			
N1.HOG0004128	OG0003853	-		b2007					STM2059
N1.HOG0004129	OG0003854	-		b2008					STM2060
N1.HOG0004130	OG0003855	-		b2009					STM2061
N1.HOG0004131	OG0003856	-		b2016					STM2070
N1.HOG0004132	OG0003857	-		b2043					STM2099
N1.HOG0004133	OG0003858	-		b2045					STM2101
N1.HOG0004134	OG0003859	-		b2056					STM2112
N1.HOG0004135	OG0003860	-		b2057					STM2113
N1.HOG0004136	OG0003861	-		b2058					STM2114
N1.HOG0004137	OG0003862	-		b2073				XNR_RS09620	
N1.HOG0004138	OG0003863	-		b2079					STM2131
N1.HOG0004139	OG0003864	-		b2080		PA0329			
N1.HOG0004140	OG0003865	-		b2082					STM2694
N1.HOG0004141	OG0003866	-		b2094					STM3258
N1.HOG0004142	OG0003867	-		b2097					STM2141
N1.HOG0004143	OG0003868	-		b2098					STM2142
N1.HOG0004144	OG0003869	-		b2100					STM2144
N1.HOG0004145	OG0003870	-		b2106					STM3024
N1.HOG0004146	OG0003871	-		b2107					STM2148
N1.HOG0004147	OG0003872	-		b2108					STM2149
N1.HOG0004148	OG0003873	-		b2110					STM2151
N1.HOG0004149	OG0003874	-		b2111					STM2152
N1.HOG0004150	OG0003875	-		b2112					STM2153
N1.HOG0004151	OG0003876	-		b2119				XNR_RS19130	
N1.HOG0004152	OG0003877	-		b2120				XNR_RS19135	
N1.HOG0004153	OG0003878	-		b2121				XNR_RS19140	
N1.HOG0004154	OG0003879	-		b2130					STM2164
N1.HOG0004155	OG0003880	-		b2133					STM2167
N1.HOG0004156	OG0003881	-		b2143					STM2183
N1.HOG0004157	OG0003882	-		b2144					STM2184
N1.HOG0004158	OG0003883	-		b2145					STM2185
N1.HOG0004159	OG0003884	-		b2150					STM2190
N1.HOG0004160	OG0003885	-		b2160, b2166					
N1.HOG0004161	OG0003886	-		b2165				XNR_RS27955	
N1.HOG0004162	OG0003887	-		b2173					STM2212
N1.HOG0004163	OG0003888	-		b2181					STM2220
N1.HOG0004164	OG0003889	-		b2187					STM2227
N1.HOG0004165	OG0003890	-		b2205					STM2258
N1.HOG0004166	OG0003891	-		b2216					STM2269
N1.HOG0004167	OG0003892	-		b2218					STM2271
N1.HOG0004168	OG0003893	-		b2223		PA2002			
N1.HOG0004169	OG0003894	-		b2226		PA4488			
N1.HOG0004170	OG0003895	-		b2229		PA4490			
N1.HOG0004171	OG0003896	-		b2230		PA4491			
N1.HOG0004172	OG0003897	-		b2234					STM2277
N1.HOG0004173	OG0003898	-		b2236					STM2279
N1.HOG0004174	OG0003899	-		b2242					STM2285
N1.HOG0004175	OG0003900	-		b2248					STM2292
N1.HOG0004176	OG0003901	-		b2250					STM2294
N1.HOG0004177	OG0003902	-		b2252					STM2296
N1.HOG0004178	OG0003903	-		b2259					STM2304
N1.HOG0004179	OG0003904	-		b2261					STM2306
N1.HOG0004180	OG0003905	-		b2265					STM2310
N1.HOG0004181	OG0003906	-		b2269					STM2287
N1.HOG0004182	OG0003907	-		b2294					STM2335
N1.HOG0004183	OG0003908	-		b2295					STM2336
N1.HOG0004184	OG0003909	-		b2303		PA3439			
N1.HOG0004185	OG0003910	-		b2314					STM2364
N1.HOG0004186	OG0003911	-		b2321					STM2371
N1.HOG0004187	OG0003912	-		b2325					STM2380
N1.HOG0004188	OG0003913	-		b2326					STM2381
N1.HOG0004189	OG0003914	-		b2328					STM2383
N1.HOG0004190	OG0003915	-		b2331					STM2386
N1.HOG0004191	OG0003916	-		b2332					STM0201
N1.HOG0004192	OG0003917	-		b2333					STM0200
N1.HOG0004193	OG0003918	-		b2334					STM0199
N1.HOG0004194	OG0003919	-		b2335					STM0198
N1.HOG0004195	OG0003920	-		b2339					STM0195
N1.HOG0004196	OG0003921	-		b2343					STM2390
N1.HOG0004197	OG0003922	-		b2349, b2442					
N1.HOG0004198	OG0003923	-		b2364					STM3800
N1.HOG0004199	OG0003924	-		b2365					STM3801
N1.HOG0004200	OG0003925	-		b2375					STM3030
N1.HOG0004201	OG0003926	-		b2377					STM2400
N1.HOG0004202	OG0003927	-		b2389					STM2404
N1.HOG0004203	OG0003928	-		b2395					STM2410
N1.HOG0004204	OG0003929	-		b2398					STM2413
N1.HOG0004205	OG0003930	-		b2399					STM2414
N1.HOG0004206	OG0003931	-		b2405					STM2420
N1.HOG0004207	OG0003932	-		b2418					STM2435
N1.HOG0004208	OG0003933	-		b2419					STM2438
N1.HOG0004209	OG0003934	-		b2432					STM2447
N1.HOG0004210	OG0003935	-		b2433					STM2448
N1.HOG0004211	OG0003936	-		b2438					STM2455
N1.HOG0004212	OG0003937	-		b2451					STM2459
N1.HOG0004213	OG0003938	-		b2453					STM2461
N1.HOG0004214	OG0003939	-		b2454					STM2462
N1.HOG0004215	OG0003940	-		b2459					STM2467
N1.HOG0004216	OG0003941	-		b2460					STM2468
N1.HOG0004217	OG0003942	-		b2466					STM2476
N1.HOG0004218	OG0003943	-		b2473		PA3859			
N1.HOG0004219	OG0003944	-		b2477					STM2488
N1.HOG0004220	OG0003945	-		b2503					STM2503
N1.HOG0004221	OG0003946	-		b2504					STM2506
N1.HOG0004222	OG0003947	-		b2510					STM2518
N1.HOG0004223	OG0003948	-		b2513					STM2521
N1.HOG0004224	OG0003949	-		b2519					STM2531
N1.HOG0004225	OG0003950	-		b2522					STM2535
N1.HOG0004226	OG0003951	-		b2523					STM2536
N1.HOG0004227	OG0003952	-		b2535					STM2553
N1.HOG0004228	OG0003953	-		b2549				XNR_RS02140	
N1.HOG0004229	OG0003954	-		b2555					STM2563
N1.HOG0004230	OG0003955	-		b2556					STM2564
N1.HOG0004231	OG0003956	-		b2560					STM2569
N1.HOG0004232	OG0003957	-		b2561					STM2572
N1.HOG0004233	OG0003958	-		b2575					STM2642
N1.HOG0004234	OG0003959	-		b2579					STM2646
N1.HOG0004235	OG0003960	-		b2581					STM2648
N1.HOG0004236	OG0003961	-		b2585					STM2652
N1.HOG0004237	OG0003962	-		b2597					STM2665
N1.HOG0004238	OG0003963	-		b2625, b4688					
N1.HOG0004239	OG0003964	-		b2659					STM2789
N1.HOG0004240	OG0003965	-		b2669					STM2799
N1.HOG0004241	OG0003966	-		b2670					STM2800
N1.HOG0004242	OG0003967	-		b2671					STM2801
N1.HOG0004243	OG0003968	-		b2672					STM2802
N1.HOG0004244	OG0003969	-		b2679					STM2811
N1.HOG0004245	OG0003970	-		b2705					STM2835
N1.HOG0004246	OG0003971	-		b2706					STM2836
N1.HOG0004247	OG0003972	-		b2712					STM2842
N1.HOG0004248	OG0003973	-		b2717					STM2845
N1.HOG0004249	OG0003974	-		b2720					STM2848
N1.HOG0004250	OG0003975	-		b2725					STM2853
N1.HOG0004251	OG0003976	-		b2726					STM2854
N1.HOG0004252	OG0003977	-		b2727					STM2855
N1.HOG0004253	OG0003978	-		b2729					STM2857
N1.HOG0004254	OG0003979	-		b2730					STM2858
N1.HOG0004255	OG0003980	-		b2732					STM2860
N1.HOG0004256	OG0003981	-		b2736					STM2918
N1.HOG0004257	OG0003982	-		b2749					STM2932
N1.HOG0004258	OG0003983	-		b2754					STM2937
N1.HOG0004259	OG0003984	-		b2755					STM2938
N1.HOG0004260	OG0003985	-		b2760					STM2943
N1.HOG0004261	OG0003986	-		b3874, b2775					
N1.HOG0004262	OG0003987	-		b2791					STM2964
N1.HOG0004263	OG0003988	-		b2793					STM2967
N1.HOG0004264	OG0003989	-		b2796					STM2970
N1.HOG0004265	OG0003990	-		b2801					STM3792
N1.HOG0004266	OG0003991	-		b2802					STM2976
N1.HOG0004267	OG0003992	-		b2803					STM2977
N1.HOG0004268	OG0003993	-		b2804					STM2978
N1.HOG0004269	OG0003994	-		b2805					STM2979
N1.HOG0004270	OG0003995	-		b2809					STM2983
N1.HOG0004271	OG0003996	-		b2823					STM2997
N1.HOG0004272	OG0003997	-		b2824					STM2998
N1.HOG0004273	OG0003998	-		b2825					STM2999
N1.HOG0004274	OG0003999	-		b2826					STM3000
N1.HOG0004275	OG0004000	-		b2831					STM3005
N1.HOG0004276	OG0004001	-		b2836					STM3010
N1.HOG0004277	OG0004002	-		b2840					STM3015
N1.HOG0004278	OG0004003	-		b2845					STM3022
N1.HOG0004279	OG0004004	-		b2847					STM3759
N1.HOG0004280	OG0004005	-		b2848					STM3758
N1.HOG0004281	OG0004006	-		b2852					STM2876
N1.HOG0004282	OG0004007	-		b2871					STM1002
N1.HOG0004283	OG0004008	-		b2895					STM3045
N1.HOG0004284	OG0004009	-		b2896					STM3046
N1.HOG0004285	OG0004010	-		b2900					STM3050
N1.HOG0004286	OG0004011	-		b2909					STM3059
N1.HOG0004287	OG0004012	-		b2922					STM3065
N1.HOG0004288	OG0004013	-		b2939					STM3087
N1.HOG0004289	OG0004014	-		b2940					STM3088
N1.HOG0004290	OG0004015	-		b2956					STM3105
N1.HOG0004291	OG0004016	-		b2958					STM3107
N1.HOG0004292	OG0004017	-		b2988					STM3139
N1.HOG0004293	OG0004018	-		b2989					STM3140
N1.HOG0004294	OG0004019	-		b2990					STM3143
N1.HOG0004295	OG0004020	-		b2992					STM3145
N1.HOG0004296	OG0004021	-		b2993					STM3146
N1.HOG0004297	OG0004022	-		b2995					STM3148
N1.HOG0004298	OG0004023	-		b2996					STM3149
N1.HOG0004299	OG0004024	-		b2997					STM3150
N1.HOG0004300	OG0004025	-		b2998					STM3151
N1.HOG0004301	OG0004026	-		b3006					STM3159
N1.HOG0004302	OG0004027	-		b3008					STM3161
N1.HOG0004303	OG0004028	-		b3009					STM3162
N1.HOG0004304	OG0004029	-		b3029					STM3180
N1.HOG0004305	OG0004030	-		b3037					STM3187
N1.HOG0004306	OG0004031	-		b3049					STM3197
N1.HOG0004307	OG0004032	-		b3050					STM3198
N1.HOG0004308	OG0004033	-		b3062					STM3354
N1.HOG0004309	OG0004034	-		b3073					STM3218
N1.HOG0004310	OG0004035	-		b3082					STM4030
N1.HOG0004311	OG0004036	-		b3083					STM4031
N1.HOG0004312	OG0004037	-		b3096					STM3227
N1.HOG0004313	OG0004038	-		b3099					STM3230
N1.HOG0004314	OG0004039	-		b3100					STM3231
N1.HOG0004315	OG0004040	-		b3106					STM3236
N1.HOG0004316	OG0004041	-		b3107					STM3237
N1.HOG0004317	OG0004042	-		b3116					STM3243
N1.HOG0004318	OG0004043	-		b3126					STM3249
N1.HOG0004319	OG0004044	-		b3154					STM3270
N1.HOG0004320	OG0004045	-		b3163					STM3281
N1.HOG0004321	OG0004046	-		b3191					STM3309
N1.HOG0004322	OG0004047	-		b3199					STM3317
N1.HOG0004323	OG0004048	-		b3207					STM3325
N1.HOG0004324	OG0004049	-		b3215					STM4573
N1.HOG0004325	OG0004050	-		b3216					STM4572
N1.HOG0004326	OG0004051	-		b3220					STM3332
N1.HOG0004327	OG0004052	-		b3221					STM3335
N1.HOG0004328	OG0004053	-		b3233					STM3347
N1.HOG0004329	OG0004054	-		b3239					STM3363
N1.HOG0004330	OG0004055	-		b3240					STM3364
N1.HOG0004331	OG0004056	-		b3241					STM3365
N1.HOG0004332	OG0004057	-		b3242					STM3366
N1.HOG0004333	OG0004058	-		b3252					STM3375
N1.HOG0004334	OG0004059	-		b3257					STM3381
N1.HOG0004335	OG0004060	-		b3263					STM3387
N1.HOG0004336	OG0004061	-		b3267					STM3392
N1.HOG0004337	OG0004062	-		b3280					STM3400
N1.HOG0004338	OG0004063	-		b3284					STM3404
N1.HOG0004339	OG0004064	-		b3329		PA3100			
N1.HOG0004340	OG0004065	-		b3347					STM3453
N1.HOG0004341	OG0004066	-		b3354		PA3463			
N1.HOG0004342	OG0004067	-		b3355					STM3464
N1.HOG0004343	OG0004068	-		b3362					STM3471
N1.HOG0004344	OG0004069	-		b3364					STM3473
N1.HOG0004345	OG0004070	-		b3369					STM3480
N1.HOG0004346	OG0004071	-		b3392					STM3489
N1.HOG0004347	OG0004072	-		b3393					STM3490
N1.HOG0004348	OG0004073	-		b3394					STM3491
N1.HOG0004349	OG0004074	-		b3395					STM3492
N1.HOG0004350	OG0004075	-		b3398					STM3495
N1.HOG0004351	OG0004076	-		b3402					STM3499
N1.HOG0004352	OG0004077	-		b3440					STM3545
N1.HOG0004353	OG0004078	-		b3448					STM3552
N1.HOG0004354	OG0004079	-		b3467					STM3574
N1.HOG0004355	OG0004080	-		b3468					STM3575
N1.HOG0004356	OG0004081	-		b3472					STM3580
N1.HOG0004357	OG0004082	-		b3475					STM3583
N1.HOG0004358	OG0004083	-		b3494					STM3590
N1.HOG0004359	OG0004084	-		b3512, b3507					
N1.HOG0004360	OG0004085	-		b3509					STM1562
N1.HOG0004361	OG0004086	-		b3520					STM3606
N1.HOG0004362	OG0004087	-		b3526					STM3612
N1.HOG0004363	OG0004088	-		b3527					STM3613
N1.HOG0004364	OG0004089	-		b3529					STM3615
N1.HOG0004365	OG0004090	-		b3531					STM3617
N1.HOG0004366	OG0004091	-		b3532					STM3618
N1.HOG0004367	OG0004092	-		b3535					STM3621
N1.HOG0004368	OG0004093	-		b3536					STM3622
N1.HOG0004369	OG0004094	-		b3537					STM3623
N1.HOG0004370	OG0004095	-		b3538					STM3624
