HOG	OG	Gene Tree Parent Clade	bsu2	ecol2	mtub2	pae2	sac2	salb2	sen2
N5.HOG0001490	OG0001097	n0		b0103					STM0140
N5.HOG0001491	OG0001098	n0		b3635					STM3726
N5.HOG0001492	OG0001099	n0		b3863					STM3999
N5.HOG0001493	OG0001100	n0		b4140					STM4327
N5.HOG0001494	OG0001101	n0		b3916					STM4062
N5.HOG0001495	OG0001102	n0		b0423					STM0425
N5.HOG0001496	OG0001103	n0		b0091					STM0129
N5.HOG0001497	OG0001104	n0		b1479					STM1566
N5.HOG0001498	OG0001105	n0		b2960					STM3109
N5.HOG0001499	OG0001106	n0		b0775					STM0794
N5.HOG0001500	OG0001107	n0		b0774					STM0793
N5.HOG0001501	OG0001108	n0		b2534					STM2547
N5.HOG0001502	OG0001109	n0		b3425					STM3525
N5.HOG0001503	OG0001110	n0		b0642					STM0648
N5.HOG0001504	OG0001111	n0		b2942					STM3090
N5.HOG0001505	OG0001112	n0		b4557					STM3841
N5.HOG0001506	OG0001113	n0		b0296					STM0469
N5.HOG0001507	OG0001114	n0		b3432					STM3538
N5.HOG0001508	OG0001115	n0		b3051					STM3199
N5.HOG0001509	OG0001116	n0		b3057					STM3205
N5.HOG0001510	OG0001117	n0		b4025					STM4221
N5.HOG0001511	OG0001119	n0		b1622					STM1557
N5.HOG0001512	OG0001120	n0		b1768					STM1293
N5.HOG0001513	OG0001121	n0		b0595					STM0597
N5.HOG0001514	OG0001122	n0		b4260					STM4477
N5.HOG0001515	OG0001123	n0		b0156					STM0204
N5.HOG0001516	OG0001124	n0		b3809					STM3947
N5.HOG0001517	OG0001125	n0		b0003					STM0003
N5.HOG0001518	OG0001126	n0							STM0431
N5.HOG0001519	OG0001127	n0		b0516					STM0527
N5.HOG0001520	OG0001128	n0		b2529					STM2542
N5.HOG0001521	OG0001129	n0		b1682					STM1371
N5.HOG0001522	OG0001130	n0		b0763					STM0781
N5.HOG0001523	OG0001132	n0		b2620					STM2688
N5.HOG0001524	OG0001133	n0							STM0898
N5.HOG0001525	OG0001134	n0		b3205					STM3323
N5.HOG0001526	OG0001135	n0		b2024					STM2076
N5.HOG0001527	OG0001136	n0		b2828					STM3002
N5.HOG0001528	OG0001137	n0		b0677					STM0683
N5.HOG0001529	OG0001138	n0		b0779					STM0798
N5.HOG0001530	OG0001139	n0		b3462					STM3569
N5.HOG0001531	OG0001140	n0		b3463					STM3570
N5.HOG0001532	OG0001141	n0		b2891					STM3041
N5.HOG0001533	OG0001142	n0		b0098					STM0136
N5.HOG0001534	OG0001143	n0		b3203					STM3321
N5.HOG0001535	OG0001144	n0		b3413					STM3510
N5.HOG0001536	OG0001145	n0							STM0723
N5.HOG0001537	OG0001146	n0							STM0722
N5.HOG0001538	OG0001147	n0		b3052					STM3200
N5.HOG0001539	OG0001148	n0		b3291					STM3410
N5.HOG0001540	OG0001149	n0		b1249					STM1739
N5.HOG0001541	OG0001151	n0		b3731					STM3864
N5.HOG0001542	OG0001152	n0		b3733					STM3866
N5.HOG0001543	OG0001153	n0		b3734					STM3867
N5.HOG0001544	OG0001154	n0		b3735					STM3868
N5.HOG0001545	OG0001155	n0		b3737					STM3870
N5.HOG0001546	OG0001156	n0		b3738					STM3871
N5.HOG0001547	OG0001157	n0		b1211					STM1776
N5.HOG0001548	OG0001158	n0		b3936					STM4096
N5.HOG0001549	OG0001159	n0		b3783					STM3917
N5.HOG0001550	OG0001160	n0		b0757					STM0774
N5.HOG0001551	OG0001161	n0		b1651					STM1435
N5.HOG0001552	OG0001162	n3		b1023					STM0303
N5.HOG0001553	OG0001162	n4		b0130					STM0179
N5.HOG0001554	OG0001163	n0		b0473					STM0487
N5.HOG0001555	OG0001164	n0		b1128					STM1229
N5.HOG0001556	OG0001165	n0		b4052					STM4246
N5.HOG0001557	OG0001166	n0		b4203					STM4394
N5.HOG0001558	OG0001167	n0		b4200					STM4391
N5.HOG0001559	OG0001168	n0							PSLT068
N5.HOG0001560	OG0001169	n0		b3740					STM3873
N5.HOG0001561	OG0001170	n0		b3704					STM3840
N5.HOG0001562	OG0001171	n0		b3703					STM3839
N5.HOG0001563	OG0001173	n0		b1860					STM1894
N5.HOG0001564	OG0001174	n0		b0060					STM0097
N5.HOG0001565	OG0001175	n1							STM0364
N5.HOG0001566	OG0001175	n2		b0150					STM0191
N5.HOG0001567	OG0001176	n3		b1592					STM1490
N5.HOG0001568	OG0001176	n4		b0155					STM0203
N5.HOG0001569	OG0001177	n0		b0160					STM0208
N5.HOG0001570	OG0001178	n3		b0222					STM0310
N5.HOG0001571	OG0001178	n4		b3149					STM3266
N5.HOG0001572	OG0001179	n0		b0373, b0298, b1027, b0540, b2088					STM2768
N5.HOG0001573	OG0001180	n0		b0305					STM0563
N5.HOG0001574	OG0001181	n0		b0324, b0337					STM3334
N5.HOG0001575	OG0001182	n0		b4272, b2861, b1403, b1997, b3044, b0360					
N5.HOG0001576	OG0001183	n0		b0361, b1996, b3045, b4273, b1402, b2860					
N5.HOG0001577	OG0001184	n0		b0408					STM0407
N5.HOG0001578	OG0001185	n0		b0452					STM0464
N5.HOG0001579	OG0001186	n0		b0454					STM0466
N5.HOG0001580	OG0001187	n1		b0465					STM0478
N5.HOG0001581	OG0001187	n3		b4159					STM4347
N5.HOG0001582	OG0001188	n0		b0613					STM0769, STM3350, STM0063, STM0619
N5.HOG0001583	OG0001189	n0		b0657					STM0666
N5.HOG0001584	OG0001190	n0		b0694					STM0702
N5.HOG0001585	OG0001191	n0		b0696					STM0704
N5.HOG0001586	OG0001192	n0		b0697					STM0705
N5.HOG0001587	OG0001193	n0		b0837					STM0861
N5.HOG0001588	OG0001194	n0		b0852					STM0875
N5.HOG0001589	OG0001195	n1		b2936					STM3077
N5.HOG0001590	OG0001195	n3		b0909					STM0979
N5.HOG0001591	OG0001196	n0		b0921					STM0991
N5.HOG0001592	OG0001197	n2		b0997					STM3822
N5.HOG0001593	OG0001197	n3		b1872, b3551					STM3644
N5.HOG0001594	OG0001198	n0		b1007					STM1098
N5.HOG0001595	OG0001199	n0		b1045					STM1147
N5.HOG0001596	OG0001200	n3		b1054					STM1155
N5.HOG0001597	OG0001200	n4		b2378					STM2401
N5.HOG0001598	OG0001201	n2		b2127					STM2160
N5.HOG0001599	OG0001201	n3		b1162					STM1266, STM1390
N5.HOG0001600	OG0001202	n0		b1220					STM2516, STM1669, STM2517, PSLT034, STM1768
N5.HOG0001601	OG0001203	n0		b1262					STM1725
N5.HOG0001602	OG0001204	n3		b3474					STM3582
N5.HOG0001603	OG0001204	n4		b1601					STM1481
N5.HOG0001604	OG0001205	n3		b4122					STM4300
N5.HOG0001605	OG0001205	n4		b1612					STM1468
N5.HOG0001606	OG0001206	n2		b3161					STM3279
N5.HOG0001607	OG0001206	n3		b3709, b1907					STM1937
N5.HOG0001608	OG0001207	n3		b3105					STM3235
N5.HOG0001609	OG0001207	n4		b2015					STM2069
N5.HOG0001610	OG0001208	n0		b2049					STM2084, STM2105
N5.HOG0001611	OG0001209	n0		b2132					STM2166
N5.HOG0001612	OG0001210	n0		b2178					STM2217
N5.HOG0001613	OG0001211	n0		b2288					STM2328
N5.HOG0001614	OG0001212	n0		b2290					STM2331
N5.HOG0001615	OG0001213	n0		b2302					STM2349
N5.HOG0001616	OG0001214	n2		b3473					STM3581
N5.HOG0001617	OG0001214	n3		b2322					STM4428, STM2372
N5.HOG0001618	OG0001215	n0		b2457					STM2465, STM2054, STM2046, STM2038, STM2045
N5.HOG0001619	OG0001216	n1		b2482, b2723					STM2851
N5.HOG0001620	OG0001216	n4		b2486					
N5.HOG0001621	OG0001217	n1		b2540					
N5.HOG0001622	OG0001218	n0		b2701					STM2831
N5.HOG0001623	OG0001219	n1		b2886					STM2527
N5.HOG0001624	OG0001219	n3		b3573					STM3666
N5.HOG0001625	OG0001219	n4		b2713					STM2843
N5.HOG0001626	OG0001220	n0		b2917					
N5.HOG0001627	OG0001221	n0		b3325					
N5.HOG0001628	OG0001222	n3		b4268					STM4485
N5.HOG0001629	OG0001222	n4		b3437					STM3542
N5.HOG0001630	OG0001223	n0		b3454					STM3560
N5.HOG0001631	OG0001224	n0		b3533					STM3619
N5.HOG0001632	OG0001225	n0		b3549					STM3642
N5.HOG0001633	OG0001226	n0		b3636					STM3727
N5.HOG0001634	OG0001227	n2		b3679					STM1128
N5.HOG0001635	OG0001228	n0		b3724					STM3853
N5.HOG0001636	OG0001229	n0		b3835					STM3972
N5.HOG0001637	OG0001230	n0		b3857					STM3994
N5.HOG0001638	OG0001231	n0		b3911					STM4058
N5.HOG0001639	OG0001232	n0		b3929					STM4089
N5.HOG0001640	OG0001233	n0		b3963					STM4127
N5.HOG0001641	OG0001234	n0		b4014					STM4183
N5.HOG0001642	OG0001235	n0		b4214					STM4404
N5.HOG0001643	OG0001236	n0		b4226					STM4414
N5.HOG0001644	OG0001252	n0							STM2437
N5.HOG0001645	OG0001255	n0							STM0951
N5.HOG0001646	OG0001267	n0							STM1631, STM2241, STM0800, STM1051, STM1602, STM1224
N5.HOG0001647	OG0001268	n0							STM0927, STM1050, STM2586, STM1868, STM2704, STM2587
N5.HOG0001648	OG0001269	n0							STM3479, STM2471, STM3032, STM4311, STM1957, STM0946
N5.HOG0001649	OG0001270	n0		b3400					STM3497
N5.HOG0001650	OG0001271	n0							STM3074
N5.HOG0001651	OG0001272	n0		b2430					STM2478
N5.HOG0001652	OG0001273	n0		b2213					STM2265
N5.HOG0001653	OG0001279	n2		b2788					STM2961
N5.HOG0001654	OG0001279	n3		b2787					STM2960
N5.HOG0001655	OG0001282	n0		b2298					STM2339, STM4464
N5.HOG0001656	OG0001283	n0		b3236					STM3359
N5.HOG0001657	OG0001288	n0		b1518					STM4079
N5.HOG0001658	OG0001290	n0		b2563					STM2577
N5.HOG0001659	OG0001291	n0		b3407					STM3504
N5.HOG0001660	OG0001292	n0		b3660					STM3765
N5.HOG0001661	OG0001295	n0		b1737					STM1313
N5.HOG0001662	OG0001296	n0		b4346, b4346					
N5.HOG0001663	OG0001297	n0		b4141					STM4328
N5.HOG0001664	OG0001302	n2		b0787					STM0808
N5.HOG0001665	OG0001302	n3		b0786					STM0807
N5.HOG0001666	OG0001305	n2		b1690					STM1361
N5.HOG0001667	OG0001305	n3		b1691					STM1360
N5.HOG0001668	OG0001306	n0		b1582					STM1504
N5.HOG0001669	OG0001307	n0		b3606					STM3695
N5.HOG0001670	OG0001308	n0		b1004					STM1119
N5.HOG0001671	OG0001309	n0		b0397					STM0395
N5.HOG0001672	OG0001310	n0		b0064					STM0104, STM3678
N5.HOG0001673	OG0001314	n0		b0481					STM0495
N5.HOG0001674	OG0001315	n0		b0767					STM0785
N5.HOG0001675	OG0001316	n0		b2552					STM2556
N5.HOG0001676	OG0001318	n0		b3404					STM3501
N5.HOG0001677	OG0001320	n0		b0444					STM0455
N5.HOG0001678	OG0001321	n0		b2777					STM2951
N5.HOG0001679	OG0001322	n0		b3723					
N5.HOG0001680	OG0001323	n0		b0784					STM0805
N5.HOG0001681	OG0001324	n0		b0425					STM0434
N5.HOG0001682	OG0001325	n0		b0081					STM0119
N5.HOG0001683	OG0001327	n0		b2147					STM2187
N5.HOG0001684	OG0001328	n0		b2517					STM2525
N5.HOG0001685	OG0001330	n0		b1883					STM1917
N5.HOG0001686	OG0001331	n0		b1888, b1888					STM1921
N5.HOG0001687	OG0001333	n0		b2674					STM2806
N5.HOG0001688	OG0001335	n0		b0965					STM1078
N5.HOG0001689	OG0001337	n0							STM1099
N5.HOG0001690	OG0001338	n0		b3822					STM3958
N5.HOG0001691	OG0001339	n0		b1663					STM1425
N5.HOG0001692	OG0001340	n0		b3819					STM3955
N5.HOG0001693	OG0001341	n0		b2221					
N5.HOG0001694	OG0001343	n0		b1545, b1374					
N5.HOG0001695	OG0001344	n0		b0048					STM0087
N5.HOG0001696	OG0001345	n0		b2827					STM3001
N5.HOG0001697	OG0001346	n0		b2407					STM2422
N5.HOG0001698	OG0001347	n0		b1767					STM1294
N5.HOG0001699	OG0001348	n0		b3974					STM4139
N5.HOG0001700	OG0001349	n0		b3255					STM3379
N5.HOG0001701	OG0001351	n0		b1308					STM1686
N5.HOG0001702	OG0001352	n0		b2159					STM2203
N5.HOG0001703	OG0001353	n0		b4020					STM4189
N5.HOG0001704	OG0001354	n0		b0913					STM0983
N5.HOG0001705	OG0001355	n0		b3180					STM3298
N5.HOG0001706	OG0001356	n0		b2682					STM4042
N5.HOG0001707	OG0001357	n0		b1798					STM1270
N5.HOG0001708	OG0001358	n0		b2232					STM2276
N5.HOG0001709	OG0001359	n0		b2081					STM2136
N5.HOG0001710	OG0001360	n0		b2812					STM2987
N5.HOG0001711	OG0001361	n0		b0406					STM0405
N5.HOG0001712	OG0001362	n0		b3250					STM3373
N5.HOG0001713	OG0001363	n0		b2972, b3335					STM3442
N5.HOG0001714	OG0001365	n0		b3812					STM3950
N5.HOG0001715	OG0001366	n0		b1136					STM1238
N5.HOG0001716	OG0001367	n0		b0185					STM0232
N5.HOG0001717	OG0001368	n0		b2316					STM2366
N5.HOG0001718	OG0001369	n0		b1324					STM1682
N5.HOG0001719	OG0001370	n0		b1766					STM1295
N5.HOG0001720	OG0001372	n0		b1215					STM1772
N5.HOG0001721	OG0001374	n0		b0147					STM0188
N5.HOG0001722	OG0001376	n0							STM2862
N5.HOG0001723	OG0001377	n0		b3429					STM3535
N5.HOG0001724	OG0001378	n0		b3430					STM3536
N5.HOG0001725	OG0001379	n0		b1770, b2707					STM2837
N5.HOG0001726	OG0001380	n0		b0594					STM0596
N5.HOG0001727	OG0001382	n0		b1868					STM1903
N5.HOG0001728	OG0001383	n0		b1970					STM1097
N5.HOG0001729	OG0001385	n0		b1605					STM1477
N5.HOG0001730	OG0001386	n0		b1624					STM1462
N5.HOG0001731	OG0001387	n0		b2047					STM2082, STM2103
N5.HOG0001732	OG0001389	n0		b0981, b2060					STM2116
N5.HOG0001733	OG0001390	n0		b0780					STM0801
N5.HOG0001734	OG0001391	n0		b1923					STM1959, STM2771
N5.HOG0001735	OG0001392	n0		b3848					STM3985
N5.HOG0001736	OG0001393	n0		b3998					STM4168
N5.HOG0001737	OG0001395	n0		b0511					STM0522
N5.HOG0001738	OG0001396	n0		b1448					STM1590
N5.HOG0001739	OG0001398	n0		b3925					STM4085
N5.HOG0001740	OG0001400	n0		b2536					STM2554
N5.HOG0001741	OG0001401	n2		b3626					STM3717
N5.HOG0001742	OG0001401	n3		b3627					STM3718
N5.HOG0001743	OG0001404	n0		b0427					STM0436
N5.HOG0001744	OG0001405	n0		b0887					STM0957
N5.HOG0001745	OG0001406	n0		b1822					STM1835
N5.HOG0001746	OG0001407	n0		b1732					STM1318
N5.HOG0001747	OG0001408	n0		b4382					STM4568
N5.HOG0001748	OG0001409	n0		b4381					STM4567
N5.HOG0001749	OG0001410	n0		b4295, b1512					STM4073
N5.HOG0001750	OG0001411	n0							STM4431, STM4432
N5.HOG0001751	OG0001412	n0		b1791					STM1278
N5.HOG0001752	OG0001413	n0		b2169					STM3784, STM3256, STM2206
N5.HOG0001753	OG0001414	n0		b4412, b0018, b1562, b4455, b4415					
N5.HOG0001754	OG0001415	n1		b0052					STM0091
N5.HOG0001755	OG0001415	n3							STM0163
N5.HOG0001756	OG0001416	n0		b0110					STM0146
N5.HOG0001757	OG0001417	n0		b0128					STM0173
N5.HOG0001758	OG0001418	n0		b0167					STM0214
N5.HOG0001759	OG0001419	n0		b0238					STM0317
N5.HOG0001760	OG0001420	n0		b0424					STM0433
N5.HOG0001761	OG0001421	n0		b0535					STM0549
N5.HOG0001762	OG0001422	n0		b0555, b1554					STM1028, STM2612, STM2715
N5.HOG0001763	OG0001423	n0		b0583					STM0584
N5.HOG0001764	OG0001424	n0		b0604					STM0607
N5.HOG0001765	OG0001425	n0		b0630					STM0635
N5.HOG0001766	OG0001426	n0		b0655					STM0665
N5.HOG0001767	OG0001427	n0		b0658					STM0667
N5.HOG0001768	OG0001428	n0		b0698					STM0706
N5.HOG0001769	OG0001429	n0		b0708					STM0709
N5.HOG0001770	OG0001430	n1		b0717, b3047					STM3027
N5.HOG0001771	OG0001430	n3		b2336					STM0197
N5.HOG0001772	OG0001431	n0		b0720					STM0730
N5.HOG0001773	OG0001432	n0		b0721					STM0732
N5.HOG0001774	OG0001433	n0		b0737					STM0745
N5.HOG0001775	OG0001434	n2		b3005					STM3158
N5.HOG0001776	OG0001434	n3		b0738					STM0746
N5.HOG0001777	OG0001435	n0		b0751					STM3911, STM0757
N5.HOG0001778	OG0001436	n0		b0777					STM0796
N5.HOG0001779	OG0001437	n0		b0789					STM0812
N5.HOG0001780	OG0001438	n0		b0818					STM0836
N5.HOG0001781	OG0001439	n0		b0838					STM0862
N5.HOG0001782	OG0001440	n0		b0868					STM0932
N5.HOG0001783	OG0001441	n0		b0881					STM0944
N5.HOG0001784	OG0001442	n1		b0900					
N5.HOG0001785	OG0001442	n2		b1328					
N5.HOG0001786	OG0001443	n0		b0916					STM0986
N5.HOG0001787	OG0001444	n0		b0917					STM0987
N5.HOG0001788	OG0001445	n0		b0945					STM1058
N5.HOG0001789	OG0001446	n1		b0973					STM1787
N5.HOG0001790	OG0001446	n2		b2994					STM1538, STM3147
N5.HOG0001791	OG0001447	n0		b1057					STM1158
N5.HOG0001792	OG0001448	n0		b1102					STM1204
N5.HOG0001793	OG0001449	n0		b1118					STM1219
N5.HOG0001794	OG0001450	n0		b1373, b1546, b1156, b0563, b0561					
N5.HOG0001795	OG0001451	n1		b1168					
N5.HOG0001796	OG0001451	n2		b2176					STM2215
N5.HOG0001797	OG0001452	n2		b3519					STM3603
N5.HOG0001798	OG0001452	n3		b1197					STM1796
N5.HOG0001799	OG0001453	n0		b1266					STM1721
N5.HOG0001800	OG0001454	n0		b1270					STM1718
N5.HOG0001801	OG0001455	n0		b1299					
N5.HOG0001802	OG0001456	n0		b1327					
N5.HOG0001803	OG0001457	n0		b1339					
N5.HOG0001804	OG0001458	n0		b1344					STM1654
N5.HOG0001805	OG0001459	n0		b1388					
N5.HOG0001806	OG0001460	n2							PSLT035
N5.HOG0001807	OG0001460	n3							STM2599
N5.HOG0001808	OG0001461	n0		b1447					STM3549, STM1591
N5.HOG0001809	OG0001462	n2		b1474					STM1570
N5.HOG0001810	OG0001462	n3		b3894					STM4037
N5.HOG0001811	OG0001463	n2		b3893					STM4036
N5.HOG0001812	OG0001463	n3		b1475					STM1569
N5.HOG0001813	OG0001464	n0		b1609					STM1471
N5.HOG0001814	OG0001465	n0		b1638					STM1448
N5.HOG0001815	OG0001466	n0		b1681					STM1372
N5.HOG0001816	OG0001467	n0		b1688					STM1364
N5.HOG0001817	OG0001468	n0		b1809					STM1822
N5.HOG0001818	OG0001469	n0		b1813					STM1825
N5.HOG0001819	OG0001470	n0		b1845					STM1879
N5.HOG0001820	OG0001471	n0		b1863					STM1898
N5.HOG0001821	OG0001472	n0		b1897					STM1929
N5.HOG0001822	OG0001473	n2		b1905					STM1935
N5.HOG0001823	OG0001473	n3		b1902					STM1932
N5.HOG0001824	OG0001474	n0		b1916					STM1950
N5.HOG0001825	OG0001475	n0		b1919					STM1953
N5.HOG0001826	OG0001476	n0		b1991					STM2016
N5.HOG0001827	OG0001477	n0		b1992					STM2017
N5.HOG0001828	OG0001478	n0		b1993					STM2018
N5.HOG0001829	OG0001479	n0		b2048					STM2104
N5.HOG0001830	OG0001480	n0		b2053					STM2109
N5.HOG0001831	OG0001481	n0		b2067					STM2123
N5.HOG0001832	OG0001482	n0		b2177					STM2216
N5.HOG0001833	OG0001483	n0		b4075, b2194					STM3812, STM2247
N5.HOG0001834	OG0001484	n0		b2217					STM2270
N5.HOG0001835	OG0001485	n0		b2251					STM2295
N5.HOG0001836	OG0001486	n0		b2279					STM2319
N5.HOG0001837	OG0001487	n0		b2280					STM2320
N5.HOG0001838	OG0001488	n0		b2283					STM2323
N5.HOG0001839	OG0001489	n0		b2284					STM2324
N5.HOG0001840	OG0001490	n0		b2285					STM2325
N5.HOG0001841	OG0001491	n0		b2307					STM2352
N5.HOG0001842	OG0001492	n0		b2308					STM2353
N5.HOG0001843	OG0001493	n0		b2327					STM2382
N5.HOG0001844	OG0001494	n0		b2340					STM2387
N5.HOG0001845	OG0001495	n0		b2342					STM2389
N5.HOG0001846	OG0001496	n0		b2344					STM2391
N5.HOG0001847	OG0001497	n0		b2431					STM2446
N5.HOG0001848	OG0001498	n0		b2494					STM2494
N5.HOG0001849	OG0001499	n0		b2501					STM2501
N5.HOG0001850	OG0001500	n0		b2578					STM2645
N5.HOG0001851	OG0001501	n0		b2587					STM2654
N5.HOG0001852	OG0001502	n0		b2622					STM2763, STM2740, STM4488, STM2636
N5.HOG0001853	OG0001503	n0		b2660					STM2790
N5.HOG0001854	OG0001504	n2		b3197					STM3315
N5.HOG0001855	OG0001504	n3		b2708					STM2838
N5.HOG0001856	OG0001505	n0		b2751					STM2934
N5.HOG0001857	OG0001506	n0		b2752					STM2935
N5.HOG0001858	OG0001507	n0		b2898					STM3048
N5.HOG0001859	OG0001508	n0		b2916					STM3064
N5.HOG0001860	OG0001509	n0		b2918					
N5.HOG0001861	OG0001510	n2		b2934					STM2344
N5.HOG0001862	OG0001510	n3		b4195					STM4385
N5.HOG0001863	OG0001511	n0		b2948					STM3096
N5.HOG0001864	OG0001512	n0		b2977					
N5.HOG0001865	OG0001513	n0		b3010					STM3163
N5.HOG0001866	OG0001514	n2		b4186					STM4376
N5.HOG0001867	OG0001514	n3		b3038					STM3188
N5.HOG0001868	OG0001515	n0		b3039					STM3189
N5.HOG0001869	OG0001516	n0		b3053					STM3201
N5.HOG0001870	OG0001517	n0		b3056					STM3204
N5.HOG0001871	OG0001518	n0		b3148					STM3265
N5.HOG0001872	OG0001519	n0		b3195					STM3313
N5.HOG0001873	OG0001520	n0		b3247					STM3370
N5.HOG0001874	OG0001521	n0		b3336					STM3443
N5.HOG0001875	OG0001522	n0		b3405					STM3502
N5.HOG0001876	OG0001523	n0		b3416					STM3513
N5.HOG0001877	OG0001524	n0		b3439					STM3544
N5.HOG0001878	OG0001525	n0		b3455					STM3561
N5.HOG0001879	OG0001526	n0		b3456					STM3562
N5.HOG0001880	OG0001527	n0		b3457					STM3563
N5.HOG0001881	OG0001528	n0		b3547					STM2574
N5.HOG0001882	OG0001529	n2		b4197					STM4387
N5.HOG0001883	OG0001529	n3		b3582					STM3676
N5.HOG0001884	OG0001530	n0		b3640					STM3731
N5.HOG0001885	OG0001531	n0		b3656					STM3749, STM0041
N5.HOG0001886	OG0001532	n0		b3676					STM3805
N5.HOG0001887	OG0001533	n0		b3765					STM3899
N5.HOG0001888	OG0001534	n0		b3844					STM3979
N5.HOG0001889	OG0001535	n0		b3860					PSLT011, STM3193, STM3997
N5.HOG0001890	OG0001536	n0		b4040					STM4234
N5.HOG0001891	OG0001537	n0		b4041					STM4235
N5.HOG0001892	OG0001538	n0		b4068					STM4274
N5.HOG0001893	OG0001539	n2		b4115					STM4294
N5.HOG0001894	OG0001539	n3		b4132					STM2558
N5.HOG0001895	OG0001540	n1		b4136					STM4323
N5.HOG0001896	OG0001540	n3							STM1114
N5.HOG0001897	OG0001541	n0		b4162					STM4350
N5.HOG0001898	OG0001542	n0		b4248					STM1549
N5.HOG0001899	OG0001543	n0		b4263					
N5.HOG0001900	OG0001544	n0		b4291					
N5.HOG0001901	OG0001545	n1							STM0764
N5.HOG0001902	OG0001545	n2		b4327					STM4511
N5.HOG0001903	OG0001546	n0		b4349					STM4525
N5.HOG0001904	OG0001547	n2		b4512					STM0601
N5.HOG0001905	OG0001547	n3		b4353					STM4531
N5.HOG0001906	OG0001548	n0		b4388					STM4578
N5.HOG0001907	OG0001549	n0		b3088					STM3224
N5.HOG0001908	OG0001550	n0		b3824					STM3960
N5.HOG0001909	OG0001551	n0		b3838					STM3974
N5.HOG0001910	OG0001552	n0		b3996					STM4166
N5.HOG0001911	OG0001553	n0							STM0332
N5.HOG0001912	OG0001571	n0							STM4467
N5.HOG0001913	OG0001578	n0							STM0691
N5.HOG0001914	OG0001579	n0							STM0018
N5.HOG0001915	OG0001580	n0							STM2033
N5.HOG0001916	OG0001581	n0							STM2029
N5.HOG0001917	OG0001583	n0							STM2034
N5.HOG0001918	OG0001585	n0							STM3119
N5.HOG0001919	OG0001587	n0							STM2035
N5.HOG0001920	OG0001595	n0							STM2019
N5.HOG0001921	OG0001596	n0							STM1560
N5.HOG0001922	OG0001597	n0							STM1559
N5.HOG0001923	OG0001601	n0							STM3020
N5.HOG0001924	OG0001602	n0							STM2692
N5.HOG0001925	OG0001607	n0							STM0352
N5.HOG0001926	OG0001608	n0							STM1573
N5.HOG0001927	OG0001618	n0							PSLT051, STM3766, STM4518, STM3508, STM0479
N5.HOG0001928	OG0001621	n0		b3155					STM3271
N5.HOG0001929	OG0001625	n0		b3401					STM3498
N5.HOG0001930	OG0001627	n0		b2428					STM2571
N5.HOG0001931	OG0001629	n0		b2240					STM2283
N5.HOG0001932	OG0001630	n0		b4160					STM4348
N5.HOG0001933	OG0001631	n0		b1055					STM1156
N5.HOG0001934	OG0001632	n0		b0261					
N5.HOG0001935	OG0001635	n0		b2427					STM2756
N5.HOG0001936	OG0001636	n0		b1841					STM1875
N5.HOG0001937	OG0001637	n0							STM4448
N5.HOG0001938	OG0001638	n0		b1763					STM1298
N5.HOG0001939	OG0001639	n0		b1134					STM1235
N5.HOG0001940	OG0001642	n0		b1696					STM4423, STM1355
N5.HOG0001941	OG0001645	n0		b0383					
N5.HOG0001942	OG0001646	n0		b1304					STM1690
N5.HOG0001943	OG0001649	n0		b4119					STM4298
N5.HOG0001944	OG0001650	n0							STM2087
N5.HOG0001945	OG0001651	n0							STM2786
N5.HOG0001946	OG0001652	n0		b3293					STM3413
N5.HOG0001947	OG0001653	n0		b4213					STM4403
N5.HOG0001948	OG0001656	n0		b3683, b3682					
N5.HOG0001949	OG0001657	n0		b1765					STM1296
N5.HOG0001950	OG0001659	n0		b4166					STM4355
N5.HOG0001951	OG0001660	n0		b1783					STM1285
N5.HOG0001952	OG0001661	n0		b1784					STM1284
N5.HOG0001953	OG0001662	n0		b1729					STM1368, STM1320
N5.HOG0001954	OG0001664	n0		b1188					STM1804
N5.HOG0001955	OG0001665	n0		b1330					STM1663
N5.HOG0001956	OG0001667	n0		b0907					STM0977
N5.HOG0001957	OG0001668	n0		b4077					STM4283
N5.HOG0001958	OG0001669	n0		b3253					STM3376
N5.HOG0001959	OG0001671	n0		b0715					STM0729
N5.HOG0001960	OG0001672	n0		b1985					STM2013
N5.HOG0001961	OG0001676	n0		b2471					STM2482
N5.HOG0001962	OG0001677	n0		b2963					STM3112
N5.HOG0001963	OG0001678	n0		b0962					STM1075
N5.HOG0001964	OG0001679	n0		b0491					STM0503
N5.HOG0001965	OG0001688	n0		b2765					STM2949
N5.HOG0001966	OG0001689	n0		b2794					STM2968
N5.HOG0001967	OG0001691	n0		b0684					STM0694
N5.HOG0001968	OG0001692	n0		b4222					STM4411
N5.HOG0001969	OG0001698	n0		b0094					STM0132
N5.HOG0001970	OG0001700	n0		b2952					STM3101
N5.HOG0001971	OG0001702	n0		b1281					STM1707
N5.HOG0001972	OG0001703	n0		b3644					STM3735
N5.HOG0001973	OG0001704	n0		b1090					STM1192
N5.HOG0001974	OG0001706	n0		b3931					STM4091
N5.HOG0001975	OG0001707	n0		b1073					STM1174
N5.HOG0001976	OG0001708	n0		b1074					STM1175
N5.HOG0001977	OG0001709	n0		b1937					STM1968
N5.HOG0001978	OG0001710	n0		b1938					STM1969
N5.HOG0001979	OG0001711	n0		b1939					STM1970
N5.HOG0001980	OG0001712	n0		b1075					STM1176
N5.HOG0001981	OG0001713	n0		b1078					STM1179
