Orthogroup	Eco	Mtu	Pae	Sal	Sen	sac
OG0007832				WP_003946907.1		
OG0007833				WP_003946910.1		
OG0007834				WP_003946918.1		
OG0007835				WP_003946940.1		
OG0007836				WP_003946943.1		
OG0007837				WP_003946944.1		
OG0007838				WP_003946957.1		
OG0007839				WP_003946964.1		
OG0007840				WP_003946974.1		
OG0007841				WP_003946978.1		
OG0007842				WP_003946992.1		
OG0007843				WP_003946996.1		
OG0007844				WP_003946997.1		
OG0007845				WP_003947017.1		
OG0007846				WP_003947018.1		
OG0007847				WP_003947032.1		
OG0007848				WP_003947036.1		
OG0007849				WP_003947044.1		
OG0007850				WP_003947045.1		
OG0007851				WP_003947069.1		
OG0007852				WP_003947075.1		
OG0007853				WP_003947079.1		
OG0007854				WP_003947082.1		
OG0007855				WP_003947088.1		
OG0007856				WP_003947100.1		
OG0007857				WP_003947101.1		
OG0007858				WP_003947111.1		
OG0007859				WP_003947113.1		
OG0007860				WP_003947116.1		
OG0007861				WP_003947124.1		
OG0007862				WP_003947131.1		
OG0007863				WP_003947136.1		
OG0007864				WP_003947158.1		
OG0007865				WP_003947160.1		
OG0007866				WP_003947194.1		
OG0007867				WP_003947208.1		
OG0007868				WP_003947227.1		
OG0007869				WP_003947231.1		
OG0007870				WP_003947232.1		
OG0007871				WP_003947243.1		
OG0007872				WP_003947255.1		
OG0007873				WP_003947261.1		
OG0007874				WP_003947262.1		
OG0007875				WP_003947269.1		
OG0007876				WP_003947277.1		
OG0007877				WP_003947282.1		
OG0007878				WP_003947286.1		
OG0007879				WP_003947293.1		
OG0007880				WP_003947294.1		
OG0007881				WP_003947310.1		
OG0007882				WP_003947316.1		
OG0007883				WP_003947321.1		
OG0007884				WP_003947350.1		
OG0007885				WP_003947372.1		
OG0007886				WP_003947395.1		
OG0007887				WP_003947398.1		
OG0007888				WP_003947401.1		
OG0007889				WP_003947409.1		
OG0007890				WP_003947417.1		
OG0007891				WP_003947422.1		
OG0007892				WP_003947423.1		
OG0007893				WP_003947469.1		
OG0007894				WP_003947481.1		
OG0007895				WP_003947482.1		
OG0007896				WP_003947483.1		
OG0007897				WP_003947488.1		
OG0007898				WP_003947499.1		
OG0007899				WP_003947511.1		
OG0007900				WP_003947528.1		
OG0007901				WP_003947540.1		
OG0007902				WP_003947552.1		
OG0007903				WP_003947556.1		
OG0007904				WP_003947591.1		
OG0007905				WP_003947599.1		
OG0007906				WP_003947619.1		
OG0007907				WP_003947622.1		
OG0007908				WP_003947628.1		
OG0007909				WP_003947632.1		
OG0007910				WP_003947634.1		
OG0007911				WP_003947637.1		
OG0007912				WP_003947656.1		
OG0007913				WP_003947657.1		
OG0007914				WP_003947664.1		
OG0007915				WP_003947667.1		
OG0007916				WP_003947690.1		
OG0007917				WP_003947695.1		
OG0007918				WP_003947720.1		
OG0007919				WP_003947735.1		
OG0007920				WP_003947746.1		
OG0007921				WP_003947748.1		
OG0007922				WP_003947751.1		
OG0007923				WP_003947755.1		
OG0007924				WP_003947756.1		
OG0007925				WP_003947757.1		
OG0007926				WP_003947759.1		
OG0007927				WP_003947769.1		
OG0007928				WP_003947785.1		
OG0007929				WP_003947786.1		
OG0007930				WP_003947788.1		
OG0007931				WP_003947792.1		
OG0007932				WP_003947796.1		
OG0007933				WP_003947797.1		
OG0007934				WP_003947798.1		
OG0007935				WP_003947801.1		
OG0007936				WP_003947808.1		
OG0007937				WP_003947810.1		
OG0007938				WP_003947811.1		
OG0007939				WP_003947814.1		
OG0007940				WP_003947818.1		
OG0007941				WP_003947828.1		
OG0007942				WP_003947833.1		
OG0007943				WP_003947838.1		
OG0007944				WP_003947841.1		
OG0007945				WP_003947843.1		
OG0007946				WP_003947852.1		
OG0007947				WP_003947858.1		
OG0007948				WP_003947878.1		
OG0007949				WP_003947879.1		
OG0007950				WP_003947882.1		
OG0007951				WP_003947885.1		
OG0007952				WP_003947888.1		
OG0007953				WP_003947903.1		
OG0007954				WP_003947908.1		
OG0007955				WP_003947939.1		
OG0007956				WP_003947942.1		
OG0007957				WP_003947944.1		
OG0007958				WP_003947947.1		
OG0007959				WP_003947948.1		
OG0007960				WP_003947949.1		
OG0007961				WP_003947951.1		
OG0007962				WP_003947965.1		
OG0007963				WP_003948000.1		
OG0007964				WP_003948007.1		
OG0007965				WP_003948010.1		
OG0007966				WP_003948014.1		
OG0007967				WP_003948016.1		
OG0007968				WP_003948031.1		
OG0007969				WP_003948038.1		
OG0007970				WP_003948042.1		
OG0007971				WP_003948045.1		
OG0007972				WP_003948073.1		
OG0007973				WP_003948074.1		
OG0007974				WP_003948080.1		
OG0007975				WP_003948082.1		
OG0007976				WP_003948091.1		
OG0007977				WP_003948095.1		
OG0007978				WP_003948107.1		
OG0007979				WP_003948111.1		
OG0007980				WP_003948120.1		
OG0007981				WP_003948122.1		
OG0007982				WP_003948133.1		
OG0007983				WP_003948135.1		
OG0007984				WP_003948148.1		
OG0007985				WP_003948177.1		
OG0007986				WP_003948179.1		
OG0007987				WP_003948191.1		
OG0007988				WP_003948194.1		
OG0007989				WP_003948199.1		
OG0007990				WP_003948208.1		
OG0007991				WP_003948236.1		
OG0007992				WP_003948251.1		
OG0007993				WP_003948278.1		
OG0007994				WP_003948308.1		
OG0007995				WP_003948316.1		
OG0007996				WP_003948323.1		
OG0007997				WP_003948324.1		
OG0007998				WP_003948334.1		
OG0007999				WP_003948340.1		
OG0008000				WP_003948343.1		
OG0008001				WP_003948351.1		
OG0008002				WP_003948355.1		
OG0008003				WP_003948356.1		
OG0008004				WP_003948367.1		
OG0008005				WP_003948372.1		
OG0008006				WP_003948373.1		
OG0008007				WP_003948377.1		
OG0008008				WP_003948378.1		
OG0008009				WP_003948379.1		
OG0008010				WP_003948385.1		
OG0008011				WP_003948390.1		
OG0008012				WP_003948391.1		
OG0008013				WP_003948392.1		
OG0008014				WP_003948398.1		
OG0008015				WP_003948402.1		
OG0008016				WP_003948403.1		
OG0008017				WP_003948405.1		
OG0008018				WP_003948406.1		
OG0008019				WP_003948409.1		
OG0008020				WP_003948410.1		
OG0008021				WP_003948412.1		
OG0008022				WP_003948422.1		
OG0008023				WP_003948441.1		
OG0008024				WP_003948459.1		
OG0008025				WP_003948460.1		
OG0008026				WP_003948464.1		
OG0008027				WP_003948468.1		
OG0008028				WP_003948485.1		
OG0008029				WP_003948490.1		
OG0008030				WP_003948491.1		
OG0008031				WP_003948510.1		
OG0008032				WP_003948519.1		
OG0008033				WP_003948523.1		
OG0008034				WP_003948532.1		
OG0008035				WP_003948535.1		
OG0008036				WP_003948540.1		
OG0008037				WP_003948553.1		
OG0008038				WP_003948577.1		
OG0008039				WP_003948578.1		
OG0008040				WP_003948585.1		
OG0008041				WP_003948608.1		
OG0008042				WP_003948645.1		
OG0008043				WP_003948684.1		
OG0008044				WP_003948689.1		
OG0008045				WP_003948702.1		
OG0008046				WP_003948713.1		
OG0008047				WP_003948740.1		
OG0008048				WP_003948744.1		
OG0008049				WP_003948748.1		
OG0008050				WP_003948752.1		
OG0008051				WP_003948755.1		
OG0008052				WP_003948756.1		
OG0008053				WP_003948764.1		
OG0008054				WP_003948766.1		
OG0008055				WP_003948767.1		
OG0008056				WP_003948774.1		
OG0008057				WP_003948775.1		
OG0008058				WP_003948777.1		
OG0008059				WP_003948779.1		
OG0008060				WP_003948786.1		
OG0008061				WP_003948787.1		
OG0008062				WP_003948793.1		
OG0008063				WP_003948794.1		
OG0008064				WP_003948798.1		
OG0008065				WP_003948803.1		
OG0008066				WP_003948819.1		
OG0008067				WP_003948822.1		
OG0008068				WP_003948825.1		
OG0008069				WP_003948831.1		
OG0008070				WP_003948837.1		
OG0008071				WP_003948845.1		
OG0008072				WP_003948871.1		
OG0008073				WP_003948887.1		
OG0008074				WP_003948893.1		
OG0008075				WP_003948903.1		
OG0008076				WP_003948916.1		
OG0008077				WP_003948918.1		
OG0008078				WP_003948930.1		
OG0008079				WP_003948938.1		
OG0008080				WP_003948953.1		
OG0008081				WP_003948959.1		
OG0008082				WP_003948963.1		
OG0008083				WP_003948969.1		
OG0008084				WP_003948970.1		
OG0008085				WP_003948971.1		
OG0008086				WP_003948978.1		
OG0008087				WP_003948980.1		
OG0008088				WP_003948983.1		
OG0008089				WP_003948990.1		
OG0008090				WP_003948994.1		
OG0008091				WP_003948998.1		
OG0008092				WP_003948999.1		
OG0008093				WP_003949000.1		
OG0008094				WP_003949001.1		
OG0008095				WP_003949006.1		
OG0008096				WP_003949014.1		
OG0008097				WP_003949028.1		
OG0008098				WP_003949029.1		
OG0008099				WP_003949031.1		
OG0008100				WP_003949039.1		
OG0008101				WP_003949040.1		
OG0008102				WP_003949073.1		
OG0008103				WP_003949081.1		
OG0008104				WP_003949098.1		
OG0008105				WP_003949101.1		
OG0008106				WP_003949106.1		
OG0008107				WP_003949111.1		
OG0008108				WP_003949129.1		
OG0008109				WP_003949137.1		
OG0008110				WP_003949140.1		
OG0008111				WP_003949152.1		
OG0008112				WP_003949160.1		
OG0008113				WP_003949161.1		
OG0008114				WP_003949185.1		
OG0008115				WP_003949186.1		
OG0008116				WP_003949190.1		
OG0008117				WP_003949192.1		
OG0008118				WP_003949196.1		
OG0008119				WP_003949207.1		
OG0008120				WP_003949214.1		
OG0008121				WP_003949226.1		
OG0008122				WP_003949229.1		
OG0008123				WP_003949242.1		
OG0008124				WP_003949243.1		
OG0008125				WP_003949244.1		
OG0008126				WP_003949259.1		
OG0008127				WP_003949261.1		
OG0008128				WP_003949264.1		
OG0008129				WP_003949270.1		
OG0008130				WP_003949276.1		
OG0008131				WP_003949283.1		
OG0008132				WP_003949285.1		
OG0008133				WP_003949288.1		
OG0008134				WP_003949293.1		
OG0008135				WP_003949295.1		
OG0008136				WP_003949299.1		
OG0008137				WP_003949301.1		
OG0008138				WP_003949302.1		
OG0008139				WP_003949303.1		
OG0008140				WP_003949317.1		
OG0008141				WP_003949332.1		
OG0008142				WP_003949350.1		
OG0008143				WP_003949358.1		
OG0008144				WP_003949385.1		
OG0008145				WP_003949391.1		
OG0008146				WP_003949397.1		
OG0008147				WP_003949398.1		
OG0008148				WP_003949399.1		
OG0008149				WP_003949413.1		
OG0008150				WP_003949419.1		
OG0008151				WP_003949420.1		
OG0008152				WP_003949424.1		
OG0008153				WP_003949428.1		
OG0008154				WP_003949434.1		
OG0008155				WP_003949439.1		
OG0008156				WP_003949450.1		
OG0008157				WP_003949452.1		
OG0008158				WP_003949453.1		
OG0008159				WP_003949460.1		
OG0008160				WP_003949482.1		
OG0008161				WP_003949496.1		
OG0008162				WP_003949499.1		
OG0008163				WP_003949508.1		
OG0008164				WP_003949517.1		
OG0008165				WP_003949525.1		
OG0008166				WP_003949540.1		
OG0008167				WP_003949541.1		
OG0008168				WP_003949542.1		
OG0008169				WP_003949546.1		
OG0008170				WP_003949571.1		
OG0008171				WP_003949572.1		
OG0008172				WP_003949573.1		
OG0008173				WP_003949574.1		
OG0008174				WP_003949575.1		
OG0008175				WP_003949576.1		
OG0008176				WP_003949584.1		
OG0008177				WP_003949585.1		
OG0008178				WP_003949590.1		
OG0008179				WP_003949641.1		
OG0008180				WP_003949648.1		
OG0008181				WP_003949658.1		
OG0008182				WP_003949661.1		
OG0008183				WP_003949662.1		
OG0008184				WP_003949672.1		
OG0008185				WP_003949677.1		
OG0008186				WP_003949699.1		
OG0008187				WP_003949711.1		
OG0008188				WP_003949715.1		
OG0008189				WP_003949716.1		
OG0008190				WP_003949717.1		
OG0008191				WP_003949727.1		
OG0008192				WP_003949731.1		
OG0008193				WP_003949733.1		
OG0008194				WP_003949737.1		
OG0008195				WP_003949770.1		
OG0008196				WP_003949775.1		
OG0008197				WP_003949790.1		
OG0008198				WP_003949799.1		
OG0008199				WP_003949808.1		
OG0008200				WP_003949811.1		
OG0008201				WP_003949819.1		
OG0008202				WP_003949820.1		
OG0008203				WP_003949826.1		
OG0008204				WP_003949829.1		
OG0008205				WP_003949830.1		
OG0008206				WP_003949838.1		
OG0008207				WP_003949846.1		
OG0008208				WP_003949850.1		
OG0008209				WP_003949851.1		
OG0008210				WP_003949857.1		
OG0008211				WP_003949864.1		
OG0008212				WP_003949872.1		
OG0008213				WP_003949878.1		
OG0008214				WP_003949889.1		
OG0008215				WP_003949892.1		
OG0008216				WP_003949893.1		
OG0008217				WP_003949895.1		
OG0008218				WP_003949896.1		
OG0008219				WP_003949897.1		
OG0008220				WP_003949900.1		
OG0008221				WP_003949901.1		
OG0008222				WP_003949922.1		
OG0008223				WP_003949923.1		
OG0008224				WP_003949938.1		
OG0008225				WP_003949942.1		
OG0008226				WP_003949946.1		
OG0008227				WP_003949948.1		
OG0008228				WP_003949968.1		
OG0008229				WP_003949970.1		
OG0008230				WP_003949971.1		
OG0008231				WP_003949972.1		
OG0008232				WP_003949978.1		
OG0008233				WP_003949979.1		
OG0008234				WP_003949981.1		
OG0008235				WP_003949982.1		
OG0008236				WP_003950002.1		
OG0008237				WP_003950018.1		
OG0008238				WP_003950020.1		
OG0008239				WP_003950022.1		
OG0008240				WP_003950027.1		
OG0008241				WP_003950031.1		
OG0008242				WP_003950033.1		
OG0008243				WP_003950036.1		
OG0008244				WP_003950039.1		
OG0008245				WP_003950046.1		
OG0008246				WP_003950047.1		
OG0008247				WP_003950050.1		
OG0008248				WP_003950051.1		
OG0008249				WP_003950064.1		
OG0008250				WP_003950068.1		
OG0008251				WP_003950070.1		
OG0008252				WP_003950084.1		
OG0008253				WP_003950088.1		
OG0008254				WP_003950091.1		
OG0008255				WP_003950096.1		
OG0008256				WP_003950101.1		
OG0008257				WP_003950106.1		
OG0008258				WP_003950108.1		
OG0008259				WP_003950112.1		
OG0008260				WP_003950118.1		
OG0008261				WP_003950120.1		
OG0008262				WP_003950132.1		
OG0008263				WP_003950135.1		
OG0008264				WP_003950145.1		
OG0008265				WP_003950154.1		
OG0008266				WP_003950159.1		
OG0008267				WP_003950162.1		
OG0008268				WP_003950164.1		
OG0008269				WP_003950166.1		
OG0008270				WP_003950167.1		
OG0008271				WP_003950168.1		
OG0008272				WP_003950171.1		
OG0008273				WP_003950175.1		
OG0008274				WP_003950176.1		
OG0008275				WP_003950177.1		
OG0008276				WP_003950180.1		
OG0008277				WP_003950188.1		
OG0008278				WP_003950193.1		
OG0008279				WP_003950214.1		
OG0008280				WP_003950217.1		
OG0008281				WP_003950231.1		
OG0008282				WP_003950257.1		
OG0008283				WP_003950260.1		
OG0008284				WP_003950264.1		
OG0008285				WP_003950274.1		
OG0008286				WP_003950282.1		
OG0008287				WP_003950286.1		
OG0008288				WP_003950292.1		
OG0008289				WP_003950296.1		
OG0008290				WP_003950301.1		
OG0008291				WP_003950311.1		
OG0008292				WP_003950315.1		
OG0008293				WP_003950320.1		
OG0008294				WP_003950321.1		
OG0008295				WP_003950340.1		
OG0008296				WP_003950341.1		
OG0008297				WP_003950353.1		
OG0008298				WP_003950365.1		
OG0008299				WP_003950366.1		
OG0008300				WP_003950398.1		
OG0008301				WP_003950403.1		
OG0008302				WP_003950407.1		
OG0008303				WP_003950411.1		
OG0008304				WP_003950417.1		
OG0008305				WP_003950445.1		
OG0008306				WP_003950472.1		
OG0008307				WP_003950487.1		
OG0008308				WP_003950488.1		
OG0008309				WP_003950532.1		
OG0008310				WP_003950535.1		
OG0008311				WP_003950540.1		
OG0008312				WP_003950552.1		
OG0008313				WP_003950553.1		
OG0008314				WP_003950554.1		
OG0008315				WP_003950562.1		
OG0008316				WP_003950566.1		
OG0008317				WP_003950570.1		
OG0008318				WP_003950575.1		
OG0008319				WP_003950579.1		
OG0008320				WP_003950588.1		
OG0008321				WP_003950589.1		
OG0008322				WP_003950591.1		
OG0008323				WP_003950593.1		
OG0008324				WP_003950608.1		
OG0008325				WP_003950616.1		
OG0008326				WP_003950622.1		
OG0008327				WP_003950631.1		
OG0008328				WP_003950640.1		
OG0008329				WP_003950658.1		
OG0008330				WP_003950668.1		
OG0008331				WP_003950672.1		
OG0008332				WP_003950677.1		
OG0008333				WP_003950687.1		
OG0008334				WP_003950691.1		
OG0008335				WP_003950696.1		
OG0008336				WP_003950699.1		
OG0008337				WP_003950703.1		
OG0008338				WP_003950718.1		
OG0008339				WP_003950732.1		
OG0008340				WP_003950745.1		
OG0008341				WP_003950755.1		
OG0008342				WP_003950759.1		
OG0008343				WP_003950760.1		
OG0008344				WP_003950767.1		
OG0008345				WP_003950785.1		
OG0008346				WP_003950786.1		
OG0008347				WP_003950789.1		
OG0008348				WP_003950790.1		
OG0008349				WP_003950793.1		
OG0008350				WP_003950794.1		
OG0008351				WP_003950797.1		
OG0008352				WP_003950798.1		
OG0008353				WP_003950808.1		
OG0008354				WP_003950812.1		
OG0008355				WP_003950815.1		
OG0008356				WP_003950817.1		
OG0008357				WP_003950818.1		
OG0008358				WP_003950822.1		
OG0008359				WP_003950823.1		
OG0008360				WP_003950824.1		
OG0008361				WP_003950839.1		
OG0008362				WP_003950844.1		
OG0008363				WP_003950848.1		
OG0008364				WP_003950858.1		
OG0008365				WP_003950860.1		
OG0008366				WP_003950875.1		
OG0008367				WP_003950879.1		
OG0008368				WP_003950890.1		
OG0008369				WP_003950896.1		
OG0008370				WP_003950904.1		
OG0008371				WP_003950921.1		
OG0008372				WP_003950922.1		
OG0008373				WP_003950929.1		
OG0008374				WP_003950935.1		
OG0008375				WP_003950968.1		
OG0008376				WP_003950971.1		
OG0008377				WP_003950972.1		
OG0008378				WP_003950976.1		
OG0008379				WP_003950990.1		
OG0008380				WP_003950991.1		
OG0008381				WP_003951007.1		
OG0008382				WP_003951016.1		
OG0008383				WP_003951017.1		
OG0008384				WP_003951021.1		
OG0008385				WP_003951022.1		
OG0008386				WP_003951035.1		
OG0008387				WP_003951062.1		
OG0008388				WP_003951077.1		
OG0008389				WP_003951081.1		
OG0008390				WP_003951086.1		
OG0008391				WP_003951091.1		
OG0008392				WP_003951107.1		
OG0008393				WP_003951147.1		
OG0008394				WP_003951148.1		
OG0008395				WP_003951210.1		
OG0008396				WP_003951211.1		
OG0008397				WP_003951212.1		
OG0008398				WP_003951225.1		
OG0008399				WP_003951227.1		
OG0008400				WP_003951236.1		
OG0008401				WP_003951237.1		
OG0008402				WP_003951240.1		
OG0008403				WP_003951267.1		
OG0008404				WP_003951277.1		
OG0008405				WP_003951289.1		
OG0008406				WP_003951291.1		
OG0008407				WP_003951293.1		
OG0008408				WP_003951294.1		
OG0008409				WP_003951301.1		
OG0008410				WP_003951302.1		
OG0008411				WP_003951310.1		
OG0008412				WP_003951325.1		
OG0008413				WP_003951335.1		
OG0008414				WP_003951338.1		
OG0008415				WP_003951340.1		
OG0008416				WP_003951406.1		
OG0008417				WP_003951428.1		
OG0008418				WP_003951439.1		
OG0008419				WP_003951463.1		
OG0008420				WP_003951467.1		
OG0008421				WP_003951516.1		
OG0008422				WP_003951519.1		
OG0008423				WP_003951538.1		
OG0008424				WP_003951549.1		
OG0008425				WP_003951553.1		
OG0008426				WP_003951554.1		
OG0008427				WP_003951558.1		
OG0008428				WP_003951560.1		
OG0008429				WP_003951569.1		
OG0008430				WP_003951576.1		
OG0008431				WP_003951578.1		
OG0008432				WP_003951579.1		
OG0008433				WP_003951591.1		
OG0008434				WP_003951596.1		
OG0008435				WP_003951601.1		
OG0008436				WP_003951613.1		
OG0008437				WP_003951619.1		
OG0008438				WP_003951624.1		
OG0008439				WP_003951626.1		
OG0008440				WP_003951632.1		
OG0008441				WP_003951634.1		
OG0008442				WP_003951636.1		
OG0008443				WP_003951646.1		
OG0008444				WP_003951688.1		
OG0008445				WP_003951697.1		
OG0008446				WP_003951709.1		
OG0008447				WP_003951718.1		
OG0008448				WP_003951728.1		
OG0008449				WP_003951732.1		
OG0008450				WP_003951768.1		
OG0008451				WP_003951774.1		
OG0008452				WP_003951788.1		
OG0008453				WP_003951805.1		
OG0008454				WP_003951806.1		
OG0008455				WP_003951809.1		
OG0008456				WP_003951810.1		
OG0008457				WP_003951815.1		
OG0008458				WP_003951816.1		
OG0008459				WP_003951819.1		
OG0008460				WP_003951849.1		
OG0008461				WP_003951854.1		
OG0008462				WP_003951857.1		
OG0008463				WP_003951870.1		
OG0008464				WP_003951871.1		
OG0008465				WP_003951883.1		
OG0008466				WP_003951887.1		
OG0008467				WP_003951934.1		
OG0008468				WP_003951942.1		
OG0008469				WP_003951943.1		
OG0008470				WP_003951945.1		
OG0008471				WP_003951956.1		
OG0008472				WP_003951963.1		
OG0008473				WP_003951965.1		
OG0008474				WP_003951968.1		
OG0008475				WP_003951969.1		
OG0008476				WP_003951970.1		
OG0008477				WP_003951971.1		
OG0008478				WP_003951972.1		
OG0008479				WP_003951975.1		
OG0008480				WP_003951976.1		
OG0008481				WP_003951982.1		
OG0008482				WP_003951996.1		
OG0008483				WP_003952021.1		
OG0008484				WP_003952047.1		
OG0008485				WP_003952056.1		
OG0008486				WP_003952061.1		
OG0008487				WP_003952078.1		
OG0008488				WP_003952090.1		
OG0008489				WP_003952095.1		
OG0008490				WP_003952120.1		
OG0008491				WP_003952123.1		
OG0008492				WP_003952136.1		
OG0008493				WP_003952160.1		
OG0008494				WP_003952171.1		
OG0008495				WP_003952206.1		
OG0008496				WP_003952221.1		
OG0008497				WP_003952222.1		
OG0008498				WP_003952240.1		
OG0008499				WP_003952251.1		
OG0008500				WP_003952257.1		
OG0008501				WP_003952265.1		
OG0008502				WP_003952269.1		
OG0008503				WP_003952274.1		
OG0008504				WP_003952279.1		
OG0008505				WP_003952286.1		
OG0008506				WP_003952289.1		
OG0008507				WP_003952296.1		
OG0008508				WP_003952297.1		
OG0008509				WP_003952306.1		
OG0008510				WP_003952307.1		
OG0008511				WP_003952309.1		
OG0008512				WP_003952310.1		
OG0008513				WP_003952313.1		
OG0008514				WP_003952320.1		
OG0008515				WP_003952328.1		
OG0008516				WP_003961784.1		
OG0008517				WP_003999697.1		
OG0008518				WP_008403490.1		
OG0008519				WP_008403609.1		
OG0008520				WP_008403665.1		
OG0008521				WP_008403696.1		
OG0008522				WP_008403762.1		
OG0008523				WP_008403786.1		
OG0008524				WP_008403804.1		
OG0008525				WP_008403849.1		
OG0008526				WP_008403856.1		
OG0008527				WP_008404102.1		
OG0008528				WP_008404155.1		
OG0008529				WP_008404202.1		
OG0008530				WP_008404251.1		
OG0008531				WP_008404254.1		
OG0008532				WP_008404291.1		
OG0008533				WP_008404295.1		
OG0008534				WP_008404303.1		
OG0008535				WP_008404807.1		
OG0008536				WP_008404812.1		
OG0008537				WP_008404824.1		
OG0008538				WP_008404846.1		
OG0008539				WP_008404860.1		
OG0008540				WP_008404888.1		
OG0008541				WP_008404948.1		
OG0008542				WP_008404999.1		
OG0008543				WP_008405025.1		
OG0008544				WP_008405218.1		
OG0008545				WP_008405242.1		
OG0008546				WP_008405247.1		
OG0008547				WP_008405262.1		
OG0008548				WP_008405281.1		
OG0008549				WP_008405320.1		
OG0008550				WP_008405383.1		
OG0008551				WP_008405455.1		
OG0008552				WP_008405589.1		
OG0008553				WP_008405627.1		
OG0008554				WP_008405632.1		
OG0008555				WP_008405652.1		
OG0008556				WP_008405731.1		
OG0008557				WP_008405744.1		
OG0008558				WP_008405747.1		
OG0008559				WP_008405819.1		
OG0008560				WP_008405903.1		
OG0008561				WP_008406083.1		
OG0008562				WP_008406190.1		
OG0008563				WP_008406641.1		
OG0008564				WP_008406826.1		
OG0008565				WP_008406841.1		
OG0008566				WP_008406842.1		
OG0008567				WP_008406880.1		
OG0008568				WP_008406945.1		
OG0008569				WP_008407028.1		
OG0008570				WP_008407277.1		
OG0008571				WP_008407279.1		
OG0008572				WP_008407686.1		
OG0008573				WP_008407706.1		
OG0008574				WP_008407996.1		
OG0008575				WP_008408007.1		
OG0008576				WP_008408008.1		
OG0008577				WP_008408054.1		
OG0008578				WP_008408073.1		
OG0008579				WP_008408116.1		
OG0008580				WP_008408170.1		
OG0008581				WP_008408355.1		
OG0008582				WP_008408371.1		
OG0008583				WP_008408375.1		
OG0008584				WP_008408433.1		
OG0008585				WP_008408715.1		
OG0008586				WP_008408753.1		
OG0008587				WP_008408759.1		
OG0008588				WP_008408822.1		
OG0008589				WP_008408947.1		
OG0008590				WP_008408997.1		
OG0008591				WP_008409004.1		
OG0008592				WP_008409086.1		
OG0008593				WP_008409111.1		
OG0008594				WP_008409170.1		
OG0008595				WP_008409175.1		
OG0008596				WP_008409178.1		
OG0008597				WP_008409255.1		
OG0008598				WP_008409397.1		
OG0008599				WP_008409584.1		
OG0008600				WP_008409639.1		
OG0008601				WP_008409643.1		
OG0008602				WP_008409819.1		
OG0008603				WP_008409920.1		
OG0008604				WP_008410291.1		
OG0008605				WP_008410310.1		
OG0008606				WP_008410593.1		
OG0008607				WP_008410620.1		
OG0008608				WP_008410677.1		
OG0008609				WP_008410796.1		
OG0008610				WP_008410798.1		
OG0008611				WP_008410888.1		
OG0008612				WP_008410959.1		
OG0008613				WP_008411153.1		
OG0008614				WP_008411241.1		
OG0008615				WP_008411297.1		
OG0008616				WP_008411317.1		
OG0008617				WP_008411668.1		
OG0008618				WP_008411793.1		
OG0008619				WP_008411805.1		
OG0008620				WP_008411819.1		
OG0008621				WP_008411828.1		
OG0008622				WP_008411851.1		
OG0008623				WP_008411944.1		
OG0008624				WP_008411999.1		
OG0008625				WP_008412119.1		
OG0008626				WP_008412239.1		
OG0008627				WP_008412263.1		
OG0008628				WP_008412382.1		
OG0008629				WP_008412427.1		
OG0008630				WP_008412458.1		
OG0008631				WP_008412499.1		
OG0008632				WP_008412579.1		
OG0008633				WP_008412695.1		
OG0008634				WP_008412721.1		
OG0008635				WP_008413044.1		
OG0008636				WP_008413058.1		
OG0008637				WP_008413089.1		
OG0008638				WP_008413177.1		
OG0008639				WP_008413209.1		
OG0008640				WP_008413322.1		
OG0008641				WP_008413748.1		
OG0008642				WP_008413778.1		
OG0008643				WP_008413829.1		
OG0008644				WP_008413909.1		
OG0008645				WP_008414033.1		
OG0008646				WP_008414039.1		
OG0008647				WP_008414072.1		
OG0008648				WP_008414084.1		
OG0008649				WP_008414088.1		
OG0008650				WP_008414684.1		
OG0008651				WP_008414815.1		
OG0008652				WP_008414818.1		
OG0008653				WP_008414847.1		
OG0008654				WP_008414889.1		
OG0008655				WP_008414901.1		
OG0008656				WP_008414930.1		
OG0008657				WP_008414999.1		
OG0008658				WP_008415289.1		
OG0008659				WP_008415476.1		
OG0008660				WP_008415530.1		
OG0008661				WP_008415563.1		
OG0008662				WP_008415575.1		
OG0008663				WP_008415578.1		
OG0008664				WP_008415685.1		
OG0008665				WP_008415796.1		
OG0008666				WP_008415822.1		
OG0008667				WP_008415871.1		
OG0008668				WP_008415873.1		
OG0008669				WP_008415881.1		
OG0008670				WP_008416054.1		
OG0008671				WP_008416218.1		
OG0008672				WP_008416455.1		
OG0008673				WP_008416676.1		
OG0008674				WP_008416811.1		
OG0008675				WP_008416879.1		
OG0008676				WP_008417018.1		
OG0008677				WP_008417559.1		
OG0008678				WP_008417684.1		
OG0008679				WP_008417688.1		
OG0008680				WP_010636496.1		
OG0008681				WP_010636502.1		
OG0008682				WP_010636670.1		
OG0008683				WP_010637399.1		
OG0008684				WP_010637672.1		
OG0008685				WP_010637694.1		
OG0008686				WP_010637793.1		
OG0008687				WP_010637874.1		
OG0008688				WP_010638038.1		
OG0008689				WP_010638045.1		
OG0008690				WP_010638300.1		
OG0008691				WP_010638310.1		
OG0008692				WP_010638413.1		
OG0008693				WP_010638720.1		
OG0008694				WP_010638751.1		
OG0008695				WP_010638819.1		
OG0008696				WP_010638944.1		
OG0008697				WP_010638991.1		
OG0008698				WP_010638993.1		
OG0008699				WP_010639223.1		
OG0008700				WP_010639728.1		
OG0008701				WP_010639798.1		
OG0008702				WP_010640365.1		
OG0008703				WP_010640621.1		
OG0008704				WP_010640791.1		
