Gene	Orthogroup
b2793	OG0003988
STM2967	OG0003988
b2796	OG0003989
STM2970	OG0003989
b2801	OG0003990
STM3792	OG0003990
b2802	OG0003991
STM2976	OG0003991
STM2977	OG0003992
b2803	OG0003992
b2804	OG0003993
STM2978	OG0003993
STM2979	OG0003994
b2805	OG0003994
b2809	OG0003995
STM2983	OG0003995
STM2997	OG0003996
b2823	OG0003996
STM2998	OG0003997
b2824	OG0003997
b2825	OG0003998
STM2999	OG0003998
b2826	OG0003999
STM3000	OG0003999
b2831	OG0004000
STM3005	OG0004000
b2836	OG0004001
STM3010	OG0004001
STM3015	OG0004002
b2840	OG0004002
STM3022	OG0004003
b2845	OG0004003
b2847	OG0004004
STM3759	OG0004004
STM3758	OG0004005
b2848	OG0004005
STM2876	OG0004006
b2852	OG0004006
b2871	OG0004007
STM1002	OG0004007
STM3045	OG0004008
b2895	OG0004008
b2896	OG0004009
STM3046	OG0004009
b2900	OG0004010
STM3050	OG0004010
STM3059	OG0004011
b2909	OG0004011
STM3065	OG0004012
b2922	OG0004012
b2939	OG0004013
STM3087	OG0004013
b2940	OG0004014
STM3088	OG0004014
b2956	OG0004015
STM3105	OG0004015
STM3107	OG0004016
b2958	OG0004016
b2988	OG0004017
STM3139	OG0004017
STM3140	OG0004018
b2989	OG0004018
STM3143	OG0004019
b2990	OG0004019
STM3145	OG0004020
b2992	OG0004020
b2993	OG0004021
STM3146	OG0004021
b2995	OG0004022
STM3148	OG0004022
b2996	OG0004023
STM3149	OG0004023
b2997	OG0004024
STM3150	OG0004024
b2998	OG0004025
STM3151	OG0004025
STM3159	OG0004026
b3006	OG0004026
STM3161	OG0004027
b3008	OG0004027
b3009	OG0004028
STM3162	OG0004028
b3029	OG0004029
STM3180	OG0004029
b3037	OG0004030
STM3187	OG0004030
STM3197	OG0004031
b3049	OG0004031
STM3198	OG0004032
b3050	OG0004032
STM3354	OG0004033
b3062	OG0004033
STM3218	OG0004034
b3073	OG0004034
STM4030	OG0004035
b3082	OG0004035
b3083	OG0004036
STM4031	OG0004036
STM3227	OG0004037
b3096	OG0004037
STM3230	OG0004038
b3099	OG0004038
b3100	OG0004039
STM3231	OG0004039
b3106	OG0004040
STM3236	OG0004040
b3107	OG0004041
STM3237	OG0004041
STM3243	OG0004042
b3116	OG0004042
STM3249	OG0004043
b3126	OG0004043
b3154	OG0004044
STM3270	OG0004044
STM3281	OG0004045
b3163	OG0004045
STM3309	OG0004046
b3191	OG0004046
b3199	OG0004047
STM3317	OG0004047
b3207	OG0004048
STM3325	OG0004048
STM4573	OG0004049
b3215	OG0004049
STM4572	OG0004050
b3216	OG0004050
b3220	OG0004051
STM3332	OG0004051
b3221	OG0004052
STM3335	OG0004052
STM3347	OG0004053
b3233	OG0004053
b3239	OG0004054
STM3363	OG0004054
STM3364	OG0004055
b3240	OG0004055
STM3365	OG0004056
b3241	OG0004056
STM3366	OG0004057
b3242	OG0004057
b3252	OG0004058
STM3375	OG0004058
b3257	OG0004059
STM3381	OG0004059
b3263	OG0004060
STM3387	OG0004060
STM3392	OG0004061
b3267	OG0004061
STM3400	OG0004062
b3280	OG0004062
b3284	OG0004063
STM3404	OG0004063
PA3100	OG0004064
b3329	OG0004064
STM3453	OG0004065
b3347	OG0004065
b3354	OG0004066
PA3463	OG0004066
STM3464	OG0004067
b3355	OG0004067
STM3471	OG0004068
b3362	OG0004068
STM3473	OG0004069
b3364	OG0004069
STM3480	OG0004070
b3369	OG0004070
b3392	OG0004071
STM3489	OG0004071
b3393	OG0004072
STM3490	OG0004072
STM3491	OG0004073
b3394	OG0004073
b3395	OG0004074
STM3492	OG0004074
b3398	OG0004075
STM3495	OG0004075
STM3499	OG0004076
b3402	OG0004076
b3440	OG0004077
STM3545	OG0004077
b3448	OG0004078
STM3552	OG0004078
b3467	OG0004079
STM3574	OG0004079
b3468	OG0004080
STM3575	OG0004080
STM3580	OG0004081
b3472	OG0004081
STM3583	OG0004082
b3475	OG0004082
b3494	OG0004083
STM3590	OG0004083
b3512	OG0004084
b3507	OG0004084
b3509	OG0004085
STM1562	OG0004085
STM3606	OG0004086
b3520	OG0004086
STM3612	OG0004087
b3526	OG0004087
b3527	OG0004088
STM3613	OG0004088
STM3615	OG0004089
b3529	OG0004089
STM3617	OG0004090
b3531	OG0004090
b3532	OG0004091
STM3618	OG0004091
b3535	OG0004092
STM3621	OG0004092
b3536	OG0004093
STM3622	OG0004093
b3537	OG0004094
STM3623	OG0004094
b3538	OG0004095
STM3624	OG0004095
b3539	OG0004096
STM3625	OG0004096
b3546	OG0004097
STM3635	OG0004097
b3561	OG0004098
STM3658	OG0004098
STM3659	OG0004099
b3563	OG0004099
b3566	OG0004100
XNR_RS16445	OG0004100
XNR_RS16455	OG0004101
b3568	OG0004101
b3569	OG0004102
STM3662	OG0004102
b3571	OG0004103
STM3664	OG0004103
STM3668	OG0004104
b3575	OG0004104
STM3669	OG0004105
b3576	OG0004105
STM3674	OG0004106
b3580	OG0004106
b3598	OG0004107
b3587	OG0004107
b3602	OG0004108
STM3689	OG0004108
b3624	OG0004109
STM3715	OG0004109
b3625	OG0004110
STM3716	OG0004110
STM3723	OG0004111
b3632	OG0004111
STM3739	OG0004112
b3647	OG0004112
STM3748	OG0004113
b3655	OG0004113
b3663	OG0004114
STM3786	OG0004114
b3666	OG0004115
STM3787	OG0004115
b3670	OG0004116
STM3795	OG0004116
b3672	OG0004117
STM3797	OG0004117
STM3798	OG0004118
b3673	OG0004118
STM3803	OG0004119
b3674	OG0004119
STM3807	OG0004120
b3685	OG0004120
STM3808	OG0004121
b3686	OG0004121
STM3810	OG0004122
b3688	OG0004122
b3689	OG0004123
STM3811	OG0004123
STM3829	OG0004124
b3693	OG0004124
b3710	OG0004125
STM3847	OG0004125
b3711	OG0004126
STM3848	OG0004126
STM3849	OG0004127
b3712	OG0004127
b3739	OG0004128
STM3872	OG0004128
b3742	OG0004129
STM3875	OG0004129
b3744	OG0004130
STM3877	OG0004130
STM3898	OG0004131
b3764	OG0004131
STM3900	OG0004132
b3766	OG0004132
STM3902	OG0004133
b3769	OG0004133
b3773	OG0004134
STM3908	OG0004134
STM3919	OG0004135
b3785	OG0004135
STM3926	OG0004136
b3792	OG0004136
STM3928	OG0004137
b3793	OG0004137
b3810	OG0004138
STM3948	OG0004138
b3817	OG0004139
STM3953	OG0004139
b3818	OG0004140
STM3954	OG0004140
STM3957	OG0004141
b3821	OG0004141
b3831	OG0004142
STM3968	OG0004142
b3834	OG0004143
STM3971	OG0004143
STM3977	OG0004144
b3842	OG0004144
STM3984	OG0004145
b3847	OG0004145
STM3987	OG0004146
b3850	OG0004146
STM3993	OG0004147
b3856	OG0004147
b3858	OG0004148
STM3995	OG0004148
STM4003	OG0004149
b3866	OG0004149
b3875	OG0004150
STM4016	OG0004150
b3878	OG0004151
STM4019	OG0004151
b3880	OG0004152
STM4021	OG0004152
STM4022	OG0004153
b3881	OG0004153
b3883	OG0004154
STM4024	OG0004154
b3885	OG0004155
STM4026	OG0004155
b3889	OG0004156
b3890	OG0004156
b3892	OG0004157
STM4035	OG0004157
b3902	OG0004158
STM4045	OG0004158
STM4050	OG0004159
b3907	OG0004159
STM4082	OG0004160
b3920	OG0004160
STM4083	OG0004161
b3921	OG0004161
b3928	OG0004162
STM4088	OG0004162
b3938	OG0004163
STM4099	OG0004163
STM4101	OG0004164
b3940	OG0004164
STM4113	OG0004165
b3950	OG0004165
STM4114	OG0004166
b3951	OG0004166
STM4115	OG0004167
b3952	OG0004167
b3953	OG0004168
STM4116	OG0004168
STM4128	OG0004169
b3964	OG0004169
b3990	OG0004170
STM4159	OG0004170
b3999	OG0004171
STM4169	OG0004171
b4001	OG0004172
STM4171	OG0004172
STM4172	OG0004173
b4002	OG0004173
b4021	OG0004174
STM4190	OG0004174
b4022	OG0004175
STM4193	OG0004175
b4023	OG0004176
STM4194	OG0004176
STM4222	OG0004177
b4026	OG0004177
b4036	OG0004178
STM4231	OG0004178
STM4232	OG0004179
b4037	OG0004179
b4039	OG0004180
STM4233	OG0004180
STM4244	OG0004181
b4050	OG0004181
STM4249	OG0004182
b4055	OG0004182
b4060	OG0004183
STM4263	OG0004183
b4070	OG0004184
STM4277	OG0004184
STM4278	OG0004185
b4071	OG0004185
STM4281	OG0004186
b4074	OG0004186
b4078	OG0004187
STM4284	OG0004187
PA3372	OG0004188
b4092	OG0004188
PA3373	OG0004189
b4094	OG0004189
PA3374	OG0004190
b4095	OG0004190
b4096	OG0004191
PA3375	OG0004191
b4098	OG0004192
PA3377	OG0004192
b4099	OG0004193
PA3378	OG0004193
PA3379	OG0004194
b4100	OG0004194
PA3380	OG0004195
b4101	OG0004195
STM4291	OG0004196
b4112	OG0004196
STM4292	OG0004197
b4113	OG0004197
b4123	OG0004198
STM4301	OG0004198
STM2557	OG0004199
b4133	OG0004199
STM4332	OG0004200
b4145	OG0004200
b4150	OG0004201
PA4110	OG0004201
STM4344	OG0004202
b4155	OG0004202
STM4345	OG0004203
b4156	OG0004203
b4158	OG0004204
STM4346	OG0004204
STM4373	OG0004205
b4183	OG0004205
STM4374	OG0004206
b4184	OG0004206
b4185	OG0004207
STM4375	OG0004207
STM4378	OG0004208
b4188	OG0004208
b4189	OG0004209
STM4379	OG0004209
STM4381	OG0004210
b4191	OG0004210
STM4382	OG0004211
b4192	OG0004211
STM4389	OG0004212
b4199	OG0004212
STM4392	OG0004213
b4201	OG0004213
b4204	OG0004214
b4325	OG0004214
b4206	OG0004215
STM4396	OG0004215
b4209	OG0004216
STM4399	OG0004216
STM4400	OG0004217
b4210	OG0004217
b4216	OG0004218
STM4405	OG0004218
STM4406	OG0004219
b4217	OG0004219
b4218	OG0004220
STM4407	OG0004220
b4237	OG0004221
STM4451	OG0004221
STM4455	OG0004222
b4241	OG0004222
b4246	OG0004223
STM4461	OG0004223
b4255	OG0004224
STM4470	OG0004224
STM1618	OG0004225
b4300	OG0004225
b4301	OG0004226
STM1617	OG0004226
b4302	OG0004227
STM1616	OG0004227
b4303	OG0004228
STM1615	OG0004228
b4307	OG0004229
PA0367a	OG0004229
STM1130	OG0004230
b4310	OG0004230
STM3130	OG0004231
b4326	OG0004231
b4328	OG0004232
STM4512	OG0004232
STM4513	OG0004233
b4329	OG0004233
b4330	OG0004234
STM4514	OG0004234
b4331	OG0004235
PA0054	OG0004235
b4337	OG0004236
STM4517	OG0004236
STM4521	OG0004237
b4341	OG0004237
STM4523	OG0004238
b4347	OG0004238
b4350	OG0004239
STM4526	OG0004239
b4359	OG0004240
STM4541	OG0004240
STM4542	OG0004241
b4360	OG0004241
b4363	OG0004242
STM4545	OG0004242
b4364	OG0004243
STM4546	OG0004243
b4365	OG0004244
STM4547	OG0004244
b4366	OG0004245
STM4548	OG0004245
b4367	OG0004246
STM4550	OG0004246
b4372	OG0004247
STM4557	OG0004247
b4377	OG0004248
STM4563	OG0004248
STM4565	OG0004249
b4379	OG0004249
b4380	OG0004250
STM4566	OG0004250
STM4577	OG0004251
b4387	OG0004251
b4393	OG0004252
STM4583	OG0004252
STM4598	OG0004253
b4401	OG0004253
b4402	OG0004254
STM4599	OG0004254
b4592	OG0004255
STM1794	OG0004255
b4618	OG0004256
STM3796B	OG0004256
b0258	OG0004257
Rv0071	OG0004257
b4724	OG0004258
b4723	OG0004258
b4744	OG0004259
b4748	OG0004259
STM1829	OG0004260
b4751	OG0004260
STM3089	OG0004261
b2941	OG0004261
b2969	OG0004262
PA3096	OG0004262
b4795	OG0004263
b4821	OG0004264
STM4276	OG0004264
b1660	OG0004265
STM1428	OG0004265
STM1907	OG0004266
b1874	OG0004266
b4406	OG0004267
STM0238	OG0004267
STM1846	OG0004268
b1831	OG0004268
STM3175	OG0004269
b3023	OG0004269
STM3238	OG0004270
b4470	OG0004270
b3110	OG0004271
STM3239	OG0004271
STM3403	OG0004272
b3283	OG0004272
STM3541	OG0004273
b4476	OG0004273
b3530	OG0004274
STM3616	OG0004274
b3570	OG0004275
STM3663	OG0004275
STM3665	OG0004276
b3572	OG0004276
b3755	OG0004277
STM3888	OG0004277
b3790	OG0004278
STM3924	OG0004278
b4481	OG0004279
STM3927	OG0004279
STM3961	OG0004280
b3825	OG0004280
STM4060	OG0004281
b4484	OG0004281
b4097	OG0004282
PA3376	OG0004282
STM4335	OG0004283
b4410	OG0004283
b4411	OG0004284
STM4336	OG0004284
b4257	OG0004285
STM4474	OG0004285
b4509	OG0004286
STM2618	OG0004286
b4528	OG0004287
b4510	OG0004287
STM0707	OG0004288
b4513	OG0004288
b4515	OG0004289
STM0742	OG0004289
b4517	OG0004290
STM1809	OG0004290
b4526	OG0004291
STM2630	OG0004291
b4529	OG0004292
STM1649	OG0004292
b4536	OG0004293
STM1841	OG0004293
Rv3358	OG0004294
b4539	OG0004294
STM2161	OG0004295
b4542	OG0004295
PA1578a	OG0004296
b4502	OG0004296
b4547	OG0004297
STM2484	OG0004297
b4553	OG0004298
STM3657	OG0004298
STM3688	OG0004299
b4554	OG0004299
b4555	OG0004300
STM3774	OG0004300
b4558	OG0004301
STM3946	OG0004301
STM1613	OG0004302
b4565	OG0004302
STM4552	OG0004303
b4567	OG0004303
Rv0004	OG0004304
XNR_RS14925	OG0004304
XNR_RS14940	OG0004305
Rv0007	OG0004305
XNR_RS15030	OG0004306
Rv0011c	OG0004306
Rv0036c	OG0004307
XNR_RS11305	OG0004307
XNR_RS14820	OG0004308
Rv0037c	OG0004308
Rv0040c	OG0004309
Rv1016c	OG0004309
Rv0047c	OG0004310
XNR_RS14810	OG0004310
Rv0051	OG0004311
XNR_RS14800	OG0004311
PA1746	OG0004312
Rv0060	OG0004312
Rv0072	OG0004313
Rv2563	OG0004313
Rv2564	OG0004314
Rv0073	OG0004314
Rv0077c	OG0004315
XNR_RS16310	OG0004315
XNR_RS04155	OG0004316
Rv0080	OG0004316
PA4704	OG0004317
Rv0104	OG0004317
XNR_RS06915	OG0004318
Rv0127	OG0004318
Rv0128	OG0004319
PA0255	OG0004319
Rv0140	OG0004320
XNR_RS06645	OG0004320
Rv0142	OG0004321
XNR_RS09540	OG0004321
Rv0156	OG0004322
PA0195.1	OG0004322
Rv0175	OG0004323
Rv0177	OG0004323
Rv0180c	OG0004324
XNR_RS00210	OG0004324
XNR_RS19730	OG0004325
Rv0182c	OG0004325
Rv0184	OG0004326
XNR_RS16925	OG0004326
Rv0195	OG0004327
XNR_RS02625	OG0004327
Rv0228	OG0004328
Rv1254	OG0004328
XNR_RS27980	OG0004329
Rv0235c	OG0004329
Rv2209	OG0004330
Rv0246	OG0004330
Rv1427c	OG0004331
Rv0270	OG0004331
Rv2237	OG0004332
Rv0276	OG0004332
Rv0287	OG0004333
Rv3020c	OG0004333
Rv0293c	OG0004334
Rv2627c	OG0004334
Rv2910c	OG0004335
Rv0310c	OG0004335
Rv0312	OG0004336
Rv2264c	OG0004336
Rv0320	OG0004337
Rv1728c	OG0004337
Rv0332	OG0004338
XNR_RS05915	OG0004338
Rv0341	OG0004339
Rv0340	OG0004339
Rv0831c	OG0004340
Rv0347	OG0004340
Rv0348	OG0004341
Rv3188	OG0004341
XNR_RS15875	OG0004342
Rv0360c	OG0004342
XNR_RS21205	OG0004343
Rv0412c	OG0004343
Rv0430	OG0004344
XNR_RS11915	OG0004344
XNR_RS02270	OG0004345
Rv0437c	OG0004345
Rv0444c	OG0004346
XNR_RS25810	OG0004346
XNR_RS12895	OG0004347
Rv0446c	OG0004347
XNR_RS12910	OG0004348
Rv0448c	OG0004348
Rv0449c	OG0004349
XNR_RS12915	OG0004349
Rv0673	OG0004350
Rv0456c	OG0004350
Rv1531	OG0004351
Rv0464c	OG0004351
Rv2001	OG0004352
Rv0466	OG0004352
Rv0476	OG0004353
XNR_RS16750	OG0004353
Rv0487	OG0004354
XNR_RS16775	OG0004354
XNR_RS17350	OG0004355
Rv0495c	OG0004355
XNR_RS17355	OG0004356
Rv0496	OG0004356
Rv0498	OG0004357
XNR_RS17365	OG0004357
Rv0774c	OG0004358
Rv0519c	OG0004358
XNR_RS17630	OG0004359
Rv0525	OG0004359
XNR_RS17650	OG0004360
Rv0528	OG0004360
XNR_RS12130	OG0004361
Rv0540	OG0004361
XNR_RS12110	OG0004362
Rv0541c	OG0004362
Rv0543c	OG0004363
Rv3046c	OG0004363
Rv2302	OG0004364
Rv0569	OG0004364
XNR_RS08055	OG0004365
Rv0585c	OG0004365
Rv2596	OG0004366
Rv0598c	OG0004366
Rv2595	OG0004367
Rv0599c	OG0004367
Rv2999	OG0004368
Rv0604	OG0004368
Rv0612	OG0004369
Rv0609A	OG0004369
Rv0613c	OG0004370
STM2742	OG0004370
Rv0874c	OG0004371
Rv0628c	OG0004371
PA1748	OG0004372
Rv0632c	OG0004372
XNR_RS18320	OG0004373
Rv0636	OG0004373
XNR_RS28990	OG0004374
Rv0654	OG0004374
Rv0657c	OG0004375
XNR_RS16335	OG0004375
Rv0669c	OG0004376
PA0845	OG0004376
Rv0680c	OG0004377
Rv0679c	OG0004377
Rv0695	OG0004378
SACI_RS00670	OG0004378
Rv3639c	OG0004379
Rv0698	OG0004379
Rv3435c	OG0004380
Rv0713	OG0004380
Rv0737	OG0004381
XNR_RS07035	OG0004381
Rv0750	OG0004382
Rv0740	OG0004382
XNR_RS13255	OG0004383
Rv0759c	OG0004383
Rv0785	OG0004384
XNR_RS25480	OG0004384
Rv0786c	OG0004385
XNR_RS02495	OG0004385
PA2198	OG0004386
Rv0793	OG0004386
Rv0798c	OG0004387
XNR_RS28165	OG0004387
Rv0804	OG0004388
Rv1863c	OG0004388
XNR_RS04415	OG0004389
Rv0806c	OG0004389
Rv0807	OG0004390
XNR_RS14095	OG0004390
XNR_RS14080	OG0004391
Rv0810c	OG0004391
XNR_RS16550	OG0004392
Rv0813c	OG0004392
Rv0825c	OG0004393
Rv0275c	OG0004393
Rv1645c	OG0004394
Rv0826	OG0004394
STM1380	OG0004395
Rv0840c	OG0004395
Rv0842	OG0004396
Rv0841	OG0004396
Rv0851c	OG0004397
PA3277	OG0004397
STM2405	OG0004398
Rv0853c	OG0004398
XNR_RS11650	OG0004399
Rv0862c	OG0004399
Rv0868c	OG0004400
XNR_RS16495	OG0004400
XNR_RS11530	OG0004401
Rv0876c	OG0004401
XNR_RS11525	OG0004402
Rv0877	OG0004402
Rv0881	OG0004403
XNR_RS26255	OG0004403
XNR_RS05035	OG0004404
Rv0883c	OG0004404
XNR_RS11375	OG0004405
Rv0884c	OG0004405
Rv0889c	OG0004406
XNR_RS11265	OG0004406
XNR_RS00495	OG0004407
Rv0898c	OG0004407
Rv0908	OG0004408
XNR_RS11505	OG0004408
Rv0910	OG0004409
Rv1546	OG0004409
STM3651	OG0004410
Rv0919	OG0004410
STM1860	OG0004411
Rv0920c	OG0004411
XNR_RS28245	OG0004412
Rv0925c	OG0004412
Rv1059	OG0004413
Rv0926c	OG0004413
XNR_RS27990	OG0004414
Rv0944	OG0004414
XNR_RS18925	OG0004415
Rv0948c	OG0004415
Rv2798c	OG0004416
Rv0965c	OG0004416
XNR_RS11290	OG0004417
Rv0973c	OG0004417
XNR_RS16465	OG0004418
Rv0982	OG0004418
Rv0991c	OG0004419
XNR_RS29720	OG0004419
Rv1024	OG0004420
XNR_RS09940	OG0004420
XNR_RS09935	OG0004421
Rv1025	OG0004421
XNR_RS05395	OG0004422
Rv1066	OG0004422
Rv1069c	OG0004423
XNR_RS24335	OG0004423
Rv1072	OG0004424
XNR_RS09870	OG0004424
Rv1076	OG0004425
Rv3487c	OG0004425
XNR_RS20025	OG0004426
Rv1081c	OG0004426
Rv1082	OG0004427
XNR_RS20030	OG0004427
Rv2472	OG0004428
Rv1103c	OG0004428
Rv1132	OG0004429
Rv1431	OG0004429
PA2554	OG0004430
Rv1144	OG0004430
PA0798	OG0004431
Rv1147	OG0004431
XNR_RS14260	OG0004432
Rv1156	OG0004432
Rv1167c	OG0004433
XNR_RS02500	OG0004433
Rv1184c	OG0004434
Rv3822	OG0004434
Rv1191	OG0004435
Rv3312c	OG0004435
Rv1207	OG0004436
XNR_RS08250	OG0004436
XNR_RS11900	OG0004437
Rv1208	OG0004437
Rv1209	OG0004438
XNR_RS08245	OG0004438
XNR_RS29660	OG0004439
Rv1211	OG0004439
XNR_RS17725	OG0004440
Rv1217c	OG0004440
Rv2341	OG0004441
Rv1228	OG0004441
XNR_RS08190	OG0004442
Rv1231c	OG0004442
Rv1240	OG0004443
XNR_RS19210	OG0004443
PA1537	OG0004444
Rv1245c	OG0004444
Rv1246c	OG0004445
Rv2866	OG0004445
XNR_RS25965	OG0004446
Rv1249c	OG0004446
Rv3483c	OG0004447
Rv1252c	OG0004447
Rv1267c	OG0004448
Rv3124	OG0004448
Rv1269c	OG0004449
Rv1813c	OG0004449
XNR_RS19525	OG0004450
Rv1288	OG0004450
XNR_RS07235	OG0004451
Rv1312	OG0004451
Rv1313c	OG0004452
Rv3798	OG0004452
XNR_RS07170	OG0004453
Rv1322	OG0004453
Rv1332	OG0004454
XNR_RS08875	OG0004454
Rv1334	OG0004455
XNR_RS08860	OG0004455
Rv1348	OG0004456
PA4223	OG0004456
Rv1352	OG0004457
Rv1906c	OG0004457
Rv3192	OG0004458
Rv1360	OG0004458
Rv1378c	OG0004459
Rv3074	OG0004459
Rv1382	OG0004460
XNR_RS26600	OG0004460
Rv1385	OG0004461
XNR_RS26620	OG0004461
XNR_RS26625	OG0004462
Rv1388	OG0004462
Rv2547	OG0004463
Rv1398c	OG0004463
Rv1403c	OG0004464
Rv1405c	OG0004464
Rv1404	OG0004465
XNR_RS16300	OG0004465
Rv1440	OG0004466
XNR_RS24380	OG0004466
PA3847	OG0004467
Rv1443c	OG0004467
Rv1446c	OG0004468
XNR_RS24400	OG0004468
Rv1459c	OG0004469
Rv2174	OG0004469
Rv1460	OG0004470
XNR_RS24450	OG0004470
Rv1481	OG0004471
PA3073	OG0004471
XNR_RS24875	OG0004472
Rv1486c	OG0004472
Rv1487	OG0004473
XNR_RS24885	OG0004473
Rv1492	OG0004474
XNR_RS23105	OG0004474
Rv1501	OG0004475
Rv3633	OG0004475
Rv1510	OG0004476
Rv3630	OG0004476
Rv1513	OG0004477
Rv2956	OG0004477
Rv1533	OG0004478
Rv1894c	OG0004478
Rv2650c	OG0004479
Rv1576c	OG0004479
Rv2651c	OG0004480
Rv1577c	OG0004480
Rv1578c	OG0004481
Rv2652c	OG0004481
Rv2656c	OG0004482
Rv1583c	OG0004482
XNR_RS23965	OG0004483
Rv1616	OG0004483
PA5409	OG0004484
Rv1624c	OG0004484
Rv1636	OG0004485
XNR_RS12875	OG0004485
XNR_RS24935	OG0004486
Rv1691	OG0004486
Rv1733c	OG0004487
XNR_RS00305	OG0004487
Rv1735c	OG0004488
SACI_RS08390	OG0004488
Rv1738	OG0004489
Rv2632c	OG0004489
Rv1739c	OG0004490
PA1647	OG0004490
Rv1750c	OG0004491
Rv3506	OG0004491
Rv1765c	OG0004492
Rv2015c	OG0004492
PA0565	OG0004493
Rv1767	OG0004493
Rv1794	OG0004494
Rv3889c	OG0004494
Rv3882c	OG0004495
Rv1797	OG0004495
Rv1812c	OG0004496
PA2691	OG0004496
Rv1827	OG0004497
XNR_RS30170	OG0004497
XNR_RS27080	OG0004498
Rv1828	OG0004498
XNR_RS27085	OG0004499
Rv1829	OG0004499
XNR_RS27090	OG0004500
Rv1830	OG0004500
Rv1845c	OG0004501
XNR_RS00475	OG0004501
Rv1846c	OG0004502
XNR_RS29980	OG0004502
Rv2047c	OG0004503
Rv1868	OG0004503
Rv1870c	OG0004504
XNR_RS20675	OG0004504
Rv1878	OG0004505
PA5508	OG0004505
Rv1882c	OG0004506
PA2099	OG0004506
Rv1898	OG0004507
XNR_RS07065	OG0004507
XNR_RS01450	OG0004508
Rv1905c	OG0004508
Rv1910c	OG0004509
Rv1911c	OG0004509
XNR_RS21695	OG0004510
Rv1913	OG0004510
Rv1929c	OG0004511
XNR_RS23935	OG0004511
Rv1943c	OG0004512
Rv1946c	OG0004512
Rv1951c	OG0004513
Rv2077A	OG0004513
STM2955	OG0004514
Rv1960c	OG0004514
Rv1975	OG0004515
Rv0157A	OG0004515
XNR_RS03785	OG0004516
Rv1976c	OG0004516
XNR_RS21570	OG0004517
Rv1977	OG0004517
Rv1980c	OG0004518
Rv3036c	OG0004518
Rv2004c	OG0004519
PA4701	OG0004519
Rv2033c	OG0004520
XNR_RS21690	OG0004520
Rv2036	OG0004521
XNR_RS16670	OG0004521
Rv2044c	OG0004522
PA3386	OG0004522
Rv2061c	OG0004523
XNR_RS02420	OG0004523
XNR_RS15765	OG0004524
Rv2074	OG0004524
Rv2075c	OG0004525
XNR_RS19050	OG0004525
XNR_RS25730	OG0004526
Rv2095c	OG0004526
Rv2096c	OG0004527
XNR_RS25725	OG0004527
Rv2097c	OG0004528
XNR_RS25710	OG0004528
Rv2111c	OG0004529
XNR_RS25685	OG0004529
XNR_RS25680	OG0004530
Rv2112c	OG0004530
XNR_RS25675	OG0004531
Rv2115c	OG0004531
Rv2117	OG0004532
XNR_RS05680	OG0004532
Rv2119	OG0004533
XNR_RS25650	OG0004533
Rv2125	OG0004534
XNR_RS25600	OG0004534
Rv2130c	OG0004535
XNR_RS25595	OG0004535
XNR_RS25590	OG0004536
Rv2133c	OG0004536
XNR_RS25585	OG0004537
Rv2134c	OG0004537
XNR_RS25580	OG0004538
Rv2135c	OG0004538
Rv2146c	OG0004539
XNR_RS23780	OG0004539
Rv2151c	OG0004540
XNR_RS23755	OG0004540
Rv2169c	OG0004541
XNR_RS23685	OG0004541
Rv2170	OG0004542
XNR_RS05725	OG0004542
XNR_RS28185	OG0004543
Rv2173	OG0004543
Rv2175c	OG0004544
XNR_RS23640	OG0004544
Rv2177c	OG0004545
Rv2424c	OG0004545
Rv2180c	OG0004546
XNR_RS23300	OG0004546
XNR_RS23535	OG0004547
Rv2184c	OG0004547
XNR_RS23530	OG0004548
Rv2185c	OG0004548
Rv2198c	OG0004549
Rv3209	OG0004549
XNR_RS23405	OG0004550
Rv2199c	OG0004550
Rv2202c	OG0004551
XNR_RS23385	OG0004551
XNR_RS23330	OG0004552
Rv2206	OG0004552
Rv2219	OG0004553
XNR_RS23205	OG0004553
Rv2224c	OG0004554
Rv2223c	OG0004554
XNR_RS21490	OG0004555
Rv2226	OG0004555
XNR_RS22700	OG0004556
Rv2229c	OG0004556
XNR_RS22435	OG0004557
Rv2239c	OG0004557
Rv2256c	OG0004558
XNR_RS22335	OG0004558
XNR_RS22380	OG0004559
Rv2257c	OG0004559
Rv2263	OG0004560
XNR_RS06410	OG0004560
Rv2267c	OG0004561
Rv3529c	OG0004561
PA4792	OG0004562
Rv2277c	OG0004562
Rv2314c	OG0004563
PA2530	OG0004563
Rv2342	OG0004564
XNR_RS22145	OG0004564
Rv2365c	OG0004565
XNR_RS21820	OG0004565
XNR_RS14270	OG0004566
Rv2375	OG0004566
PA3934	OG0004567
Rv2395	OG0004567
PA1731	OG0004568
Rv2410c	OG0004568
Rv2411c	OG0004569
PA1730	OG0004569
Rv2413c	OG0004570
XNR_RS21660	OG0004570
Rv2429	OG0004571
XNR_RS20400	OG0004571
XNR_RS29705	OG0004572
Rv2516c	OG0004572
Rv2551c	OG0004573
XNR_RS17940	OG0004573
Rv2558	OG0004574
Rv2557	OG0004574
PA4927	OG0004575
Rv2567	OG0004575
Rv2582	OG0004576
XNR_RS26485	OG0004576
Rv2588c	OG0004577
XNR_RS26450	OG0004577
XNR_RS15835	OG0004578
Rv2598	OG0004578
Rv2611c	OG0004579
XNR_RS26405	OG0004579
XNR_RS11050	OG0004580
Rv2619c	OG0004580
Rv2633c	OG0004581
PA2171	OG0004581
XNR_RS24990	OG0004582
Rv2636	OG0004582
