Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed		
SRX10298355	9068124	3033945	4468782	988775	0	0	0	0	3821	0	0	0	0	368951	178291	25559	33.45725092	9068124	8079349	89.1	988775	10.9	SRX10298355_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9068124	0	20-75	63	23.33214716	73.02699103	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	9300047	899171	9300047	693782405	21293809	671434393	3.221184602	0.0203	0.2311	0.7486		
SRX10298356	9818735	3276889	4691365	1231338	0	0	0	0	4929	0	0	0	0	394976	189257	29981	33.37384093	9818735	8587397	87.46	1231338	12.54	SRX10298356_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9818735	0	20-75	63	21.98140601	72.93514063	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	10126196	957213	10126196	755394069	27701227	726565017	3.816425517	0.0197	0.2456	0.7347		
SRX10298357	9559970	2616701	5224610	1172307	0	0	0	0	4079	0	0	0	0	366320	159731	16222	27.37143527	9559970	8387663	87.74	1172307	12.26	SRX10298357_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9559970	0	20-75	62	21.04585247	72.74929838	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	9927192	1032887	9927192	740106489	32733231	706162219	4.586403511	0.018	0.2042	0.7778		
SRX10298358	9193920	825223	7394286	641635	0	0	0	0	5294	0	0	0	0	248094	72905	6483	8.975747015	9193920	8552285	93.02	641635	6.98	SRX10298358_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9193920	0	20-75	58	13.16699742	73.15808926	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	9376980	847934	9376980	699266596	16742085	681537976	2.535316302	0.0098	0.069	0.9213		
SRX10298359	9378157	2043178	5471154	1175953	0	0	0	0	4320	0	0	0	0	549280	130160	4112	21.78656211	9378157	8202204	87.46	1175953	12.54	SRX10298359_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9378157	0	20-75	61	21.24730149	72.39023808	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	9816198	1086752	9816198	731144008	39824764	690039118	5.621996426	0.0204	0.1478	0.8318		
SRX10298360	6220120	1553624	3784686	316365	0	0	0	0	1671	0	0	0	0	459280	101349	3145	24.97739593	6220120	5903755	94.91	316365	5.09	SRX10298360_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6220120	0	20-75	61	14.32567216	73.08247429	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	6302558	678246	6302558	469887854	7139673	461964336	1.686257249	0.024	0.156	0.8201		
SRX10298361	10779035	2108839	7052745	663287	0	0	0	0	3947	0	0	0	0	783704	151244	15269	19.56426526	10779035	10115748	93.85	663287	6.15	SRX10298361_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10779035	0	20-75	60	15.54441271	73.29840732	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	10938611	937670	10938611	816055977	14789823	800159660	1.947944436	0.022	0.1314	0.8466		
SRX10298362	11512698	1863659	7759995	1108863	0	0	0	0	2507	0	0	0	0	635738	139858	2078	16.18785623	11512698	10403835	90.37	1108863	9.63	SRX10298362_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11512698	0	20-75	59	14.94702075	72.7996018	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	11874155	1270599	11874155	884997105	33284922	850247676	3.926501997	0.0212	0.1082	0.8707		
SRX10298363	9381047	1611932	6384811	769593	0	0	0	0	3343	0	0	0	0	491605	117659	2104	17.18285816	9381047	8611454	91.8	769593	8.2	SRX10298363_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9381047	0	20-75	60	14.74412157	72.94844573	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	9623620	959271	9623620	717037221	22063697	693846370	3.234260415	0.0195	0.1143	0.8662		
SRX10298364	9482642	1814348	6215504	751213	0	0	0	0	594	0	0	0	0	560675	138414	1894	19.13335967	9482642	8731429	92.08	751213	7.92	SRX10298364_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9482642	0	20-75	60	13.71213433	73.08941685	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	9698876	982180	9698876	723501061	19897688	702470797	2.906735751	0.0198	0.1244	0.8558		
SRX10298365	5404281	922163	3902200	276492	0	0	0	0	1821	0	0	0	0	225221	69367	7017	17.06	5404281	5127789	94.88	276492	5.12	SRX10298365_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5404281	0	20-75	59	16.2		pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6								0.0131	0.1114	0.8755		
SRX10298366	10085721	1554791	7444759	594624	0	0	0	0	1406	0	0	0	0	376430	110918	2793	15.41576452	10085721	9491097	94.1	594624	5.9	SRX10298366_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10085721	0	20-75	59	13.68422157	73.26574411	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	10209582	1059204	10209582	761356232	11985524	748147044	1.734954998	0.0128	0.0967	0.8905		
SRX10298367	6166621	828533	4642844	378534	0	0	0	0	5119	0	0	0	0	247344	62995	1252	13.43576977	6166621	5788087	93.86	378534	6.14	SRX10298367_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6166621	0	20-75	59	12.10306958	72.93937798	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	6304041	656208	6304041	469297465	9222601	459298368	2.130652251	0.0156	0.0877	0.8967		
SRX10298368	7203787	1401636	5025473	339327	0	0	0	0	824	0	0	0	0	328946	105797	1784	19.45693286	7203787	6864460	95.29	339327	4.71	SRX10298368_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7203787	0	18-75	59	13.96661114	73.19785996	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	7258033	2950674	7258033	541393829	5841089	531858697	1.761219188	0.0168	0.126	0.8572		
SRX10298369	10907572	2020281	7036249	1232170	0	0	0	0	3584	0	0	0	0	465587	143863	5838	18.52182135	10907572	9675402	88.7	1232170	11.3	SRX10298369_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10907572	0	20-75	60	9.308703669	73.61935874	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	11265409	1225659	11265409	839621263	33294772	804908133	4.134379574	0.0181	0.1308	0.8511		
SRX10298370	8206345	2461869	4845791	353246	0	0	0	0	1065	0	0	0	0	381585	154250	8539	29.99957959	8206345	7853099	95.7	353246	4.3	SRX10298370_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8206345	0	20-75	62	17.77585602	73.42117642	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	8257466	283043	8257466	616493405	1161457	614981288	0.245277076	0.019	0.1891	0.7919		
SRX1832743	25225994	4487404	217176	12124978	0	0	0	0	0	0	0	0	0	7605358	779670	11408	17.78880943	25225994	13101016	51.93	12124978	48.07	SRX1832743_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25225994	0	20-101	45	28.28215339	94.03267019	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass	2.6	25246477	14466579	25246477	2549894177	152244816	2382101989	6.580358884			0.3444	0.5763	0.0792
SRX1832744	29099350	2865838	2603948	14879054	0	0	0	0	0	0	0	0	0	8059540	679920	11050	9.848460533	29099350	14220296	48.87	14879054	51.13	SRX1832744_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29099350	0	20-101	45	21.18435377	94.38410178	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	2.6	29115600	16884163	29115600	2940675600	164732769	2757944943	6.21390054			0.5614	0.3881	0.0505
SRX6445014	21791068	1322511	1150034	19139940	0	0	0	0	0	0	0	0	0	155557	22797	229	6.069050861	21791068	2651128	12.17	19139940	87.83	SRX6445014_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21791068	0	18-50	67	37.59480105	49.63857462	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass											0.4126	0.3582	0.2292
SRX6445015	21825879	1248790	1412273	18975407	0	0	0	0	0	0	0	0	0	167964	21215	230	5.721602324	21825879	2850472	13.06	18975407	86.94	SRX6445015_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21825879	0	18-50	67	28.41140315	49.63302513	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	21826438	5003379	21826438	1091321900	762072	1083288025	0.736159973			0.4196	0.3641	0.2163
SRX6445016	21044162	491890	2043272	16908732	0	0	0	0	0	0	0	0	0	1587365	12835	68	2.337417855	21044162	4135430	19.65	16908732	80.35	SRX6445016_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21044162	0	18-50	63	24.60845538	49.60884539	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass											0.4756	0.3829	0.1415
SRX6445017	20921630	485221	2084924	16741925	0	0	0	0	0	0	0	0	0	1597033	12446	81	2.319231341						SRX6445017_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20921630	0	18-50	64	24.98356302	49.60976688	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	2.6	20922066	5240147	20922066	1046103300	664965	1037919540	0.782308975			0.472	0.387	0.141
ERX3196625	10152447	1708300	1699644	1475529	0	0	0	0	646	0	0	0	0	4787380	475239	5709	16.82648528	10152447	8676918	85.47	1475529	14.53	ERX3196625_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10152447	0	20-65	58	9.488578535	64.53821458	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	10159751	3025058	10159751	660383815	941778	655267452	0.774755965	0.0393	0.289	0.6716		
ERX3196626	4965844	3058121	170246	355508	0	0	0	0	10281	0	0	0	0	1055365	279378	36945	61.58310652	4965844	4610336	92.84	355508	7.16	ERX3196626_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4965844	0	20-65	66	25.47090092	64.62544272	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	4984130	1227248	4984130	323968450	1205075	320944951	0.933269582	0.0569	0.4888	0.4543		
ERX3196627	7446873	751827	1249138	777226	0	0	0	0	111	0	0	0	0	4415531	250749	2291	10.09587514	7446873	6669647	89.56	777226	10.44	ERX3196627_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7446873	0	20-65	57	9.566339606	64.50915371	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	7464766	2279422	7464766	485209790	1195217	480485947	0.973567124	0.0311	0.1876	0.7813		
ERX3196628	6610048	3622984	122254	265374	0	0	0	0	9259	0	0	0	0	2229569	320105	40503	54.81025251	6610048	6344674	95.99	265374	4.01	ERX3196628_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6610048	0	20-65	65	21.24400961	64.63599916	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	6633221	1633406	6633221	431159365	1633257	427280435	0.899651107	0.0516	0.4662	0.4822		
ERX3196629	8949653	1182235	2374568	723833	0	0	0	0	289	0	0	0	0	4331533	333597	3598	13.20984177	8949653	8225820	91.91	723833	8.09	ERX3196629_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8949653	0	20-65	58	9.417782544	64.51124552	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	8956408	2790018	8956408	582166520	837234	577389826	0.820503041	0.0346	0.198	0.7674		
ERX3196630	6621881	476258	5783443	160905	0	0	0	0	7492	0	0	0	0	148293	38847	6643	7.192186027	6621881	6460976	97.57	160905	2.43	ERX3196630_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6621881	0	20-65	58	7.561383325	64.46162775	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	6643997	2364031	6643997	431859805	1711634	426875934	1.154048361	0.01	0.051	0.939		
ERX3196631	8954995	854417	2687662	831182	0	0	0	0	874	0	0	0	0	4291903	286373	2584	9.541233691	8954995	8123813	90.72	831182	9.28	ERX3196631_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8954995	0	20-65	57	9.256933643	64.53311119	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	8964978	2757070	8964978	582723570	836684	577937430	0.821339696	0.0305	0.1712	0.7983		
ERX3196632	7435420	2845921	1208227	1035246	0	0	0	0	7362	0	0	0	0	2024413	284230	30021	38.27518822	7435420	6400174	86.08	1035246	13.92	ERX3196632_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7435420	0	20-65	63	19.04215948	64.61833978	pass	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	2.6	7496106	1952530	7496106	487246890	1820892	480518788	1.38084042	0.0535	0.3697	0.5768		
ERX3196633	8026025	1145224	1216976	447530	0	0	0	0	323	0	0	0	0	4938578	273351	4043	14.26888154	8026025	7578495	94.42	447530	5.58	ERX3196633_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8026025	0	20-65	58	10.09527792	64.54042231	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	8035128	2377123	8035128	522283320	905014	518047094	0.811097318	0.0326	0.2225	0.7449		
ERX3196634	3734178	220510	3204050	159839	0	0	0	0	3633	0	0	0	0	122886	20703	2557	5.90518181	3734178	3574339	95.72	159839	4.28	ERX3196634_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3734178	0	20-65	58	8.386274633	64.48174752	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	3746581	1329312	3746581	243527765	931309	240795980	1.121755049	0.0109	0.0462	0.9429		
ERX3196635	9756713	2809405	2165953	385516	0	0	0	0	1399	0	0	0	0	3893975	487764	12701	28.79458482	9756713	9371197	96.05	385516	3.95	ERX3196635_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9756713	0	20-65	60	10.54705944	64.54108315	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	9760981	2830185	9760981	634463765	826342	629737944	0.744852781	0.0422	0.2922	0.6656		
ERX3196636	6240354	792312	4839562	211862	0	0	0	0	11501	0	0	0	0	307566	66575	10976	12.69658741	6240354	6028492	96.6	211862	3.4	ERX3196636_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6240354	0	20-65	59	10.97301463	64.51606351	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	6261368	1983878	6261368	406988920	1645732	402622737	1.072801441	0.0178	0.0869	0.8953		
ERX3196637	10291898	4128116	1169851	729032	0	0	0	0	833	0	0	0	0	3649124	589638	25304	40.11034699	10291898	9562866	92.92	729032	7.08	ERX3196637_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10291898	0	20-65	63	15.59439977	64.56574162	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	10301081	2825452	10301081	669570265	832213	664547023	0.750218799	0.0552	0.3872	0.5576		
ERX3196638	5928485	264617	5324249	142167	0	0	0	0	7060	0	0	0	0	161716	25452	3224	4.463484347	5928485	5786318	97.6	142167	2.4	ERX3196638_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5928485	0	20-65	58	6.540276547	64.47317333	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	5948261	2129871	5948261	386636965	1505872	382244453	1.13608175	0.0087	0.034	0.9573		
ERX3196639	8342447	795777	1643221	1646245	0	0	0	0	479	0	0	0	0	4017288	237327	2110	9.538891886	8342447	6696202	80.27	1646245	19.73	ERX3196639_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8342447	0	20-65	58	8.535582501	64.56578232	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	8361158	2438695	8361158	543475270	814530	538703511	0.878008488	0.0268	0.206	0.7672		
ERX3196640	5387041	2315808	217453	289637	0	0	0	0	6392	0	0	0	0	2308881	222688	26182	42.98849777	5387041	5097404	94.62	289637	5.38	ERX3196640_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5387041	0	20-65	64	21.28467655	64.61742058	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	5405635	1397448	5405635	351366275	1348253	348112773	0.925957393	0.0484	0.4156	0.536		
ERX3196641	10370292	3196540	2913227	821272	0	0	0	0	2923	0	0	0	0	2901278	517370	17682	30.82401151	10370292	9549020	92.08	821272	7.92	ERX3196641_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10370292	0	20-65	61	13.36192001	64.5468899	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	10382591	2950516	10382591	674868415	995964	669423464	0.806816689	0.0404	0.3046	0.6549		
ERX3196642	6947333	291919	6193512	271101	0	0	0	0	5469	0	0	0	0	154011	27762	3559	4.201885817	6947333	6676232	96.1	271101	3.9	ERX3196642_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6947333	0	20-65	58	6.275079709	64.45708087	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	6970572	2551741	6970572	453087180	1800427	447824455	1.161525912	0.0084	0.0318	0.9598		
10_Plate_B_MS	20639315	3070778	12914165	2791103	0	0	0	0	25168	0	0	0	0	1650831	180977	6293	14.87829417	20639315	17848212	86.48	2791103	13.52	10_Plate_B_MS_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20639315	0	20-150	62	11.38706063	135.6918773	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	20740035	11747048	20740035	3111005250	10542314	2821059814	9.319991858	0.0306	0.1322	0.8372		
11-J1074-RNA-Plate-Filter2A-MS	21326692	2837366	13847917	3325706	0	0	0	0	39374	0	0	0	0	1126190	145141	4998	13.30429492	21326692	18000986	84.41	3325706	15.59	11-J1074-RNA-Plate-Filter2A-MS_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21326692	0	20-150	62	11.55549903	132.4326482	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	21428542	12828108	21428542	3214281300	9731930	2844532922	11.50329867	0.0158	0.114	0.8701		
12-J1074-RNA-Plate-Filter2A-MS	18152370	2656652	10803401	3385386	0	0	0	0	31453	0	0	0	0	1131040	139230	5208	14.63529005	18152370	14766984	81.35	3385386	18.65	12-J1074-RNA-Plate-Filter2A-MS_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18152370	0	20-150	62	12.33663299	132.1824342	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	18206474	10950727	18206474	2730971100	5312905	2411707230	11.69048878	0.0273	0.1269	0.8459		
13-J1074-RNA-Plate-Filter2A-MS	20662421	4822115	11126358	2106765	0	0	0	0	37753	0	0	0	0	2198761	359487	11182	23.33760889	20662421	18555656	89.8	2106765	10.2	13-J1074-RNA-Plate-Filter2A-MS_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20662421	0	20-150	63	14.80762849	135.1684294	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	20808097	11613180	20808097	3121214550	16459369	2817917013	9.717292168	0.0292	0.1933	0.7775		
14-J1074-RNA-Plate-Filter2A-MS	25738253	6306691	13172543	2789804	0	0	0	0	55435	0	0	0	0	2915918	485160	12702	24.50318209	25738253	22948449	89.16	2789804	10.84	14-J1074-RNA-Plate-Filter2A-MS_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25738253	0	20-150	63	13.18062668	131.1911601	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	25895884	15529646	25895884	3884382600	22502520	3403608393	12.37710742	0.0295	0.2004	0.7701		
1_Mannitol_MM	24081809	7817377	9828583	4523980	0	0	0	0	54796	0	0	0	0	1472835	362041	22197	32.46175152	24081809	19557829	81.21	4523980	18.79	1_Mannitol_MM_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24081809	0	20-150	64	16.28200298	135.9686111	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	24173151	12729580	24173151	3625972650	8355289	3292592392	9.194229802	0.0309	0.2519	0.7172		
2_Mannitol_MM	19797748	6401264	8432823	3688988	0	0	0	0	39856	0	0	0	0	921796	296766	16255	32.33329367	19797748	16108760	81.37	3688988	18.63	2_Mannitol_MM_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19797748	0	20-150	64	17.008138	135.6906597	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	19863493	10606110	19863493	2979523950	6590827	2700523357	9.363931879	0.0146	0.251	0.7344		
3_Valine_MM	20099991	6016102	6395127	3830526	0	0	0	0	35936	0	0	0	0	3447633	363404	11263	29.93086912	20099991	16269465	80.94	3830526	19.06	3_Valine_MM_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20099991	0	20-150	65	19.5399726	132.1902554	pass	pass		pass	warn	fail	pass	warn	fail	fail	pass	2.6	20286273	11641427	20286273	3042940950	10534846	2687469382	11.68184246	0.0707	0.2471	0.6822		
4_Valine_MM	19102263	4537967	7727257	3707619	0	0	0	0	33275	0	0	0	0	2824476	263489	8180	23.75617486	19102263	15394644	80.59	3707619	19.41	4_Valine_MM_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19102263	0	20-150	64	17.03463163	132.9499576	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	19278478	11315100	19278478	2891771700	9069300	2568118768	11.19220207	0.0679	0.2164	0.7157		
5_Arabinose_MM	21813223	7108338	9716249	3108342	0	0	0	0	53894	0	0	0	0	1450993	358613	16794	32.58728891	21813223	18704881	85.75	3108342	14.25	5_Arabinose_MM_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21813223	0	20-150	64	14.91621407	134.4757744	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	21929655	11906806	21929655	3289448250	11885908	2954182430	10.19215973	0.0176	0.2443	0.7381		
6_Arabinose_MM	22006015	7172355	9567916	3333688	0	0	0	0	51225	0	0	0	0	1488083	375576	17172	32.5927025	22006015	18672327	84.85	3333688	15.15	6_Arabinose_MM_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22006015	0	20-150	64	16.28243274	134.7945688	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	22107201	11952053	22107201	3316080150	17135951	2984844218	9.988779433	0.017	0.2459	0.7371		
7_Plate_A_MS	21149777	2037651	14714865	3100225	0	0	0	0	42242	0	0	0	0	1149048	102029	3717	9.63438527	21149777	18049552	85.34	3100225	14.66	7_Plate_A_MS_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21149777	0	20-150	61	9.13031648	129.4917344	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	21266842	13295928	21266842	3190026300	10869514	2760687640	13.4587812	0.0326	0.0905	0.877		
8_Plate_A_MS	21323525	2071148	15706664	2512749	0	0	0	0	49966	0	0	0	0	878888	100591	3519	9.712971941	21323525	18810776	88.22	2512749	11.78	8_Plate_A_MS_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21323525	0	20-150	61	8.470197698	128.1143897	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	21472678	14248241	21472678	3220901700	13038361	2757751704	14.37951354	0.0168	0.0848	0.8983		
9_Plate_B_MS	21385344	6208782	9614677	3228761	0	0	0	0	46414	0	0	0	0	1913218	358563	14929	29.03288346	21385344	18156583	84.9	3228761	15.1	9_Plate_B_MS_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21385344	0	20-150	64	16.37346257	134.5634489	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	21501242	11679341	21501242	3225186300	11129968	2898800268	10.11991251	0.0364	0.2297	0.7339		
15-J1074-RNA-30min-ISP2	24757819	5178327	15538366	2858198	0	0	0	0	56398	0	0	0	0	862168	257654	6708	20.91592559	24757819	21899621	88.46	2858198	11.54	15-J1074-RNA-30min-ISP2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24757819	0	20-150	62	13.65256898	132.1873292	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	24969103	15105320	24969103	3745365450	22377327	3306521114	11.71699643	0.0126	0.1594	0.8281		
16-J1074-RNA-30min-ISP2	25105998	3791668	16344478	3815868	0	0	0	0	61650	0	0	0	0	901227	185711	5396	15.10263802	25105998	21290130	84.8	3815868	15.2	16-J1074-RNA-30min-ISP2_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25105998	0	20-150	61	15.3262857	130.5513009	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	25279140	16096816	25279140	3791871000	24011595	3305152168	12.8358489	0.0171	0.1195	0.8634		
17-J1074-RNA-30min-MM-MSG	29616278	6472376	17356430	3287541	0	0	0	0	74196	0	0	0	0	2070324	345505	9906	21.85411685	29616278	26328737	88.9	3287541	11.1	17-J1074-RNA-30min-MM-MSG_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29616278	0	20-150	63	13.85232539	129.9392424	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	29791628	18370836	29791628	4468744200	24465541	3877414187	13.23257691	0.0273	0.1829	0.7898		
18-J1074-RNA-30min-MM-MSG	26217824	4936243	16416108	2792630	0	0	0	0	70535	0	0	0	0	1741177	254130	7001	18.82781348	26217824	23425194	89.35	2792630	10.65	18-J1074-RNA-30min-MM-MSG_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26217824	0	20-150	62	13.66518003	129.1207947	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	26382731	16463175	26382731	3957409650	22522981	3413404553	13.74649443	0.031	0.1562	0.8128		
19-J1074-PTA-RNA-PTA-KasOP-DNPM	26688587	5549647	15691426	3518237	0	0	0	0	70641	0	0	0	0	1510977	337501	10158	20.79408325	26688587	23170350	86.82	3518237	13.18	19-J1074-PTA-RNA-PTA-KasOP-DNPM_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26688587	0	20-150	62	15.15750484	130.6137604	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	26882881	16543639	26882881	4032432150	23895949	3517573453	12.76794445	0.0269	0.1683	0.8048		
20-J1074-PTA-RNA-PTA-KasOP-DNPM	27073950	5846208	14459610	4513529	0	0	0	0	69841	0	0	0	0	1826118	346510	12134	21.59348008	27073950	22560421	83.33	4513529	16.67	20-J1074-PTA-RNA-PTA-KasOP-DNPM_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27073950	0	20-150	62	14.89344897	129.6787845	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	27172403	16697628	27172403	4075860450	42511403	3529433902	13.40640963	0.0383	0.1758	0.786		
