	sample_id	strain	project	condition	notes	run	ReleaseDate	Type	sequencing_run	LibraryLayout	Platform	R1	R2	skip	reference_condition	passed_fastqc	passed_contamination_check	passed_reads_mapped_to_CDS	passed_global_correlation
13-J1074-RNA-Plate-Filter2A-MS	13-J1074-RNA-Plate-Filter2A-MS	J1074	PRECISE	Plate-filter-2A	sample_id: (carbon source)-(biological replicate id)(technical replicate id)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/13-J1074-RNA-Plate-Filter2A-MS_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/13-J1074-RNA-Plate-Filter2A-MS_R2_001.fastq.gz	False	control	True	True	True	True
14-J1074-RNA-Plate-Filter2A-MS	14-J1074-RNA-Plate-Filter2A-MS	J1074	PRECISE	Plate-filter-2A	sample_id: (carbon source)-(biological replicate id)(technical replicate id)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/14-J1074-RNA-Plate-Filter2A-MS_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/14-J1074-RNA-Plate-Filter2A-MS_R2_001.fastq.gz	False	control	True	True	True	True
1_Mannitol_MM	1_Mannitol_MM	J1074	PRECISE	D-mannitol	sample_id: (carbon source)-(biological replicate id)(technical replicate id)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/1-J1074-RNA-Mannitol-MM_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/1-J1074-RNA-Mannitol-MM_R2_001.fastq.gz	False	control	True	True	True	True
2_Mannitol_MM	2_Mannitol_MM	J1074	PRECISE	D-mannitol	sample_id: (carbon source)-(biological replicate id)(technical replicate id)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/2-J1074-RNA-Mannitol-MM_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/2-J1074-RNA-Mannitol-MM_R2_001.fastq.gz	False	control	True	True	True	True
3_Valine_MM	3_Valine_MM	J1074	PRECISE	Valine	sample_id: (carbon source)-(biological replicate id)(technical replicate id)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/3-J1074-RNA-Valine-MM_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/3-J1074-RNA-Valine-MM_R2_001.fastq.gz	False	control	True	True	True	True
4_Valine_MM	4_Valine_MM	J1074	PRECISE	Valine	sample_id: (carbon source)-(biological replicate id)(technical replicate id)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/4-J1074-RNA-Valine-MM_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/4-J1074-RNA-Valine-MM_R2_001.fastq.gz	False	control	True	True	True	True
5_Arabinose_MM	5_Arabinose_MM	J1074	PRECISE	Arabinose	sample_id: (carbon source)-(biological replicate id)(technical replicate id)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/5-J1074-RNA-Arabinose-MM_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/5-J1074-RNA-Arabinose-MM_R2_001.fastq.gz	False	control	True	True	True	True
6_Arabinose_MM	6_Arabinose_MM	J1074	PRECISE	Arabinose	sample_id: (carbon source)-(biological replicate id)(technical replicate id)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/6-J1074-RNA-Arabinose-MM_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/6-J1074-RNA-Arabinose-MM_R2_001.fastq.gz	False	control	True	True	True	True
7_Plate_A_MS	7_Plate_A_MS	J1074	PRECISE	Plate_A	sample_id: (carbon source)-(biological replicate id)(technical replicate id)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/7-J1074-RNA-Plate-A-MS_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/7-J1074-RNA-Plate-A-MS_R2_001.fastq.gz	False	control	True	True	True	True
8_Plate_A_MS	8_Plate_A_MS	J1074	PRECISE	Plate_A	sample_id: (carbon source)-(biological replicate id)(technical replicate id)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/8-J1074-RNA-Plate-A-MS_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/8-J1074-RNA-Plate-A-MS_R2_001.fastq.gz	False	control	True	True	True	True
9_Plate_B_MS	9_Plate_B_MS	J1074	PRECISE	Plate_B	sample_id: (carbon source)-(biological replicate id)(technical replicate id)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/9-J1074-RNA-Plate-B-MS_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/9-J1074-RNA-Plate-B-MS_R2_001.fastq.gz	False	control	True	True	True	True
15-J1074-RNA-30min-ISP2	15-J1074-RNA-30min-ISP2	J1074	PRECISE	ISP230min	sample_id:(carbonsource)-(biologicalreplicateid)(technicalreplicateid)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/15-J1074-RNA-30min-ISP2_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/15-J1074-RNA-30min-ISP2_R2_001.fastq.gz	False	control	True	True	True	True
16-J1074-RNA-30min-ISP2	16-J1074-RNA-30min-ISP2	J1074	PRECISE	ISP230min	sample_id:(carbonsource)-(biologicalreplicateid)(technicalreplicateid)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/16-J1074-RNA-30min-ISP2_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/16-J1074-RNA-30min-ISP2_R2_001.fastq.gz	False	control	True	True	True	True
17-J1074-RNA-30min-MM-MSG	17-J1074-RNA-30min-MM-MSG	J1074	PRECISE	MM30min	sample_id:(carbonsource)-(biologicalreplicateid)(technicalreplicateid)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/17-J1074-RNA-30min-MM-MSG_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/17-J1074-RNA-30min-MM-MSG_R2_001.fastq.gz	False	control	True	True	True	True
18-J1074-RNA-30min-MM-MSG	18-J1074-RNA-30min-MM-MSG	J1074	PRECISE	MM30min	sample_id:(carbonsource)-(biologicalreplicateid)(technicalreplicateid)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/18-J1074-RNA-30min-MM-MSG_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/18-J1074-RNA-30min-MM-MSG_R2_001.fastq.gz	False	control	True	True	True	True
19-J1074-PTA-RNA-PTA-KasOP-DNPM	19-J1074-PTA-RNA-PTA-KasOP-DNPM	J1074_PTA	PRECISE	PTA-KasOP-DNPM	sample_id:(carbonsource)-(biologicalreplicateid)(technicalreplicateid)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/19-J1074-PTA-RNA-PTA-KasOP-DNPM_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/19-J1074-PTA-RNA-PTA-KasOP-DNPM_R2_001.fastq.gz	False	control	True	True	True	True
20-J1074-PTA-RNA-PTA-KasOP-DNPM	20-J1074-PTA-RNA-PTA-KasOP-DNPM	J1074_PTA	PRECISE	PTA-KasOP-DNPM	sample_id:(carbonsource)-(biologicalreplicateid)(technicalreplicateid)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/20-J1074-PTA-RNA-PTA-KasOP-DNPM_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/20-J1074-PTA-RNA-PTA-KasOP-DNPM_R2_001.fastq.gz	False	control	True	True	True	True
21-J1074-PTA-RNA-PTA-KasOP-Am2ab	21-J1074-PTA-RNA-PTA-KasOP-Am2ab	J1074_PTA	PRECISE	PTA-KasOP-Am2ab	sample_id:(carbonsource)-(biologicalreplicateid)(technicalreplicateid)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/21-J1074-PTA-RNA-PTA-KasOP-Am2ab_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/21-J1074-PTA-RNA-PTA-KasOP-Am2ab_R2_001.fastq.gz	False	control	True	True	True	True
22-J1074-PTA-RNA-PTA-KasOP-Am2ab	22-J1074-PTA-RNA-PTA-KasOP-Am2ab	J1074_PTA	PRECISE	PTA-KasOP-Am2ab	sample_id:(carbonsource)-(biologicalreplicateid)(technicalreplicateid)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/22-J1074-PTA-RNA-PTA-KasOP-Am2ab_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/22-J1074-PTA-RNA-PTA-KasOP-Am2ab_R2_001.fastq.gz	False	control	True	True	True	True
23-J1074-RNA-Control-DNPM	23-J1074-RNA-Control-DNPM	J1074	PRECISE	Control-DNPM	sample_id:(carbonsource)-(biologicalreplicateid)(technicalreplicateid)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/23-J1074-RNA-Control-DNPM_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/23-J1074-RNA-Control-DNPM_R2_001.fastq.gz	False	control	True	True	True	True
24-J1074-RNA-Control-DNPM	24-J1074-RNA-Control-DNPM	J1074	PRECISE	Control-DNPM	sample_id:(carbonsource)-(biologicalreplicateid)(technicalreplicateid)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/24-J1074-RNA-Control-DNPM_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/24-J1074-RNA-Control-DNPM_R2_001.fastq.gz	False	control	True	True	True	True
25-J1074-RNA-Control-Am2ab	25-J1074-RNA-Control-Am2ab	J1074	PRECISE	Control-Am2ab	sample_id:(carbonsource)-(biologicalreplicateid)(technicalreplicateid)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/25-J1074-RNA-Control-Am2ab_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/25-J1074-RNA-Control-Am2ab_R2_001.fastq.gz	False	control	True	True	True	True
26-J1074-RNA-Control-Am2ab	26-J1074-RNA-Control-Am2ab	J1074	PRECISE	Control-Am2ab	sample_id:(carbonsource)-(biologicalreplicateid)(technicalreplicateid)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/26-J1074-RNA-Control-Am2ab_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/26-J1074-RNA-Control-Am2ab_R2_001.fastq.gz	False	control	True	True	True	True
27-J1074-RNA-Cryo-MM	27-J1074-RNA-Cryo-MM	J1074	PRECISE	Batchcontrol	sample_id:(carbonsource)-(biologicalreplicateid)(technicalreplicateid)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/27-J1074-RNA-Cryo-MM_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/27-J1074-RNA-Cryo-MM_R2_001.fastq.gz	False	control	True	True	True	True
28-J1074-RNA-Cryo-MM	28-J1074-RNA-Cryo-MM	J1074	PRECISE	Batchcontrol	sample_id:(carbonsource)-(biologicalreplicateid)(technicalreplicateid)		20/04/2024	in-house	Nils	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_feb2024/28-J1074-RNA-Cryo-MM_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_feb2024/28-J1074-RNA-Cryo-MM_R2_001.fastq.gz	False	control	True	True	True	True
Control1	Control1	J1074 wt	Tetiana_del_strains	control	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/Control1_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/Control1_R2_001.fastq.gz	False	control	True	True	True	True
Control2	Control2	J1074 wt	Tetiana_del_strains	control	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/Control2_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/Control2_R2_001.fastq.gz	False	control	True	True	True	True
DEL1actrepl1	DEL1actrepl1	DEL1act	Tetiana_del_strains	DEL1act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL1actrepl1_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL1actrepl1_R2_001.fastq.gz	False	control	True	True	True	True
DEL5actrepl1	DEL5actrepl1	DEL5act	Tetiana_del_strains	DEL5act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL5actrepl1_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL5actrepl1_R2_001.fastq.gz	False	control	True	True	True	True
DEL5actrepl2	DEL5actrepl2	DEL5act	Tetiana_del_strains	DEL5act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL5actrepl2_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL5actrepl2_R2_001.fastq.gz	False	control	True	True	True	True
DEL5actrepl3	DEL5actrepl3	DEL5act	Tetiana_del_strains	DEL5act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL5actrepl3_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL5actrepl3_R2_001.fastq.gz	False	control	True	True	True	True
DEL5repl1	DEL5repl1	DEL5	Tetiana_del_strains	DEL5	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL5repl1_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL5repl1_R2_001.fastq.gz	False	control	True	True	True	True
DEL5repl2	DEL5repl2	DEL5	Tetiana_del_strains	DEL5	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL5repl2_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL5repl2_R2_001.fastq.gz	False	control	True	True	True	True
DEL5repl3	DEL5repl3	DEL5	Tetiana_del_strains	DEL5	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL5repl3_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL5repl3_R2_001.fastq.gz	False	control	True	True	True	True
DEL6actrepl1	DEL6actrepl1	DEL6act	Tetiana_del_strains	DEL6act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL6actrepl1_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL6actrepl1_R2_001.fastq.gz	False	control	True	True	True	True
DEL6actrepl2	DEL6actrepl2	DEL6act	Tetiana_del_strains	DEL6act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL6actrepl2_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL6actrepl2_R2_001.fastq.gz	False	control	True	True	True	True
DEL6actrepl3	DEL6actrepl3	DEL6act	Tetiana_del_strains	DEL6act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL6actrepl3_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL6actrepl3_R2_001.fastq.gz	False	control	True	True	True	True
DEL6repl1	DEL6repl1	DEL6	Tetiana_del_strains	DEL6	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL6repl1_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL6repl1_R2_001.fastq.gz	False	control	True	True	True	True
DEL6repl2	DEL6repl2	DEL6	Tetiana_del_strains	DEL6	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL6repl2_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL6repl2_R2_001.fastq.gz	False	control	True	True	True	True
DEL6repl3	DEL6repl3	DEL6	Tetiana_del_strains	DEL6	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL6repl3_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL6repl3_R2_001.fastq.gz	False	control	True	True	True	True
DEL7actrepl1	DEL7actrepl1	DEL7act	Tetiana_del_strains	DEL7act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL7actrepl1_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL7actrepl1_R2_001.fastq.gz	False	control	True	True	True	True
DEL7actrepl2	DEL7actrepl2	DEL7act	Tetiana_del_strains	DEL7act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL7actrepl2_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL7actrepl2_R2_001.fastq.gz	False	control	True	True	True	True
DEL7actrepl3	DEL7actrepl3	DEL7act	Tetiana_del_strains	DEL7act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL7actrepl3_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL7actrepl3_R2_001.fastq.gz	False	control	True	True	True	True
DEL7repl1	DEL7repl1	DEL7	Tetiana_del_strains	DEL7	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL7repl1_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL7repl1_R2_001.fastq.gz	False	control	True	True	True	True
DEL7repl2	DEL7repl2	DEL7	Tetiana_del_strains	DEL7	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL7repl2_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL7repl2_R2_001.fastq.gz	False	control	True	True	True	True
DEL7repl3	DEL7repl3	DEL7	Tetiana_del_strains	DEL7	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL7repl3_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL7repl3_R2_001.fastq.gz	False	control	True	True	True	True
DEL8actrepl1	DEL8actrepl1	DEL8act	Tetiana_del_strains	DEL8act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL8actrepl1_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL8actrepl1_R2_001.fastq.gz	False	control	True	True	True	True
DEL8actrepl2	DEL8actrepl2	DEL8act	Tetiana_del_strains	DEL8act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL8actrepl2_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL8actrepl2_R2_001.fastq.gz	False	control	True	True	True	True
DEL8actrepl3	DEL8actrepl3	DEL8act	Tetiana_del_strains	DEL8act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL8actrepl3_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL8actrepl3_R2_001.fastq.gz	False	control	True	True	True	True
DEL10actrepl1	DEL10actrepl1	DEL10act	Tetiana_del_strains	DEL10act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL10actrepl1_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL10actrepl1_R2_001.fastq.gz	False	control	True	True	True	True
DEL10actrepl2	DEL10actrepl2	DEL10act	Tetiana_del_strains	DEL10act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL10actrepl2_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL10actrepl2_R2_001.fastq.gz	False	control	True	True	True	True
DEL10actrepl3	DEL10actrepl3	DEL10act	Tetiana_del_strains	DEL10act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL10actrepl3_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL10actrepl3_R2_001.fastq.gz	False	control	True	True	True	True
DEL8repl1	DEL8repl1	DEL8	Tetiana_del_strains	DEL8	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL8repl1_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL8repl1_R2_001.fastq.gz	False	control	True	True	True	True
DEL8repl2	DEL8repl2	DEL8	Tetiana_del_strains	DEL8	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL8repl2_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL8repl2_R2_001.fastq.gz	False	control	True	True	True	True
DEL8repl3	DEL8repl3	DEL8	Tetiana_del_strains	DEL8	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL8repl3_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL8repl3_R2_001.fastq.gz	False	control	True	True	True	True
DEL9actrepl1	DEL9actrepl1	DEL9act	Tetiana_del_strains	DEL9act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL9actrepl1_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL9actrepl1_R2_001.fastq.gz	False	control	True	True	True	True
DEL9actrepl2	DEL9actrepl2	DEL9act	Tetiana_del_strains	DEL9act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL9actrepl2_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL9actrepl2_R2_001.fastq.gz	False	control	True	True	True	True
DEL9actrepl3	DEL9actrepl3	DEL9act	Tetiana_del_strains	DEL9act	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL9actrepl3_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL9actrepl3_R2_001.fastq.gz	False	control	True	True	True	True
DEL9repl1	DEL9repl1	DEL9	Tetiana_del_strains	DEL9	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL9repl1_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL9repl1_R2_001.fastq.gz	False	control	True	True	True	True
DEL9repl2	DEL9repl2	DEL9	Tetiana_del_strains	DEL9	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL9repl2_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL9repl2_R2_001.fastq.gz	False	control	True	True	True	True
DEL9repl3	DEL9repl3	DEL9	Tetiana_del_strains	DEL9	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL9repl3_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL9repl3_R2_001.fastq.gz	False	control	True	True	True	True
DEL10repl1	DEL10repl1	DEL10	Tetiana_del_strains	DEL10	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL10repl1_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL10repl1_R2_001.fastq.gz	False	control	True	True	True	True
DEL10repl2	DEL10repl2	DEL10	Tetiana_del_strains	DEL10	sample_id: (carbon source)-(biological replicate id)(technical replicate id)				Tetiana	PAIRED	ILLUMINA	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL10repl2_R1_001.fastq.gz	/home/nilmat/reads/streptsd/ready/azenta_dec2023/DEL10repl2_R2_001.fastq.gz	False	control	True	True	True	True
